episodeIndex	20
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	223	0.000000	0.000000	636.248206	5275	0.120616	5.100653	0.055751	0.185480	0.032138	0.209094
1	1	0.000000	9	0.000000	0.000000	32.844593	208	0.157907	5.151401	-0.170368	0.486182	-0.289874	0.605687
1	2	0.000000	8	0.000000	0.000000	0.465101	187	0.002487	0.000286	-0.000091	0.005065	-0.001029	0.006003
1	3	0.000000	11	0.000000	0.000000	31.133541	201	0.154893	4.699474	-0.164065	0.473851	-0.280178	0.589965
2	0	98.956210	67	1.476958	50.771386	1689.729100	1344	1.257239	46.741593	0.868231	1.646247	0.726616	1.787862
2	1	3719.318566	3040	1.223460	42.698302	73870.315963	63239	1.168113	39.755188	1.115812	1.220414	1.096772	1.239454
2	2	68.805518	61	1.127959	39.791233	1858.030019	1481	1.254578	45.296122	0.889774	1.619382	0.756970	1.752186
2	3	92.224774	75	1.229664	23.385083	2495.217762	1517	1.644837	60.282874	1.229012	2.060662	1.077634	2.212040
2	4	47.053562	59	0.797518	12.246357	1556.823601	1434	1.085651	32.966248	0.769375	1.401927	0.654237	1.517065
2	5	25.255315	59	0.428056	2.953316	1462.722746	1466	0.997764	33.545631	0.682222	1.313307	0.567352	1.428177
3	0	3.599133	49	0.073452	0.142919	106.723835	877	0.121692	0.924030	0.053982	0.189401	0.029333	0.214051
3	1	0.462268	38	0.012165	0.002202	282.737838	885	0.319478	8.944376	0.109772	0.529183	0.033431	0.605525
3	2	257.318371	1691	0.152169	2.390663	6365.322660	34837	0.182717	3.273664	0.162496	0.202938	0.155135	0.210300
3	3	3.470023	44	0.078864	0.116744	113.868127	835	0.136369	1.452292	0.049375	0.223363	0.017705	0.255033
3	4	0.499503	48	0.010406	0.001314	147.290035	802	0.183653	2.361305	0.070467	0.296840	0.029262	0.338045
3	5	6.300756	36	0.175021	0.873484	111.061300	792	0.140229	3.834580	-0.004916	0.285374	-0.057755	0.338213
4	0	0.000000	0	-nan	-nan	0.045108	20	0.002255	0.000102	-0.002449	0.006960	-0.004162	0.008673
4	1	0.000000	16	0.000000	0.000000	2.059700	657	0.003135	0.000121	0.002239	0.004031	0.001912	0.004358
4	2	0.000000	0	-nan	-nan	0.074172	27	0.002747	0.000098	-0.001227	0.006722	-0.002674	0.008169
4	3	0.000000	1	0.000000	-nan	0.038592	12	0.003216	0.000124	-0.003492	0.009925	-0.005935	0.012367
5	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
