episodeIndex	15
epsilon	0.500000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	16	0.000000	16	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	16	32.000000	20	2.000000	4.000000	1.250000	0.200000	1.600000	0.627745	3.030281	0.333434	3.773142
1	1	0.000000	0	-nan	-nan	4	26.000000	6	6.500000	9.666667	1.500000	0.333333	4.333333	0.641953	19.692372	-0.809780	-83.707433
2	0	2.000000	1	2.000000	-nan	16	126.000000	30	7.875000	74.383333	1.875000	1.183333	4.200000	1.335946	9.627321	0.568480	13.252701
2	1	0.000000	0	-nan	-nan	6	58.000000	7	9.666667	13.466667	1.166667	0.166667	8.285714	3.645895	18.310906	1.972014	31.755053
3	0	3.000000	1	3.000000	-nan	16	226.000000	30	14.125000	283.583333	1.875000	1.983333	7.533333	1.962201	20.539823	0.590354	31.677222
3	1	0.000000	0	-nan	-nan	3	51.000000	5	17.000000	124.000000	1.666667	1.333333	10.200000	-2.351036	-37.163715	-5.650914	-16.325156
4	0	4.000000	1	4.000000	-nan	15	278.000000	28	18.533333	365.980952	1.866667	0.838095	9.928571	3.344712	21.422129	1.489776	28.578683
4	1	0.000000	0	-nan	-nan	7	112.000000	9	16.000000	152.000000	1.285714	0.238095	12.444444	2.646951	32.839275	-0.647938	55.279428
5	0	67.000000	3	22.333333	241.333333	15	516.000000	38	34.400000	655.685714	2.533333	1.552381	13.578947	6.272942	26.354352	4.216141	34.322695
5	1	62.000000	2	31.000000	8.000000	9	285.000000	17	31.666667	289.250000	1.888889	0.361111	16.764706	7.909500	31.352766	4.937360	41.658219
6	0	230.000000	8	28.750000	100.500000	16	894.000000	51	55.875000	3146.383333	3.187500	3.495833	17.529412	6.210941	39.140514	3.187988	53.696509
6	1	20.000000	1	20.000000	-nan	9	286.000000	16	31.777778	743.444444	1.777778	1.944444	17.875000	3.796677	74.705784	0.384007	285.455400
7	0	158.000000	6	26.333333	122.666667	16	891.000000	45	55.687500	2595.695833	2.812500	3.629167	19.800000	7.456125	46.087025	4.306373	66.155508
7	1	45.000000	3	15.000000	84.000000	14	508.000000	26	36.285714	241.450549	1.857143	0.593407	19.538462	11.865736	32.043687	9.597547	39.447219
8	0	94.000000	5	18.800000	155.200000	16	1426.000000	60	89.125000	8278.916667	3.750000	7.533333	23.766667	7.796695	60.158250	3.828116	90.364700
8	1	70.000000	4	17.500000	43.666667	9	634.000000	24	70.444444	1681.777778	2.666667	2.000000	26.416667	10.368831	64.552252	5.784958	107.207708
9	0	105.000000	5	21.000000	150.000000	16	1520.000000	54	95.000000	8862.666667	3.375000	6.516667	28.148148	9.468376	72.051953	4.880119	109.976843
