StartTime	2015/10/21 03:49:52
FinishTime	2015/10/21 03:50:41
ElapsedTime	49.000000
/home/daisuke/git/ReinforcementLearning/log/EV3LineTracer_20151021020428_10Setting_20151021020429.log
0	1.000000
1	0.125000	0.125000	0.625000	0.125000
2	0.083333	0.083333	0.583333	0.083333	0.083333	0.083333
3	0.125000	0.125000	0.625000	0.125000
4	0.125000	0.125000	0.625000	0.125000
5	0.125000	0.125000	0.125000	0.625000
6	0.125000	0.125000	0.125000	0.625000
3827
0	1	2	0.000000
1	1	3	0.000000
2	1	1	0.000000
3	1	2	0.000000
4	1	2	0.000000
5	1	1	0.000000
6	1	2	0.000000
7	1	2	0.000000
8	1	0	0.000000
9	1	1	0.000000
10	2	2	0.000000
11	2	2	0.000000
12	2	2	0.000000
13	2	2	0.000000
14	2	2	0.000000
15	2	4	0.000000
16	2	5	0.000000
17	3	1	0.000000
18	3	3	0.000000
19	3	2	0.000000
20	3	0	0.000000
21	2	2	0.000000
22	2	2	0.000000
23	2	0	0.000000
24	2	2	0.000000
25	2	3	0.000000
26	2	5	0.000000
27	2	2	0.000000
28	2	4	0.000000
29	2	2	0.000000
30	2	3	0.000000
31	2	2	0.000000
32	2	0	0.000000
33	2	2	0.000000
34	2	2	0.000000
35	2	2	0.000000
36	2	2	0.000000
37	2	2	0.000000
38	2	1	0.000000
39	2	5	0.000000
40	2	2	0.000000
41	2	2	0.000000
42	2	0	0.000000
43	2	4	0.000000
44	2	2	0.000000
45	1	3	0.000000
46	1	3	0.000000
47	1	2	0.000000
48	1	2	0.000000
49	2	5	0.000000
50	2	2	0.000000
51	2	2	0.000000
52	2	5	0.000000
53	2	2	0.000000
54	2	1	0.000000
55	1	1	0.000000
56	1	1	0.000000
57	1	2	0.000000
58	1	1	0.000000
59	1	1	0.000000
60	1	3	0.000000
61	1	0	0.000000
62	1	2	0.000000
63	1	0	0.000000
64	1	0	0.000000
65	1	3	0.000000
66	1	3	0.000000
67	1	2	0.000000
68	1	2	0.000000
69	1	2	0.000000
70	1	0	0.000000
71	1	2	0.000000
72	2	4	0.000000
73	2	2	0.000000
74	2	0	0.000000
75	2	2	0.000000
76	2	4	0.000000
77	2	2	0.000000
78	2	1	0.000000
79	2	2	0.000000
80	3	1	0.000000
81	3	2	0.000000
82	3	3	0.000000
83	3	3	0.000000
84	3	0	0.000000
85	3	2	0.000000
86	3	2	0.000000
87	3	0	0.000000
88	2	2	0.000000
89	2	0	0.000000
90	2	2	0.000000
91	2	2	0.000000
92	2	2	0.000000
93	2	5	0.000000
94	2	2	0.000000
95	2	2	0.000000
96	2	2	0.000000
97	2	0	0.000000
98	2	0	0.000000
99	1	3	0.000000
100	1	3	0.000000
101	1	3	0.000000
102	1	2	0.000000
103	1	2	0.000000
104	1	2	0.000000
105	1	2	0.000000
106	1	2	0.000000
107	1	2	0.000000
108	1	3	0.000000
109	1	3	0.000000
110	1	2	0.000000
111	2	5	0.000000
112	2	3	0.000000
113	2	1	0.000000
114	2	4	0.000000
115	2	4	0.000000
116	3	2	0.000000
117	3	2	0.000000
118	3	2	0.000000
119	3	0	0.000000
120	3	2	0.000000
121	3	2	0.000000
122	3	0	0.000000
123	3	2	0.000000
124	3	2	0.000000
125	3	3	0.000000
126	3	2	0.000000
127	3	2	0.000000
128	2	2	0.000000
129	2	2	0.000000
130	2	2	0.000000
131	2	0	0.000000
132	2	2	0.000000
133	2	2	0.000000
134	2	2	0.000000
135	2	0	0.000000
136	2	3	0.000000
137	2	0	0.000000
138	2	1	0.000000
139	2	5	0.000000
140	2	2	0.000000
141	2	1	0.000000
142	2	2	0.000000
143	2	2	0.000000
144	2	2	0.000000
145	2	2	0.000000
146	2	2	0.000000
147	2	2	0.000000
148	2	2	0.000000
149	2	2	0.000000
150	2	0	0.000000
151	2	3	0.000000
152	2	2	0.000000
153	1	2	0.000000
