episodeIndex	0
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	1	0.000000	-nan
1	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
1	1	1.000000	1	1.000000	-nan	1.000000	1	1.000000	-nan
2	0	2.000000	1	2.000000	-nan	2.000000	1	2.000000	-nan
2	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
3	0	3.000000	1	3.000000	-nan	3.000000	1	3.000000	-nan
3	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
4	0	4.000000	1	4.000000	-nan	4.000000	1	4.000000	-nan
4	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
5	0	5.000000	1	5.000000	-nan	5.000000	1	5.000000	-nan
5	1	13.000000	1	13.000000	-nan	13.000000	1	13.000000	-nan
6	0	32.000000	3	10.666667	17.333333	32.000000	3	10.666667	17.333333
6	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
7	0	22.000000	2	11.000000	32.000000	22.000000	2	11.000000	32.000000
7	1	28.000000	2	14.000000	18.000000	28.000000	2	14.000000	18.000000
8	0	52.000000	4	13.000000	22.666667	52.000000	4	13.000000	22.666667
8	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
9	0	28.000000	2	14.000000	50.000000	28.000000	2	14.000000	50.000000
