episodeIndex	0
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	1	0.000000	-nan
1	0	6.000000	2	3.000000	8.000000	6.000000	2	3.000000	8.000000
1	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
2	0	12.000000	3	4.000000	4.000000	12.000000	3	4.000000	4.000000
2	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
3	0	19.000000	3	6.333333	9.333333	19.000000	3	6.333333	9.333333
3	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
4	0	18.000000	2	9.000000	2.000000	18.000000	2	9.000000	2.000000
4	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
5	0	24.000000	2	12.000000	2.000000	24.000000	2	12.000000	2.000000
5	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
6	0	26.000000	2	13.000000	2.000000	26.000000	2	13.000000	2.000000
6	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
7	0	15.000000	1	15.000000	-nan	15.000000	1	15.000000	-nan
7	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
8	0	16.000000	1	16.000000	-nan	16.000000	1	16.000000	-nan
8	1	18.000000	1	18.000000	-nan	18.000000	1	18.000000	-nan
9	0	36.000000	2	18.000000	2.000000	36.000000	2	18.000000	2.000000
