episodeIndex	830
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	2305.000000	1093	2.108875	7.296744	1.944763	2.272986	1.890083	2.327667
1	1	0.000000	0	-nan	-nan	244.000000	54	4.518519	15.084556	3.456935	5.580102	3.103225	5.933812
2	0	2.000000	1	2.000000	-nan	6852.000000	1533	4.469667	17.330182	4.256110	4.683225	4.184954	4.754380
2	1	0.000000	0	-nan	-nan	674.000000	101	6.673267	26.182178	5.650618	7.695917	5.309880	8.036654
3	0	3.000000	1	3.000000	-nan	11809.000000	1729	6.829960	27.195607	6.578055	7.081864	6.494122	7.165797
3	1	0.000000	0	-nan	-nan	1171.000000	125	9.368000	34.089290	8.319089	10.416911	7.969601	10.766399
4	0	4.000000	1	4.000000	-nan	16648.000000	1803	9.233500	37.261208	8.944754	9.522245	8.848547	9.618453
4	1	0.000000	0	-nan	-nan	1356.000000	126	10.761905	34.998857	9.703319	11.820491	9.350607	12.173203
5	0	5.000000	1	5.000000	-nan	19961.000000	1761	11.335037	45.230868	11.013136	11.656938	10.905881	11.764193
5	1	0.000000	0	-nan	-nan	1715.000000	131	13.091603	44.053083	11.926841	14.256365	11.538753	14.644453
6	0	6.000000	1	6.000000	-nan	23746.000000	1740	13.647126	54.226185	13.292546	14.001707	13.174403	14.119850
6	1	0.000000	0	-nan	-nan	1740.000000	117	14.871795	51.198939	13.543110	16.200480	13.100403	16.643186
7	0	16.000000	2	8.000000	2.000000	27722.000000	1762	15.733258	59.078155	15.365472	16.101044	15.242929	16.223587
7	1	0.000000	0	-nan	-nan	1951.000000	105	18.580952	77.591941	16.854326	20.307578	16.279030	20.882875
8	0	18.000000	2	9.000000	2.000000	30846.000000	1750	17.626286	63.501195	17.243676	18.008896	17.116193	18.136378
8	1	0.000000	0	-nan	-nan	2246.000000	113	19.876106	67.448799	18.324318	21.427895	17.807276	21.944937
9	0	11.000000	1	11.000000	-nan	25344.000000	1354	18.717873	64.354935	18.279982	19.155764	18.134080	19.301666
