episodeIndex	183
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	463.000000	235	1.970213	4.969194	1.678138	2.262287	1.580822	2.359604
1	1	0.000000	0	-nan	-nan	69.000000	15	4.600000	34.971429	1.533128	7.666872	0.511274	8.688726
2	0	2.000000	1	2.000000	-nan	1430.000000	336	4.255952	15.826830	3.820027	4.691878	3.674781	4.837124
2	1	0.000000	0	-nan	-nan	170.000000	21	8.095238	47.790476	5.065217	11.125259	4.055641	12.134835
3	0	8.000000	2	4.000000	2.000000	2733.000000	391	6.989770	31.281946	6.421646	7.557894	6.232352	7.747188
3	1	0.000000	0	-nan	-nan	209.000000	23	9.086957	21.264822	7.155648	11.018265	6.512154	11.661759
4	0	18.000000	3	6.000000	4.000000	3936.000000	420	9.371429	35.174361	8.790165	9.952692	8.596493	10.146364
4	1	0.000000	0	-nan	-nan	358.000000	29	12.344828	45.162562	9.838286	14.851369	9.003129	15.686526
5	0	16.000000	2	8.000000	2.000000	4692.000000	414	11.333333	39.723971	10.711161	11.955506	10.503859	12.162808
5	1	0.000000	0	-nan	-nan	409.000000	29	14.103448	42.167488	11.681446	16.525450	10.874457	17.332440
6	0	10.000000	1	10.000000	-nan	5084.000000	379	13.414248	44.936410	12.722633	14.105863	12.492194	14.336303
6	1	0.000000	0	-nan	-nan	426.000000	30	14.200000	59.131034	11.380113	17.019887	10.440552	17.959448
7	0	11.000000	1	11.000000	-nan	5946.000000	382	15.565445	51.563947	14.827497	16.303393	14.581619	16.549271
7	1	13.000000	1	13.000000	-nan	462.000000	24	19.250000	54.717391	16.217215	22.282785	15.206718	23.293282
8	0	26.000000	2	13.000000	2.000000	7174.000000	396	18.116162	59.743434	17.336004	18.896319	17.076063	19.156260
8	1	16.000000	1	16.000000	-nan	584.000000	25	23.360000	54.573333	20.392404	26.327596	19.403627	27.316373
9	0	32.000000	2	16.000000	2.000000	5999.000000	307	19.540717	65.288369	18.614456	20.466977	18.305834	20.775599
