episodeIndex	519
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	520	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1456.000000	690	2.110145	6.527763	1.914782	2.305508	1.849689	2.370601
1	1	0.000000	0	-nan	-nan	153.000000	35	4.371429	16.652101	2.985997	5.756860	2.524383	6.218474
2	0	6.000000	2	3.000000	2.000000	4446.000000	974	4.564682	18.546172	4.287521	4.841843	4.195173	4.934190
2	1	0.000000	0	-nan	-nan	458.000000	68	6.735294	29.361721	5.415455	8.055133	4.975697	8.494891
3	0	15.000000	3	5.000000	4.000000	7829.000000	1107	7.072267	31.220812	6.734955	7.409580	6.622565	7.521970
3	1	0.000000	0	-nan	-nan	757.000000	81	9.345679	33.279012	8.058238	10.633120	7.629274	11.062084
4	0	14.000000	2	7.000000	2.000000	11102.000000	1161	9.562446	42.649761	9.177476	9.947416	9.049208	10.075685
4	1	0.000000	0	-nan	-nan	898.000000	81	11.086420	39.704938	9.680164	12.492676	9.211612	12.961228
5	0	9.000000	1	9.000000	-nan	13341.000000	1133	11.774934	52.879512	11.341010	12.208857	11.196431	12.353437
5	1	0.000000	0	-nan	-nan	1177.000000	85	13.847059	53.940616	12.247011	15.447107	11.713889	15.980229
6	0	10.000000	1	10.000000	-nan	15318.000000	1098	13.950820	58.546348	13.487017	14.414622	13.332482	14.569157
6	1	0.000000	0	-nan	-nan	1182.000000	77	15.350649	58.151743	13.605146	17.096152	13.023560	17.677738
7	0	11.000000	1	11.000000	-nan	17711.000000	1109	15.970243	59.599294	15.504615	16.435872	15.349472	16.591015
7	1	0.000000	0	-nan	-nan	1332.000000	68	19.588235	87.648815	17.307877	21.868594	16.548081	22.628389
8	0	12.000000	1	12.000000	-nan	19722.000000	1108	17.799639	61.983306	17.324575	18.274703	17.166288	18.432990
8	1	0.000000	0	-nan	-nan	1562.000000	73	21.397260	76.187215	19.345322	23.449198	18.661635	24.132886
9	0	13.000000	1	13.000000	-nan	16092.000000	852	18.887324	64.335115	18.335388	19.439260	18.151488	19.623160
