episodeIndex	0
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	1	0.000000	-nan
1	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
1	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
1	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
2	0	1.920378	38	0.050536	0.020293	1.920378	38	0.050536	0.020293
2	1	0.000205	2	0.000103	0.000000	0.000205	2	0.000103	0.000000
2	2	0.000114	1	0.000114	-nan	0.000114	1	0.000114	-nan
3	0	10.964277	19	0.577067	2.180211	10.964277	19	0.577067	2.180211
3	1	375.735498	534	0.703625	1.965781	375.735498	534	0.703625	1.965781
3	2	26.916160	22	1.223462	3.176284	26.916160	22	1.223462	3.176284
4	0	8.548959	2	4.274479	21.195983	8.548959	2	4.274479	21.195983
4	1	0.510248	4	0.127562	0.062214	0.510248	4	0.127562	0.062214
4	2	72.734327	97	0.749838	3.925689	72.734327	97	0.749838	3.925689
5	0	32443.404081	147	220.703429	25511.234796	32443.404081	147	220.703429	25511.234796
5	1	1980.372618	10	198.037262	21862.013176	1980.372618	10	198.037262	21862.013176
5	2	75.235310	2	37.617655	1752.097974	75.235310	2	37.617655	1752.097974
6	0	3104.335462	105	29.565100	270.926116	3104.335462	105	29.565100	270.926116
6	1	162.041454	7	23.148779	294.630382	162.041454	7	23.148779	294.630382
6	2	137.274895	5	27.454979	244.568265	137.274895	5	27.454979	244.568265
