episodeIndex	848
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	4.000000	2	2.000000	2.000000	2335.000000	1113	2.097934	7.207127	1.936305	2.259562	1.882452	2.313415
1	1	5.000000	1	5.000000	-nan	250.000000	56	4.464286	14.762338	3.433026	5.495546	3.089419	5.839152
2	0	12.000000	3	4.000000	4.000000	6944.000000	1561	4.448430	17.111602	4.238136	4.658725	4.168067	4.728794
2	1	0.000000	0	-nan	-nan	688.000000	104	6.615385	25.559373	5.619651	7.611118	5.287882	7.942887
3	0	16.000000	2	8.000000	2.000000	11996.000000	1766	6.792752	26.796684	6.545335	7.040169	6.462898	7.122606
3	1	0.000000	0	-nan	-nan	1180.000000	126	9.365079	33.817651	8.324510	10.405649	7.977802	10.752357
4	0	18.000000	2	9.000000	2.000000	16888.000000	1835	9.203270	36.915584	8.918384	9.488156	8.823462	9.583078
4	1	0.000000	0	-nan	-nan	1370.000000	129	10.620155	35.049903	9.573188	11.667122	9.224347	12.015963
5	0	24.000000	2	12.000000	2.000000	20223.000000	1789	11.304080	44.864978	10.986003	11.622158	10.880022	11.728139
5	1	0.000000	0	-nan	-nan	1733.000000	133	13.030075	43.696058	11.878798	14.181352	11.495203	14.564948
6	0	26.000000	2	13.000000	2.000000	24022.000000	1767	13.594793	53.774560	13.244401	13.945186	13.127653	14.061934
6	1	0.000000	0	-nan	-nan	1752.000000	118	14.847458	50.831233	13.529174	16.165741	13.089933	16.604982
7	0	15.000000	1	15.000000	-nan	28091.000000	1793	15.667038	58.523561	15.304161	16.029916	15.183254	16.150823
7	1	0.000000	0	-nan	-nan	1971.000000	107	18.420561	77.510139	16.711049	20.130072	16.141456	20.699666
8	0	16.000000	1	16.000000	-nan	31358.000000	1788	17.538031	62.745615	17.161767	17.914295	17.036400	18.039663
8	1	0.000000	0	-nan	-nan	2296.000000	116	19.793103	66.113343	18.276751	21.309456	17.771516	21.814691
9	0	17.000000	1	17.000000	-nan	25806.000000	1384	18.645954	63.426260	18.215971	19.075937	18.072704	19.219203
