StartTime	2015/09/24 00:38:25
FinishTime	2015/09/24 00:39:13
ElapsedTime	48.000000
/home/daisuke/git/ReinforcementLearning/log/EV3LineTracer_20150923232525_10Setting_20150923232526.log
0	1.000000
1	0.062500	0.937500
2	0.916667	0.041667	0.041667
3	0.041667	0.041667	0.916667
4	0.062500	0.937500
5	0.937500	0.062500
6	0.937500	0.062500
3636
0	2	0	0.000000
1	2	0	0.000000
2	2	0	0.000000
3	2	0	0.000000
4	2	0	0.000000
5	2	0	0.000000
6	2	0	0.000000
7	2	0	0.000000
8	2	0	0.000000
9	2	1	0.000000
10	2	0	0.000000
11	2	0	0.000000
12	2	0	0.000000
13	2	0	0.000000
14	2	0	0.000000
15	2	0	0.000000
16	2	0	0.000000
17	3	2	0.000000
18	3	2	0.000000
19	3	2	0.000000
20	3	0	0.000000
21	3	2	0.000000
22	3	2	0.000000
23	3	2	0.000000
24	3	2	0.000000
25	3	2	0.000000
26	3	2	0.000000
27	3	2	0.000000
28	3	2	0.000000
29	3	2	0.000000
30	3	0	0.000000
31	3	2	0.000000
32	2	0	0.000000
33	2	0	0.000000
34	2	0	0.000000
35	2	0	0.000000
36	2	0	0.000000
37	2	0	0.000000
38	2	0	0.000000
39	2	0	0.000000
40	3	0	0.000000
41	3	2	0.000000
42	4	1	0.000000
43	4	1	0.000000
44	4	1	0.000000
45	4	1	0.000000
46	4	1	0.000000
47	4	1	0.000000
48	4	0	0.000000
49	4	1	0.000000
50	4	1	0.000000
51	4	1	0.000000
52	3	2	0.000000
53	3	2	0.000000
54	3	2	0.000000
55	3	2	0.000000
56	2	0	0.000000
57	2	0	0.000000
58	2	0	0.000000
59	2	0	0.000000
60	2	0	0.000000
61	2	0	0.000000
62	2	0	0.000000
63	2	0	0.000000
64	2	0	0.000000
65	2	0	0.000000
66	2	0	0.000000
67	2	0	0.000000
68	3	0	0.000000
69	3	2	0.000000
70	3	2	0.000000
71	3	2	0.000000
72	3	2	0.000000
73	3	2	0.000000
74	3	2	0.000000
75	4	1	0.000000
76	3	2	0.000000
77	3	2	0.000000
78	3	2	0.000000
79	3	2	0.000000
80	3	2	0.000000
81	3	2	0.000000
82	2	0	0.000000
83	2	0	0.000000
84	2	0	0.000000
85	2	2	0.000000
86	2	0	0.000000
87	2	2	0.000000
88	2	0	0.000000
89	2	0	0.000000
90	2	0	0.000000
91	2	0	0.000000
92	2	0	0.000000
93	2	0	0.000000
94	2	0	0.000000
95	2	0	0.000000
96	2	0	0.000000
97	2	0	0.000000
98	2	0	0.000000
99	2	0	0.000000
100	2	0	0.000000
101	3	2	0.000000
102	3	2	0.000000
103	3	2	0.000000
104	3	2	0.000000
105	3	0	0.000000
106	3	2	0.000000
107	3	2	0.000000
108	3	2	0.000000
109	3	2	0.000000
