episodeIndex	1
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	185	0.000000	0.000000	0.013795	445	0.000031	0.000000	-0.000073	0.000135	-0.000490	0.000552
1	1	0.000000	11	0.000000	0.000000	0.000000	25	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
2	0	1773.693356	1479	1.199252	39.208999	3673.194979	2846	1.290652	42.426780	-0.260729	2.842032	-6.481602	9.062906
2	1	210.758984	105	2.007228	68.512366	525.497659	199	2.640692	107.045102	-6.678378	11.959761	-44.046877	49.328260
3	0	134.529062	142	0.947388	13.969953	231.977585	254	0.913298	18.580501	-2.523291	4.349886	-16.303653	18.130249
3	1	2166.878457	1825	1.187331	40.895387	4161.686290	3540	1.175618	38.867404	-0.155777	2.507012	-5.494531	7.845767
4	0	2.378995	45	0.052867	0.014862	6.291908	93	0.067655	0.030291	-0.161658	0.296968	-1.081180	1.216490
4	1	26.200358	675	0.038815	0.012577	53.412030	1342	0.039800	0.015209	-0.002975	0.082575	-0.174499	0.254099
5	0	0.329271	57	0.005777	0.000307	0.580567	106	0.005477	0.000276	-0.015035	0.025989	-0.097286	0.108240
5	1	4.527516	772	0.005865	0.000373	9.553187	1555	0.006144	0.000373	-0.000084	0.012371	-0.025054	0.037341
6	0	0.000000	7	0.000000	0.000000	0.000000	17	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
6	1	0.000000	124	0.000000	0.000000	0.000000	234	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000
7	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
7	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
8	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
8	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
9	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
9	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
