episodeIndex	861
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	0	-nan	-nan	2382.000000	1130	2.107965	7.253169	1.947045	2.268884	1.893428	2.322501
1	1	1.000000	1	1.000000	-nan	261.000000	59	4.423729	14.213910	3.437869	5.409589	3.109389	5.738069
2	0	2.000000	1	2.000000	-nan	7030.000000	1582	4.443742	16.994619	4.235563	4.651921	4.166200	4.721285
2	1	0.000000	0	-nan	-nan	704.000000	109	6.458716	24.935780	5.498027	7.419405	5.177934	7.739498
3	0	3.000000	1	3.000000	-nan	12135.000000	1791	6.775544	26.611044	6.530713	7.020376	6.449137	7.101952
3	1	0.000000	0	-nan	-nan	1204.000000	128	9.406250	33.786417	8.374319	10.438181	8.030489	10.782011
4	0	4.000000	1	4.000000	-nan	17120.000000	1863	9.189479	36.599417	8.907955	9.471003	8.814154	9.564804
4	1	0.000000	0	-nan	-nan	1388.000000	131	10.595420	34.565825	9.563675	11.627165	9.219906	11.970933
5	0	5.000000	1	5.000000	-nan	20544.000000	1818	11.300330	44.684656	10.985434	11.615226	10.880514	11.720146
5	1	0.000000	0	-nan	-nan	1742.000000	134	13.000000	43.488722	11.855751	14.144249	11.474497	14.525503
6	0	6.000000	1	6.000000	-nan	24392.000000	1795	13.588858	53.407234	13.242398	13.935317	13.126961	14.050755
6	1	0.000000	0	-nan	-nan	1780.000000	119	14.957983	51.854152	13.632107	16.283859	13.190337	16.725629
7	0	7.000000	1	7.000000	-nan	28466.000000	1818	15.657866	58.147051	15.298653	16.017078	15.178967	16.136765
7	1	0.000000	0	-nan	-nan	1986.000000	108	18.388889	76.894081	16.694086	20.083692	16.129393	20.648385
8	0	18.000000	2	9.000000	2.000000	31836.000000	1815	17.540496	62.326777	17.168290	17.912702	17.044274	18.036718
8	1	0.000000	0	-nan	-nan	2310.000000	117	19.743590	65.830239	18.236967	21.250212	17.734974	21.752205
9	0	20.000000	2	10.000000	2.000000	26233.000000	1407	18.644634	63.025830	18.219528	19.069740	18.077887	19.211381
