2	1	3456.262039	2702	1.279150	43.222218	3456.262039	2702	1.279150	43.222218
2	1	3865.100975	2817	1.372063	48.799291	7321.363014	5519	1.326574	46.062690	0.165767	2.487382	-4.488950	7.142098
2	1	3854.079164	2805	1.374003	49.842673	11175.442178	8324	1.342557	47.331126	1.018110	1.667004	0.594161	2.090952
2	1	3730.967755	2903	1.285211	43.119309	14906.409933	11227	1.327729	46.238756	1.123493	1.531965	0.952884	1.702574
2	1	3740.363290	2847	1.313791	44.237509	18646.773222	14074	1.324909	45.830787	1.166471	1.483347	1.062177	1.587642
2	1	3662.550560	2933	1.248739	41.618644	22309.323783	17007	1.311773	45.102705	1.179394	1.444152	1.104127	1.519419
2	1	3224.085606	2837	1.136442	38.980700	25533.409389	19844	1.286707	44.229230	1.171186	1.402227	1.111677	1.461737
2	1	3629.469150	2885	1.258048	39.636438	29162.878539	22729	1.283069	43.644587	1.179451	1.386688	1.129721	1.436417
2	1	0.000000	0	-nan	-nan	29162.878539	22729	1.283069	43.644587	1.182019	1.384119	1.136035	1.430103
2	1	3626.507487	2789	1.300290	44.467212	32789.386026	25518	1.284951	43.732786	1.191302	1.378600	1.150414	1.419488
2	1	3690.333308	2918	1.264679	43.618254	36479.719334	28436	1.282871	43.719537	1.195504	1.370238	1.158602	1.407140
2	1	3559.697668	2920	1.219075	40.617408	40039.417002	31356	1.276930	43.429693	1.195018	1.358842	1.161343	1.392517
2	1	3632.396878	2872	1.264762	43.533402	43671.813880	34228	1.275909	43.437134	1.198291	1.353527	1.167095	1.384723
2	1	3607.394931	2859	1.261768	45.897781	47279.208811	37087	1.274819	43.625605	1.200724	1.348914	1.171506	1.378132
2	1	3745.160305	2842	1.317790	45.697624	51024.369116	39929	1.277877	43.772065	1.206864	1.348891	1.179315	1.376440
2	1	3536.678022	2801	1.262648	45.697112	54561.047138	42730	1.276879	43.897202	1.208562	1.345196	1.182432	1.371327
2	1	3480.711574	2947	1.181103	38.377922	58041.758712	45677	1.270700	43.540813	1.205249	1.336151	1.180522	1.360877
2	1	3487.218797	2909	1.198769	39.530353	61528.977509	48586	1.266393	43.300167	1.203409	1.329378	1.179872	1.352914
2	1	3818.170489	2868	1.331301	46.442076	65347.147998	51454	1.270011	43.474616	1.208942	1.331080	1.186342	1.353680
2	1	3559.578425	2869	1.240704	42.477992	68906.726423	54323	1.268463	43.421241	1.209289	1.327638	1.187578	1.349348
2	1	0.000000	0	-nan	-nan	68906.726423	54323	1.268463	43.421241	1.209488	1.327438	1.188019	1.348907
2	1	3495.452872	2863	1.220906	41.388966	72402.179295	57186	1.266082	43.318878	1.208845	1.323319	1.188155	1.344009
2	1	3668.694752	2895	1.267252	44.389777	76070.874047	60081	1.266139	43.369741	1.210419	1.321858	1.190406	1.341871
2	1	3508.829114	2891	1.213708	41.954373	79579.703162	62972	1.263732	43.304216	1.209484	1.317979	1.190113	1.337350
2	1	3642.314609	2812	1.295275	45.522489	83222.017770	65784	1.265080	43.398388	1.212069	1.318091	1.193241	1.336919
2	1	3716.351511	2822	1.316921	47.067971	86938.369282	68606	1.267212	43.548753	1.215323	1.319102	1.196984	1.337441
2	1	3430.464990	2859	1.199883	43.547543	90368.834271	71465	1.264519	43.548269	1.213777	1.315260	1.195925	1.333112
2	1	3999.932918	2864	1.396625	51.052842	94368.767189	74329	1.269609	43.837394	1.219780	1.319438	1.202322	1.336896
2	1	3747.461219	2816	1.330775	48.573943	98116.228408	77145	1.271842	44.009795	1.222916	1.320767	1.205842	1.337842
2	1	3967.352015	2843	1.395481	49.558772	102083.580424	79988	1.276236	44.206928	1.228155	1.324317	1.211437	1.341036
