episodeIndex	41
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	42	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	2	0.000000	0.000000	0.000000	219	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
1	1	0.000000	2	0.000000	0.000000	0.000000	207	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
1	2	0.000000	2	0.000000	0.000000	0.000000	183	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
1	3	0.000000	70	0.000000	0.000000	0.000000	5611	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	0	20.438343	17	1.202255	21.948541	708.229947	799	0.886395	24.484490	0.532867	1.239924	0.413543	1.359248
2	1	46.020625	31	1.484536	68.314117	1157.641257	853	1.357141	45.904796	0.888644	1.825638	0.730515	1.983767
2	2	1.101571	16	0.068848	0.075834	873.273990	854	1.022569	25.697289	0.672247	1.372891	0.554006	1.491133
2	3	1248.293973	936	1.333647	45.351106	39825.549474	36934	1.078290	30.106223	1.020631	1.135949	1.001169	1.155410
2	4	0.005082	16	0.000318	0.000001	1139.758740	857	1.329940	39.717925	0.895174	1.764706	0.748431	1.911449
2	5	0.000128	20	0.000006	0.000000	657.380350	814	0.807593	19.249582	0.497029	1.118157	0.392206	1.222979
3	0	72.839012	103	0.707175	14.634667	3223.929492	3901	0.826437	21.232056	0.677445	0.975428	0.627158	1.025716
3	1	1969.564020	2746	0.717248	15.610158	90593.860170	116577	0.777116	19.770895	0.750816	0.803416	0.741939	0.812293
3	2	26.435654	82	0.322386	2.556395	3286.927226	4062	0.809189	21.675329	0.661664	0.956714	0.611871	1.006507
3	3	62.246012	88	0.707341	11.013595	3373.686675	4086	0.825670	21.861484	0.677948	0.973391	0.628089	1.023250
4	0	0.000000	5	0.000000	0.000000	0.170396	288	0.000592	0.000101	-0.000603	0.001787	-0.001007	0.002190
4	1	0.000000	6	0.000000	0.000000	0.659561	283	0.002331	0.000622	-0.000663	0.005325	-0.001674	0.006335
4	2	0.465391	230	0.002023	0.000547	7.154494	7956	0.000899	0.000213	0.000568	0.001230	0.000457	0.001342
4	3	0.142190	7	0.020313	0.002888	0.418228	249	0.001680	0.000386	-0.000835	0.004194	-0.001683	0.005043
5	0	0.000000	0	-nan	-nan	0.000000	9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	1	0.000000	0	-nan	-nan	0.000000	11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	2	0.000000	0	-nan	-nan	0.000000	14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	3	0.000000	18	0.000000	0.000000	0.000000	374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
