StartTime	2015/10/20 01:18:52
FinishTime	2015/10/20 01:19:55
ElapsedTime	63.000000
/home/daisuke/git/ReinforcementLearning/log/EV3LineTracer_20151019220224_10Setting_20151019220225.log
0	1.000000
1	0.062500	0.812500	0.062500	0.062500
2	0.041667	0.041667	0.791667	0.041667	0.041667	0.041667
3	0.062500	0.062500	0.812500	0.062500
4	0.812500	0.062500	0.062500	0.062500
5	0.812500	0.062500	0.062500	0.062500
6	0.062500	0.062500	0.062500	0.812500
4873
0	2	4	0.000000
1	2	2	0.000000
2	2	2	0.000000
3	2	2	0.000000
4	2	4	0.000000
5	2	2	0.000000
6	2	2	0.000000
7	2	2	0.000000
8	2	2	0.000000
9	2	2	0.000000
10	2	2	0.000000
11	2	2	0.000000
12	2	2	0.000000
13	2	2	0.000000
14	2	2	0.000000
15	2	2	0.000000
16	2	2	0.000000
17	1	1	0.000000
18	1	1	0.000000
19	1	0	0.000000
20	1	1	0.000000
21	1	2	0.000000
22	1	1	0.000000
23	1	1	0.000000
24	1	1	0.000000
25	1	1	0.000000
26	1	1	0.000000
27	2	2	0.000000
28	1	1	0.000000
29	2	2	0.000000
30	2	2	0.000000
31	2	2	0.000000
32	2	2	0.000000
33	2	2	0.000000
34	2	2	0.000000
35	2	4	0.000000
36	2	2	0.000000
37	2	2	0.000000
38	1	0	0.000000
39	1	1	0.000000
40	1	1	0.000000
41	1	1	0.000000
42	1	1	0.000000
43	1	2	0.000000
44	1	1	0.000000
45	1	1	0.000000
46	1	1	0.000000
47	1	1	0.000000
48	1	1	0.000000
49	1	1	0.000000
50	1	1	0.000000
51	2	2	0.000000
52	2	2	0.000000
53	2	2	0.000000
54	2	2	0.000000
55	2	3	0.000000
56	2	2	0.000000
57	2	0	0.000000
58	2	2	0.000000
59	2	1	0.000000
60	2	2	0.000000
61	2	5	0.000000
62	1	1	0.000000
63	1	1	0.000000
64	1	1	0.000000
65	1	2	0.000000
66	1	1	0.000000
67	1	1	0.000000
68	1	1	0.000000
69	1	1	0.000000
70	1	1	0.000000
71	1	1	0.000000
72	1	1	0.000000
73	1	1	0.000000
74	2	0	0.000000
75	2	4	0.000000
76	2	1	0.000000
77	2	2	0.000000
78	2	2	0.000000
79	2	2	0.000000
80	2	2	0.000000
81	2	3	0.000000
82	2	3	0.000000
83	2	4	0.000000
84	2	2	0.000000
85	2	2	0.000000
86	2	2	0.000000
87	2	5	0.000000
88	2	2	0.000000
89	2	2	0.000000
90	2	2	0.000000
91	2	2	0.000000
92	2	2	0.000000
93	1	1	0.000000
94	1	1	0.000000
95	1	1	0.000000
96	1	1	0.000000
97	1	1	0.000000
98	1	1	0.000000
99	1	1	0.000000
100	1	3	0.000000
101	1	1	0.000000
102	1	0	0.000000
103	1	0	0.000000
104	1	1	0.000000
105	1	1	0.000000
106	1	1	0.000000
107	1	3	0.000000
108	2	4	0.000000
109	2	0	0.000000
110	2	2	0.000000
111	2	3	0.000000
112	2	3	0.000000
113	2	2	0.000000
114	2	2	0.000000
115	2	2	0.000000
116	2	2	0.000000
117	2	2	0.000000
118	2	2	0.000000
119	2	2	0.000000
120	2	2	0.000000
121	2	2	0.000000
122	2	0	0.000000
123	2	1	0.000000
124	2	2	0.000000
125	2	2	0.000000
126	2	0	0.000000
127	2	2	0.000000
128	2	2	0.000000
129	2	2	0.000000
130	2	5	0.000000
131	2	2	0.000000
132	2	4	0.000000
133	2	2	0.000000
134	2	2	0.000000
135	2	2	0.000000
136	1	1	0.000000
137	1	3	0.000000
138	1	1	0.000000
139	1	1	0.000000
140	1	1	0.000000
141	1	1	0.000000
142	1	1	0.000000
143	1	1	0.000000
144	1	1	0.000000
145	1	1	0.000000
146	1	1	0.000000
147	1	1	0.000000
148	1	1	0.000000
149	1	1	0.000000
150	1	0	0.000000
151	1	1	0.000000
152	1	2	0.000000
153	1	1	0.000000
154	1	1	0.000000
155	1	1	0.000000
156	2	2	0.000000
157	2	2	0.000000
158	2	2	0.000000
159	2	2	0.000000
160	2	2	0.000000
161	2	2	0.000000
162	2	5	0.000000
163	2	2	0.000000
164	2	2	0.000000
165	2	2	0.000000
166	2	2	0.000000
167	2	2	0.000000
168	1	1	0.000000
169	1	2	0.000000
170	1	1	0.000000
171	1	1	0.000000
172	1	1	0.000000
173	1	1	0.000000
174	1	1	0.000000
175	1	1	0.000000
176	1	1	0.000000
177	1	1	0.000000
178	1	1	0.000000
179	1	1	0.000000
180	1	1	0.000000
181	1	1	0.000000
182	1	1	0.000000
183	2	5	0.000000
184	2	2	0.000000
185	2	2	0.000000
186	2	2	0.000000
187	2	2	0.000000
188	2	2	0.000000
189	2	2	0.000000
190	2	2	0.000000
191	2	3	0.000000
192	2	2	0.000000
193	2	2	0.000000
194	1	1	0.000000
195	1	1	0.000000
196	1	1	0.000000
197	1	0	0.000000
198	1	1	0.000000
199	1	1	0.000000
200	1	1	0.000000
201	1	0	0.000000
202	1	1	0.000000
203	1	3	0.000000
204	1	1	0.000000
205	1	0	0.000000
206	1	1	0.000000
207	1	1	0.000000
208	1	0	0.000000
209	1	2	0.000000
210	2	2	0.000000
211	2	2	0.000000
212	2	2	0.000000
213	2	2	0.000000
214	2	2	0.000000
215	2	2	0.000000
216	2	2	0.000000
217	2	1	0.000000
218	2	2	0.000000
219	2	2	0.000000
220	2	2	0.000000
221	2	2	0.000000
222	2	2	0.000000
223	2	2	0.000000
224	2	0	0.000000
225	2	2	0.000000
226	2	2	0.000000
227	1	1	0.000000
228	1	1	0.000000
229	1	1	0.000000
230	1	1	0.000000
231	1	1	0.000000
232	1	1	0.000000
233	1	2	0.000000
234	1	1	0.000000
235	1	1	0.000000
236	1	1	0.000000
237	1	1	0.000000
238	1	1	0.000000
239	1	3	0.000000
240	1	1	0.000000
241	1	2	0.000000
242	1	1	0.000000
243	1	3	0.000000
244	1	1	0.000000
245	2	2	0.000000
246	2	2	0.000000
247	2	1	0.000000
248	2	2	0.000000
249	2	2	0.000000
250	2	2	0.000000
251	2	2	0.000000
252	2	2	0.000000
253	2	2	0.000000
254	2	1	0.000000
255	2	2	0.000000
256	2	2	0.000000
257	2	2	0.000000
258	2	2	0.000000
259	2	2	0.000000
260	2	3	0.000000
261	2	1	0.000000
262	2	2	0.000000
263	2	4	0.000000
264	2	1	0.000000
265	2	2	0.000000
266	1	1	0.000000
267	1	1	0.000000
268	1	1	0.000000
269	1	1	0.000000
270	1	1	0.000000
271	1	1	0.000000
272	1	1	0.000000
273	1	1	0.000000
274	1	1	0.000000
275	1	1	0.000000
276	1	1	0.000000
277	1	3	0.000000
278	1	1	0.000000
279	1	2	0.000000
280	1	1	0.000000
281	1	1	0.000000
282	1	1	0.000000
283	2	2	0.000000
284	2	2	0.000000
285	2	2	0.000000
286	2	2	0.000000
287	2	2	0.000000
288	2	2	0.000000
289	2	2	0.000000
290	2	2	0.000000
291	2	2	0.000000
292	2	2	0.000000
293	2	2	0.000000
294	2	5	0.000000
295	1	1	0.000000
296	1	1	0.000000
297	1	3	0.000000
298	1	1	0.000000
299	2	2	0.000000
300	2	5	0.000000
301	2	4	0.000000
302	2	2	0.000000
303	2	2	0.000000
304	2	2	0.000000
305	2	2	0.000000
306	2	2	0.000000
307	2	2	0.000000
308	1	1	0.000000
309	1	1	0.000000
310	1	1	0.000000
311	1	1	0.000000
312	1	2	0.000000
313	1	1	0.000000
314	1	2	0.000000
315	1	1	0.000000
316	1	1	0.000000
317	1	1	0.000000
318	1	1	0.000000
319	1	1	0.000000
320	1	0	0.000000
321	1	0	0.000000
322	1	1	0.000000
323	1	0	0.000000
324	1	1	0.000000
325	1	0	0.000000
326	1	1	0.000000
327	1	1	0.000000
328	1	1	0.000000
329	1	1	0.000000
330	1	1	0.000000
331	1	1	0.000000
332	2	2	0.000000
333	2	2	0.000000
334	2	2	0.000000
335	2	2	0.000000
336	2	2	0.000000
337	2	2	0.000000
338	2	2	0.000000
339	1	1	0.000000
340	1	1	0.000000
341	1	1	0.000000
342	1	1	0.000000
343	1	1	0.000000
344	1	1	0.000000
345	1	1	0.000000
346	2	2	0.000000
347	2	2	0.000000
348	2	2	0.000000
349	2	2	0.000000
350	2	2	0.000000
351	2	2	0.000000
352	1	1	0.000000
353	1	1	0.000000
354	1	1	0.000000
355	1	1	0.000000
356	1	1	0.000000
357	2	1	0.000000
358	2	2	0.000000
359	3	0	0.000000
360	2	2	0.000000
361	1	1	0.000000
362	1	1	0.000000
363	1	1	0.000000
364	1	0	0.000000
365	1	3	0.000000
366	1	1	0.000000
367	1	2	0.000000
368	1	1	0.000000
369	1	1	0.000000
370	1	1	0.000000
371	1	1	0.000000
372	1	0	0.000000
373	2	2	0.000000
374	2	2	0.000000
375	2	2	0.000000
376	2	2	0.000000
377	2	2	0.000000
378	2	2	0.000000
379	2	3	0.000000
380	2	5	0.000000
381	2	2	0.000000
382	2	2	0.000000
383	2	2	0.000000
384	2	3	0.000000
385	2	2	0.000000
386	2	2	0.000000
387	2	2	0.000000
388	2	2	0.000000
389	2	2	0.000000
390	2	2	0.000000
391	2	2	0.000000
392	2	2	0.000000
393	1	2	0.000000
394	1	1	0.000000
395	1	1	0.000000
396	1	1	0.000000
397	1	2	0.000000
398	1	1	0.000000
399	1	1	0.000000
400	1	1	0.000000
401	1	0	0.000000
402	1	1	0.000000
403	1	1	0.000000
404	1	1	0.000000
405	1	0	0.000000
406	1	1	0.000000
407	1	1	0.000000
408	1	1	0.000000
409	1	1	0.000000
410	1	1	0.000000
411	1	1	0.000000
412	1	1	0.000000
413	1	1	0.000000
414	1	2	0.000000
415	1	1	0.000000
416	1	1	0.000000
417	1	1	0.000000
418	1	2	0.000000
419	1	1	0.000000
420	1	3	0.000000
421	1	1	0.000000
422	1	1	0.000000
423	1	1	0.000000
424	2	2	0.000000
425	2	2	0.000000
426	2	2	0.000000
427	2	2	0.000000
428	2	2	0.000000
429	3	2	0.000000
430	3	2	0.000000
431	3	1	0.000000
432	3	2	0.000000
433	4	3	0.000000
434	4	0	0.000000
435	4	0	0.000000
436	4	0	0.000000
437	4	0	0.000000
438	3	2	0.000000
439	3	2	0.000000
440	3	2	0.000000
441	3	2	0.000000
442	3	2	0.000000
443	3	2	0.000000
444	3	2	0.000000
445	3	2	0.000000
446	3	2	0.000000
447	3	2	0.000000
448	3	2	0.000000
449	3	0	0.000000
450	2	2	0.000000
451	2	2	0.000000
452	2	2	0.000000
453	2	4	0.000000
454	2	2	0.000000
455	2	2	0.000000
456	2	2	0.000000
457	2	2	0.000000
458	2	2	0.000000
459	2	2	0.000000
460	2	2	0.000000
461	2	2	0.000000
462	1	0	0.000000
463	1	1	0.000000
464	1	1	0.000000
465	1	3	0.000000
466	1	2	0.000000
467	1	1	0.000000
468	1	2	0.000000
469	1	3	0.000000
470	1	1	0.000000
471	1	1	0.000000
472	2	3	0.000000
473	2	1	0.000000
474	2	2	0.000000
475	2	2	0.000000
476	2	2	0.000000
477	3	2	0.000000
478	3	2	0.000000
479	3	2	0.000000
480	3	2	0.000000
481	3	2	0.000000
482	3	2	0.000000
483	3	2	0.000000
484	3	1	0.000000
485	3	2	0.000000
486	2	2	0.000000
487	2	1	0.000000
488	2	2	0.000000
489	2	2	0.000000
490	2	2	0.000000
491	2	5	0.000000
492	2	2	0.000000
493	2	5	0.000000
494	2	5	0.000000
495	2	2	0.000000
496	2	0	0.000000
497	2	2	0.000000
498	2	2	0.000000
499	2	2	0.000000
500	1	1	0.000000
501	1	0	0.000000
502	1	1	0.000000
503	1	1	0.000000
504	1	0	0.000000
505	2	2	0.000000
506	2	4	0.000000
507	2	3	0.000000
508	2	2	0.000000
509	2	0	0.000000
510	2	2	0.000000
511	2	2	0.000000
512	2	2	0.000000
513	2	2	0.000000
514	2	1	0.000000
515	1	2	0.000000
516	1	2	0.000000
517	1	1	0.000000
518	1	1	0.000000
519	1	0	0.000000
520	1	1	0.000000
521	1	1	0.000000
522	1	1	0.000000
523	1	1	0.000000
524	1	1	0.000000
525	2	2	0.000000
526	2	1	0.000000
527	2	1	0.000000
528	2	2	0.000000
529	2	2	0.000000
530	2	2	0.000000
531	3	2	0.000000
532	3	2	0.000000
533	3	2	0.000000
534	2	2	0.000000
535	2	2	0.000000
536	2	2	0.000000
537	2	2	0.000000
538	2	2	0.000000
539	2	2	0.000000
540	2	2	0.000000
541	2	2	0.000000
542	2	2	0.000000
543	2	2	0.000000
544	2	2	0.000000
545	1	1	0.000000
546	1	1	0.000000
547	1	1	0.000000
548	1	0	0.000000
549	1	1	0.000000
550	1	1	0.000000
551	2	0	0.000000
552	2	2	0.000000
553	2	1	0.000000
554	3	0	0.000000
555	3	2	0.000000
556	2	2	0.000000
557	2	2	0.000000
558	2	5	0.000000
559	2	2	0.000000
560	2	2	0.000000
561	2	2	0.000000
562	1	1	0.000000
563	1	1	0.000000
564	1	1	0.000000
565	1	1	0.000000
566	2	2	0.000000
567	2	0	0.000000
568	2	2	0.000000
569	2	5	0.000000
570	2	2	0.000000
571	2	2	0.000000
572	2	0	0.000000
573	2	1	0.000000
574	2	2	0.000000
575	2	2	0.000000
576	2	2	0.000000
577	1	2	0.000000
578	1	1	0.000000
579	1	1	0.000000
580	1	1	0.000000
581	1	1	0.000000
582	1	1	0.000000
583	1	1	0.000000
584	1	1	0.000000
585	1	1	0.000000
586	1	3	0.000000
587	1	1	0.000000
588	1	1	0.000000
589	1	1	0.000000
590	1	1	0.000000
591	1	1	0.000000
592	2	2	0.000000
593	2	2	0.000000
594	1	1	0.000000
595	1	1	0.000000
596	1	1	0.000000
597	1	1	0.000000
598	1	1	0.000000
599	1	1	0.000000
600	1	1	0.000000
601	1	1	0.000000
602	1	0	0.000000
603	1	1	0.000000
604	1	1	0.000000
605	1	1	0.000000
606	1	1	0.000000
607	1	3	0.000000
608	1	1	0.000000
609	1	1	0.000000
610	1	1	0.000000
611	1	2	0.000000
612	2	2	0.000000
613	2	2	0.000000
614	2	2	0.000000
615	2	5	0.000000
616	2	2	0.000000
617	2	2	0.000000
618	2	2	0.000000
619	2	2	0.000000
620	2	1	0.000000
621	2	4	0.000000
622	2	2	0.000000
623	2	2	0.000000
624	2	2	0.000000
625	2	1	0.000000
626	2	2	0.000000
627	2	4	0.000000
628	2	2	0.000000
629	2	2	0.000000
630	2	2	0.000000
631	2	2	0.000000
632	2	2	0.000000
633	2	2	0.000000
634	2	2	0.000000
635	2	0	0.000000
636	2	2	0.000000
637	2	2	0.000000
638	1	1	0.000000
639	1	1	0.000000
640	1	1	0.000000
641	2	2	0.000000
642	2	2	0.000000
643	2	2	0.000000
644	2	2	0.000000
645	2	2	0.000000
646	2	2	0.000000
647	2	4	0.000000
648	2	2	0.000000
649	2	2	0.000000
650	2	2	0.000000
651	2	1	0.000000
652	2	2	0.000000
653	2	2	0.000000
654	2	2	0.000000
655	2	2	0.000000
656	2	5	0.000000
657	2	3	0.000000
658	2	2	0.000000
659	2	2	0.000000
660	2	2	0.000000
661	2	2	0.000000
662	2	2	0.000000
663	2	2	0.000000
664	2	2	0.000000
665	2	2	0.000000
666	2	4	0.000000
667	2	2	0.000000
668	3	2	0.000000
669	2	2	0.000000
670	3	2	0.000000
671	3	2	0.000000
672	3	2	0.000000
673	2	2	0.000000
674	2	4	0.000000
675	2	2	0.000000
676	2	2	0.000000
677	2	2	0.000000
678	2	2	0.000000
679	2	2	0.000000
680	2	2	0.000000
681	2	2	0.000000
682	2	1	0.000000
683	2	3	0.000000
684	2	2	0.000000
685	2	2	0.000000
686	2	2	0.000000
687	2	2	0.000000
688	2	2	0.000000
689	2	2	0.000000
690	2	0	0.000000
691	2	2	0.000000
692	2	2	0.000000
693	2	2	0.000000
694	2	2	0.000000
695	2	2	0.000000
696	2	2	0.000000
697	2	2	0.000000
698	2	2	0.000000
699	2	2	0.000000
700	2	2	0.000000
701	2	2	0.000000
702	2	2	0.000000
703	2	2	0.000000
704	2	2	0.000000
705	2	4	0.000000
706	2	2	0.000000
707	2	2	0.000000
708	2	2	0.000000
709	2	2	0.000000
710	1	3	0.000000
711	1	1	0.000000
712	1	1	0.000000
713	1	1	0.000000
714	1	1	0.000000
715	1	1	0.000000
716	1	1	0.000000
717	1	1	0.000000
718	1	1	0.000000
719	1	1	0.000000
720	1	1	0.000000
721	1	1	0.000000
722	1	1	0.000000
723	1	1	0.000000
724	1	1	0.000000
725	1	1	0.000000
726	2	2	0.000000
727	2	2	0.000000
728	2	2	0.000000
729	2	0	0.000000
730	2	2	0.000000
731	2	2	0.000000
732	2	2	0.000000
733	2	2	0.000000
734	2	2	0.000000
735	2	2	0.000000
736	2	2	0.000000
737	2	2	0.000000
738	2	2	0.000000
739	2	3	0.000000
740	2	2	0.000000
741	1	3	0.000000
742	1	1	0.000000
743	1	1	0.000000
744	1	1	0.000000
745	1	1	0.000000
746	1	0	0.000000
747	1	1	0.000000
748	2	1	0.000000
749	2	4	0.000000
750	2	2	0.000000
751	2	2	0.000000
752	2	2	0.000000
753	2	2	0.000000
754	2	2	0.000000
755	2	0	0.000000
756	2	2	0.000000
757	2	3	0.000000
758	2	2	0.000000
759	2	2	0.000000
760	2	5	0.000000
761	2	2	0.000000
762	2	2	0.000000
763	2	2	0.000000
764	2	2	0.000000
765	2	2	0.000000
766	2	2	0.000000
767	2	2	0.000000
768	2	0	0.000000
769	2	2	0.000000
770	2	2	0.000000
771	2	2	0.000000
772	2	0	0.000000
773	2	1	0.000000
774	2	2	0.000000
775	2	2	0.000000
776	2	2	0.000000
777	2	2	0.000000
778	2	4	0.000000
779	2	2	0.000000
780	2	2	0.000000
781	2	5	0.000000
782	2	2	0.000000
783	2	2	0.000000
784	2	4	0.000000
785	2	4	0.000000
786	2	2	0.000000
787	2	2	0.000000
788	2	4	0.000000
789	2	2	0.000000
790	2	2	0.000000
791	2	2	0.000000
792	2	2	0.000000
793	2	2	0.000000
794	2	2	0.000000
795	2	2	0.000000
796	2	5	0.000000
797	2	2	0.000000
798	2	4	0.000000
799	2	2	0.000000
800	2	2	0.000000
801	2	2	0.000000
802	2	2	0.000000
803	2	2	0.000000
804	2	2	0.000000
805	2	2	0.000000
806	2	2	0.000000
807	2	2	0.000000
808	2	4	0.000000
809	2	2	0.000000
810	2	2	0.000000
811	2	2	0.000000
812	2	2	0.000000
813	2	2	0.000000
814	2	2	0.000000
815	2	2	0.000000
816	2	5	0.000000
817	2	2	0.000000
818	2	2	0.000000
819	2	2	0.000000
820	2	2	0.000000
821	2	0	0.000000
822	2	2	0.000000
823	2	2	0.000000
824	2	5	0.000000
825	2	2	0.000000
826	1	0	0.000000
827	1	1	0.000000
828	1	1	0.000000
829	1	1	0.000000
830	1	1	0.000000
831	1	1	0.000000
832	1	1	0.000000
833	1	1	0.000000
834	1	1	0.000000
835	1	1	0.000000
836	1	1	0.000000
837	1	1	0.000000
838	1	0	0.000000
839	2	2	0.000000
840	2	2	0.000000
841	2	2	0.000000
842	2	0	0.000000
843	2	2	0.000000
844	2	0	0.000000
845	2	2	0.000000
846	2	5	0.000000
847	2	2	0.000000
848	2	2	0.000000
849	2	2	0.000000
850	2	1	0.000000
851	2	2	0.000000
852	2	2	0.000000
853	2	1	0.000000
854	2	2	0.000000
855	2	2	0.000000
856	2	2	0.000000
857	2	2	0.000000
858	2	2	0.000000
859	2	2	0.000000
860	2	2	0.000000
861	2	2	0.000000
862	2	2	0.000000
863	1	1	0.000000
864	1	1	0.000000
865	1	1	0.000000
866	1	1	0.000000
867	1	3	0.000000
868	1	1	0.000000
869	1	1	0.000000
870	1	1	0.000000
871	1	1	0.000000
872	1	1	0.000000
873	1	0	0.000000
874	2	2	0.000000
875	2	2	0.000000
876	2	2	0.000000
877	2	2	0.000000
878	2	2	0.000000
879	2	2	0.000000
880	2	2	0.000000
881	2	2	0.000000
882	2	5	0.000000
883	2	3	0.000000
884	2	2	0.000000
885	2	5	0.000000
886	2	2	0.000000
887	2	2	0.000000
888	2	2	0.000000
889	2	2	0.000000
890	2	2	0.000000
891	2	2	0.000000
892	2	1	0.000000
893	2	2	0.000000
894	1	1	0.000000
895	1	1	0.000000
896	1	3	0.000000
897	1	1	0.000000
898	1	1	0.000000
899	1	1	0.000000
900	1	1	0.000000
901	1	1	0.000000
902	1	1	0.000000
903	1	1	0.000000
904	1	0	0.000000
905	1	3	0.000000
906	1	1	0.000000
907	2	2	0.000000
908	2	4	0.000000
909	2	2	0.000000
910	2	5	0.000000
911	2	4	0.000000
912	2	2	0.000000
913	2	2	0.000000
914	2	2	0.000000
915	2	2	0.000000
916	2	2	0.000000
917	2	2	0.000000
918	2	0	0.000000
919	2	2	0.000000
920	2	2	0.000000
921	2	2	0.000000
922	2	0	0.000000
923	2	2	0.000000
924	2	5	0.000000
925	2	2	0.000000
926	2	2	0.000000
927	2	2	0.000000
928	1	1	0.000000
929	1	0	0.000000
930	1	3	0.000000
931	1	0	0.000000
932	1	1	0.000000
933	1	1	0.000000
934	1	1	0.000000
935	1	1	0.000000
936	1	1	0.000000
937	1	1	0.000000
938	1	1	0.000000
939	1	1	0.000000
940	1	1	0.000000
941	2	2	0.000000
942	2	2	0.000000
943	2	2	0.000000
944	2	2	0.000000
945	2	2	0.000000
946	2	2	0.000000
947	2	2	0.000000
948	2	2	0.000000
949	2	5	0.000000
950	2	2	0.000000
951	2	2	0.000000
952	2	2	0.000000
953	2	2	0.000000
954	2	2	0.000000
955	2	2	0.000000
956	1	1	0.000000
957	1	3	0.000000
958	1	1	0.000000
959	1	1	0.000000
960	1	1	0.000000
961	1	1	0.000000
962	1	1	0.000000
963	1	1	0.000000
964	1	1	0.000000
965	1	1	0.000000
966	1	1	0.000000
967	1	1	0.000000
968	1	3	0.000000
969	2	2	0.000000
970	1	1	0.000000
971	2	1	0.000000
972	2	2	0.000000
973	2	2	0.000000
974	2	4	0.000000
975	2	5	0.000000
976	2	2	0.000000
977	2	0	0.000000
978	2	0	0.000000
979	2	0	0.000000
980	2	2	0.000000
981	2	1	0.000000
982	2	2	0.000000
983	2	2	0.000000
984	2	2	0.000000
985	2	2	0.000000
986	2	2	0.000000
987	2	2	0.000000
988	2	2	0.000000
989	2	2	0.000000
990	2	1	0.000000
991	2	2	0.000000
992	2	0	0.000000
993	2	2	0.000000
994	2	2	0.000000
995	2	5	0.000000
996	2	2	0.000000
997	2	2	0.000000
998	2	5	0.000000
999	2	2	0.000000
1000	2	1	0.000000
1001	2	2	0.000000
1002	2	2	0.000000
1003	2	2	0.000000
1004	2	2	0.000000
1005	2	5	0.000000
1006	2	2	0.000000
1007	2	2	0.000000
1008	2	2	0.000000
1009	2	2	0.000000
1010	2	2	0.000000
1011	2	2	0.000000
1012	2	2	0.000000
1013	2	2	0.000000
1014	2	2	0.000000
1015	2	2	0.000000
1016	2	2	0.000000
1017	2	2	0.000000
1018	2	1	0.000000
1019	2	2	0.000000
1020	2	5	0.000000
1021	2	2	0.000000
1022	2	2	0.000000
1023	2	2	0.000000
1024	2	2	0.000000
1025	2	2	0.000000
1026	2	1	0.000000
1027	2	2	0.000000
1028	2	2	0.000000
1029	2	0	0.000000
1030	2	2	0.000000
1031	2	2	0.000000
1032	2	2	0.000000
1033	2	2	0.000000
1034	2	2	0.000000
1035	2	2	0.000000
1036	2	2	0.000000
1037	2	5	0.000000
1038	2	4	0.000000
1039	2	2	0.000000
1040	2	2	0.000000
1041	2	2	0.000000
1042	2	2	0.000000
1043	2	1	0.000000
1044	2	2	0.000000
1045	2	2	0.000000
1046	2	5	0.000000
1047	2	2	0.000000
1048	2	2	0.000000
1049	2	2	0.000000
1050	2	2	0.000000
1051	2	2	0.000000
1052	2	2	0.000000
1053	2	2	0.000000
1054	2	2	0.000000
1055	2	5	0.000000
1056	2	2	0.000000
1057	2	4	0.000000
1058	2	2	0.000000
1059	2	2	0.000000
1060	2	2	0.000000
1061	2	5	0.000000
1062	2	4	0.000000
1063	2	2	0.000000
1064	2	4	0.000000
1065	2	5	0.000000
1066	2	2	0.000000
1067	1	1	0.000000
1068	1	3	0.000000
1069	1	1	0.000000
1070	1	0	0.000000
1071	1	0	0.000000
1072	1	1	0.000000
1073	1	1	0.000000
1074	1	1	0.000000
1075	2	2	0.000000
1076	2	2	0.000000
1077	2	1	0.000000
1078	2	5	0.000000
1079	2	4	0.000000
1080	2	2	0.000000
1081	2	2	0.000000
1082	2	2	0.000000
1083	2	2	0.000000
1084	2	2	0.000000
1085	1	1	0.000000
1086	2	2	0.000000
1087	1	1	0.000000
1088	1	3	0.000000
1089	1	1	0.000000
1090	1	1	0.000000
1091	1	1	0.000000
1092	1	1	0.000000
1093	2	2	0.000000
1094	2	2	0.000000
1095	2	2	0.000000
1096	2	1	0.000000
1097	2	2	0.000000
1098	2	2	0.000000
1099	2	2	0.000000
1100	2	2	0.000000
1101	2	2	0.000000
1102	2	2	0.000000
1103	2	2	0.000000
1104	2	3	0.000000
1105	2	2	0.000000
1106	2	2	0.000000
1107	2	2	0.000000
1108	1	0	0.000000
1109	1	1	0.000000
1110	2	2	0.000000
1111	2	2	0.000000
1112	2	2	0.000000
1113	2	2	0.000000
1114	2	2	0.000000
1115	2	4	0.000000
1116	2	2	0.000000
1117	2	3	0.000000
1118	2	2	0.000000
1119	1	1	0.000000
1120	1	1	0.000000
1121	1	1	0.000000
1122	1	1	0.000000
1123	1	1	0.000000
1124	1	3	0.000000
1125	1	1	0.000000
1126	1	1	0.000000
1127	1	1	0.000000
1128	2	2	0.000000
1129	2	2	0.000000
1130	2	2	0.000000
1131	2	2	0.000000
1132	2	3	0.000000
1133	2	2	0.000000
1134	2	1	0.000000
1135	2	5	0.000000
1136	2	0	0.000000
1137	2	2	0.000000
1138	2	5	0.000000
1139	2	2	0.000000
1140	2	2	0.000000
1141	2	2	0.000000
1142	2	2	0.000000
1143	2	2	0.000000
1144	2	1	0.000000
1145	2	2	0.000000
1146	2	2	0.000000
1147	2	0	0.000000
1148	2	2	0.000000
1149	2	2	0.000000
1150	2	2	0.000000
1151	2	2	0.000000
1152	2	1	0.000000
1153	2	0	0.000000
1154	2	0	0.000000
1155	2	2	0.000000
1156	1	1	0.000000
1157	2	2	0.000000
1158	1	1	0.000000
1159	2	2	0.000000
1160	2	2	0.000000
1161	1	1	0.000000
1162	2	2	0.000000
1163	1	0	0.000000
1164	2	2	0.000000
1165	2	2	0.000000
1166	2	2	0.000000
1167	2	2	0.000000
1168	2	2	0.000000
1169	2	4	0.000000
1170	2	2	0.000000
1171	2	2	0.000000
1172	2	3	0.000000
1173	1	1	0.000000
1174	1	3	0.000000
1175	1	1	0.000000
1176	1	1	0.000000
