episodeIndex	14
epsilon	0.500000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	15	0.000000	15	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	3.000000	1	3.000000	-nan	15	73.000000	17	4.866667	185.552381	1.133333	0.123810	4.294118	-2.015385	13.223717	-3.991540	17.773660
1	1	1.000000	1	1.000000	-nan	5	111.000000	7	22.200000	765.200000	1.400000	0.800000	15.857143	-4.838414	195.379815	-10.722034	-179.234925
2	0	6.000000	2	3.000000	2.000000	15	380.000000	35	25.333333	2035.238095	2.333333	2.238095	10.857143	0.110773	33.435919	-2.681950	50.705890
2	1	6.000000	1	6.000000	-nan	5	170.000000	9	34.000000	614.000000	1.800000	0.700000	18.888889	1.138764	85.091336	-4.831629	1099.798466
3	0	20.000000	2	10.000000	50.000000	14	506.000000	40	36.142857	2734.901099	2.857143	5.516484	12.650000	1.411707	44.194808	-1.255057	80.975913
3	1	7.000000	1	7.000000	-nan	6	419.000000	13	69.833333	13052.966667	2.166667	3.366667	32.230769	-12.234004	786.900176	-22.794255	-302.096620
4	0	56.000000	4	14.000000	18.666667	14	988.000000	45	70.571429	19860.571429	3.214286	13.104396	21.955556	-2.035612	135.159217	-6.997392	613.521647
4	1	0.000000	0	-nan	-nan	6	260.000000	11	43.333333	2799.466667	1.833333	1.366667	23.636364	-3.984188	163.000306	-11.646065	-1432.500682
5	0	68.000000	4	17.000000	98.666667	14	1098.000000	46	78.428571	18490.109890	3.285714	10.373626	23.869565	-0.016131	110.050580	-5.280574	271.236567
5	1	32.000000	2	16.000000	18.000000	11	525.000000	21	47.727273	7798.818182	1.909091	3.290909	25.000000	-3.708924	155.069300	-10.064334	752.356141
6	0	126.000000	6	21.000000	76.400000	15	1588.000000	59	105.866667	34617.409524	3.933333	11.352381	26.915254	0.488242	101.042755	-5.693713	185.228015
6	1	52.000000	2	26.000000	32.000000	9	394.000000	17	43.777778	644.444444	1.888889	0.611111	23.176471	9.745600	49.139313	5.567610	71.136168
7	0	96.000000	4	24.000000	6.666667	14	1591.000000	59	113.642857	21694.093407	4.214286	6.796703	26.966102	5.000501	73.342046	-0.781613	109.773765
7	1	62.000000	2	31.000000	8.000000	8	686.000000	18	85.750000	9093.642857	2.250000	2.785714	38.111111	1.653214	193.617071	-7.470459	1101.473494
8	0	60.000000	2	30.000000	32.000000	14	1394.000000	43	99.571429	19280.109890	3.071429	4.994505	32.418605	4.447759	100.918329	-2.507706	166.129933
8	1	0.000000	0	-nan	-nan	5	272.000000	9	54.400000	2150.800000	1.800000	1.200000	30.222222	-1.007634	254.610869	-10.131904	-329.041125
9	0	35.000000	1	35.000000	-nan	15	680.000000	22	45.333333	1710.666667	1.466667	0.552381	30.909091	11.941334	64.675329	6.645572	86.131860
