episodeIndex	11
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1975.945900	1174	1.683089	56.023726	25303.587769	13540	1.868803	66.231482	1.714867	2.022739	1.651584	2.086021
1	1	110.213199	82	1.344063	28.871225	1533.280508	887	1.728614	65.390035	1.131013	2.326215	0.885340	2.571887
2	0	42.538546	39	1.090732	25.339197	1035.564951	499	2.075280	72.771521	1.234761	2.915799	0.889225	3.261336
2	1	103.281567	45	2.295146	129.285511	817.486392	559	1.462409	48.695326	0.812795	2.112022	0.545740	2.379077
2	2	1916.581082	1068	1.794552	70.309193	21065.069833	11848	1.777943	65.987214	1.613686	1.942200	1.546160	2.009726
3	0	0.000000	26	0.000000	0.000000	36.940487	327	0.112968	0.535330	0.023914	0.202022	-0.012696	0.238632
3	1	34.226544	509	0.067243	0.324953	529.022689	7180	0.073680	0.367644	0.057930	0.089430	0.051456	0.095904
3	2	0.001718	21	0.000082	0.000000	9.933098	319	0.031138	0.155641	-0.017478	0.079755	-0.037464	0.099741
4	0	46.711013	708	0.065976	0.276672	578.742654	8947	0.064686	0.274902	0.052485	0.076886	0.047470	0.081901
4	1	0.004152	58	0.000072	0.000000	44.152858	603	0.073222	0.325374	0.022095	0.124349	0.001077	0.145367
5	0	199.153857	1655	0.120335	0.249555	2417.977627	20289	0.119177	0.240533	0.111598	0.126755	0.108483	0.129871
5	1	12.274162	117	0.104907	0.215506	151.648614	1385	0.109494	0.210291	0.082373	0.136614	0.071223	0.147764
6	0	32.954364	133	0.247777	0.059398	293.261602	1668	0.175816	0.039310	0.165131	0.186501	0.160739	0.190894
6	1	2.337897	10	0.233790	0.032166	18.658918	100	0.186589	0.034353	0.145795	0.227383	0.129025	0.244154
