episodeIndex	37
epsilon	0.500000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	38	0.000000	38	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	35	141.000000	49	4.028571	85.263866	1.400000	0.776471	2.877551	0.503105	6.561991	-0.127281	8.340297
1	1	0.000000	0	-nan	-nan	9	146.000000	14	16.222222	296.194444	1.555556	0.527778	10.428571	1.415915	29.535962	-1.278177	47.739900
2	0	2.000000	1	2.000000	-nan	36	468.000000	75	13.000000	611.771429	2.083333	2.707143	6.240000	1.754223	13.997354	0.625934	18.129603
2	1	0.000000	0	-nan	-nan	12	360.000000	25	30.000000	1098.181818	2.083333	1.174242	14.400000	3.226958	36.603287	0.094520	53.707372
3	0	3.000000	1	3.000000	-nan	38	845.000000	91	22.236842	996.347795	2.394737	2.839972	9.285714	4.022747	17.716027	2.656154	21.871892
3	1	5.000000	1	5.000000	-nan	13	389.000000	25	29.923077	1566.576923	1.923077	1.576923	15.560000	2.239109	46.246004	-1.207996	73.850299
4	0	10.000000	2	5.000000	2.000000	38	842.000000	76	22.157895	912.947368	2.000000	1.675676	11.078947	5.040835	20.380443	3.442613	24.806197
4	1	0.000000	0	-nan	-nan	15	516.000000	32	34.400000	3064.685714	2.133333	2.123810	16.125000	1.272922	49.051929	-2.505135	75.947535
5	0	7.000000	1	7.000000	-nan	37	1246.000000	84	33.675676	2833.114114	2.270270	2.702703	14.833333	5.651748	29.859674	3.287201	37.434636
5	1	0.000000	0	-nan	-nan	14	288.000000	18	20.571429	557.494505	1.285714	0.373626	16.000000	4.234400	36.668742	0.879053	49.872905
6	0	8.000000	1	8.000000	-nan	37	1572.000000	90	42.486486	3361.423423	2.432432	3.696697	17.466667	7.534029	34.508184	5.032083	43.492815
6	1	0.000000	0	-nan	-nan	16	706.000000	30	44.125000	2567.183333	1.875000	1.983333	23.533333	6.523206	63.245556	2.334597	97.250955
7	0	37.000000	3	12.333333	9.333333	37	2163.000000	101	58.459459	5770.921922	2.729730	4.702703	21.415842	9.595474	41.754281	6.621946	52.506795
7	1	0.000000	0	-nan	-nan	18	709.000000	33	39.388889	567.075163	1.833333	0.617647	21.484848	12.385284	35.515126	9.755094	42.929198
8	0	78.000000	5	15.600000	14.800000	36	2370.000000	106	65.833333	3199.400000	2.944444	3.768254	22.358491	12.966349	37.143819	10.496275	44.353960
8	1	12.000000	1	12.000000	-nan	26	984.000000	45	37.846154	431.975385	1.730769	0.444615	21.866667	14.724964	31.640606	12.639999	36.016591
9	0	68.000000	4	17.000000	18.666667	38	2408.000000	102	63.368421	2643.211949	2.684211	2.708393	23.607843	14.408550	37.450695	11.944776	43.901621
