episodeIndex	898
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	899	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	2476.000000	1176	2.105442	7.165043	1.948662	2.262222	1.896425	2.314460
1	1	0.000000	0	-nan	-nan	284.000000	66	4.303030	13.106760	3.407954	5.198107	3.109722	5.496339
2	0	12.000000	3	4.000000	4.000000	7322.000000	1654	4.426844	16.618662	4.225511	4.628177	4.158429	4.695259
2	1	0.000000	0	-nan	-nan	744.000000	115	6.469565	23.812662	5.555579	7.383551	5.251047	7.688084
3	0	24.000000	4	6.000000	6.666667	12556.000000	1864	6.736052	26.008662	6.498794	6.973309	6.419741	7.052362
3	1	0.000000	0	-nan	-nan	1246.000000	132	9.439394	33.973398	8.420411	10.458377	8.080894	10.797894
4	0	64.000000	5	12.800000	17.200000	17716.000000	1932	9.169772	36.207310	8.894806	9.444738	8.803190	9.536355
4	1	0.000000	0	-nan	-nan	1422.000000	134	10.611940	33.818202	9.602902	11.620978	9.266700	11.957181
5	0	75.000000	5	15.000000	10.000000	21282.000000	1888	11.272246	44.074227	10.965361	11.579131	10.863109	11.681382
5	1	0.000000	0	-nan	-nan	1758.000000	136	12.926471	43.224183	11.794126	14.058815	11.416839	14.436102
6	0	56.000000	3	18.666667	17.333333	25214.000000	1864	13.526824	52.523166	13.189663	13.863985	13.077324	13.976324
6	1	0.000000	0	-nan	-nan	1838.000000	123	14.943089	50.381981	13.657597	16.228582	13.229282	16.656897
7	0	71.000000	3	23.666667	9.333333	29628.000000	1898	15.610116	57.130989	15.261640	15.958591	15.145531	16.074700
7	1	0.000000	0	-nan	-nan	2070.000000	112	18.482143	75.729408	16.830531	20.133754	16.280229	20.684056
8	0	78.000000	3	26.000000	4.000000	33462.000000	1908	17.537736	61.552325	17.176976	17.898495	17.056775	18.018697
8	1	0.000000	0	-nan	-nan	2418.000000	124	19.500000	65.406504	18.041239	20.958761	17.555192	21.444808
9	0	54.000000	2	27.000000	8.000000	27589.000000	1481	18.628629	62.356585	18.216486	19.040773	18.079164	19.178095
