episodeIndex	568
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1658.000000	770	2.153247	7.084417	1.960587	2.345907	1.896394	2.410099
1	1	0.000000	0	-nan	-nan	153.000000	37	4.135135	8.120120	3.194189	5.076082	2.880674	5.389597
2	0	2.000000	1	2.000000	-nan	4762.000000	1069	4.454630	16.987874	4.201430	4.707831	4.117065	4.792196
2	1	0.000000	0	-nan	-nan	384.000000	69	5.565217	9.043478	4.838061	6.292374	4.595779	6.534656
3	0	3.000000	1	3.000000	-nan	7589.000000	1139	6.662862	26.930175	6.354016	6.971708	6.251111	7.074613
3	1	0.000000	0	-nan	-nan	692.000000	86	8.046512	25.291929	6.957265	9.135759	6.594337	9.498686
4	0	4.000000	1	4.000000	-nan	10288.000000	1146	8.977312	35.648393	8.623060	9.331564	8.505027	9.449598
4	1	0.000000	0	-nan	-nan	652.000000	69	9.449275	35.515772	8.008253	10.890298	7.528117	11.370433
5	0	5.000000	1	5.000000	-nan	13436.000000	1178	11.405772	47.390009	11.002911	11.808634	10.868682	11.942863
5	1	0.000000	0	-nan	-nan	1098.000000	82	13.390244	53.672990	11.765236	15.015252	11.223797	15.556690
6	0	6.000000	1	6.000000	-nan	16602.000000	1233	13.464720	52.226230	13.051342	13.878098	12.913608	14.015832
6	1	0.000000	0	-nan	-nan	1402.000000	78	17.974359	71.116217	16.056478	19.892240	15.417457	20.531261
7	0	16.000000	2	8.000000	2.000000	18316.000000	1204	15.212625	52.224080	14.794306	15.630943	14.654926	15.770323
7	1	0.000000	0	-nan	-nan	1095.000000	69	15.869565	32.879795	14.483050	17.256080	14.021076	17.718055
8	0	18.000000	2	9.000000	2.000000	19700.000000	1167	16.880891	53.514960	16.450774	17.311008	16.307463	17.454320
8	1	0.000000	0	-nan	-nan	1402.000000	84	16.690476	30.216294	15.485813	17.895139	15.084430	18.296522
9	0	11.000000	1	11.000000	-nan	16639.000000	919	18.105550	54.323270	17.617212	18.593887	17.454503	18.756596
