episodeIndex	428
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1194.000000	568	2.102113	6.635057	1.885026	2.319199	1.812695	2.391530
1	1	0.000000	0	-nan	-nan	117.000000	25	4.680000	21.560000	2.814742	6.545258	2.193254	7.166746
2	0	2.000000	1	2.000000	-nan	3488.000000	783	4.454662	18.411944	4.146660	4.762664	4.044036	4.865287
2	1	0.000000	0	-nan	-nan	342.000000	49	6.979592	31.353741	5.372905	8.586279	4.837571	9.121612
3	0	3.000000	1	3.000000	-nan	6152.000000	890	6.912360	31.195910	6.536316	7.288403	6.411021	7.413698
3	1	0.000000	0	-nan	-nan	619.000000	63	9.825397	30.791603	8.421192	11.229602	7.953323	11.697470
4	0	18.000000	3	6.000000	4.000000	9006.000000	956	9.420502	42.809380	8.995467	9.845538	8.853849	9.987156
4	1	0.000000	0	-nan	-nan	730.000000	65	11.230769	44.461538	9.569576	12.891962	9.016081	13.445457
5	0	32.000000	4	8.000000	6.666667	10825.000000	933	11.602358	53.091711	11.123224	12.081492	10.963581	12.241135
5	1	0.000000	0	-nan	-nan	923.000000	65	14.200000	58.350000	12.296958	16.103042	11.662881	16.737119
6	0	22.000000	2	11.000000	2.000000	12328.000000	894	13.789709	58.786635	13.274652	14.304766	13.103040	14.476378
6	1	0.000000	0	-nan	-nan	990.000000	66	15.000000	51.600000	13.224022	16.775978	12.632282	17.367718
7	0	13.000000	1	13.000000	-nan	14355.000000	909	15.792079	58.526105	15.282423	16.301736	15.112610	16.471549
7	1	0.000000	0	-nan	-nan	1178.000000	60	19.633333	89.287006	17.183125	22.083542	16.366737	22.899930
8	0	14.000000	1	14.000000	-nan	16310.000000	918	17.766885	62.074278	17.244586	18.289183	17.070560	18.463209
8	1	0.000000	0	-nan	-nan	1328.000000	63	21.079365	73.654890	18.907589	23.251141	18.183972	23.974758
9	0	15.000000	1	15.000000	-nan	13382.000000	710	18.847887	64.687689	18.241617	19.454158	18.039613	19.656161
