episodeIndex	12
epsilon	0.125000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	13	0.000000	13	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	703.114026	249	2.823751	3.397131	13	9068.228717	3321	697.556055	6262.600547	255.461538	307.602564	2.730572	2.442059	3.044060	2.332472	3.177841
1	1	32.300925	10	3.230092	9.767970	13	321.692359	116	24.745566	164.104300	8.923077	16.910256	2.773210	1.490557	5.046022	1.119782	6.544614
1	2	31.839294	9	3.537699	9.062353	13	382.230215	129	29.402324	166.960442	9.923077	9.576923	2.963025	1.831065	4.620717	1.471182	5.526232
1	3	23.846961	8	2.980870	2.662125	13	361.892269	128	27.837867	35.767660	9.846154	7.641026	2.827283	2.103389	3.846980	1.868339	4.384722
2	0	392.362998	81	4.843988	9.625208	13	4613.764541	911	354.904965	1837.384435	70.076923	66.910256	5.064506	4.385527	5.846541	4.137184	6.195357
2	1	13022.472087	3094	4.208944	7.611581	13	172967.572500	40609	13305.197885	28061.001357	3123.769231	1838.692308	4.259341	4.192161	4.327645	4.165469	4.355421
2	2	302.102603	76	3.975034	6.359215	13	3611.071542	913	277.774734	1715.537699	70.230769	75.692308	3.955171	3.348145	4.660435	3.127337	4.977138
2	3	344.727683	70	4.924681	9.901420	13	4469.850257	898	343.834635	1485.102660	69.076923	76.243590	4.977562	4.311123	5.754235	4.069172	6.103841
2	4	328.330259	70	4.690432	10.083653	13	4112.244000	915	316.326462	1675.562399	70.384615	53.089744	4.494256	3.898912	5.169056	3.678920	5.466350
2	5	221.838290	69	3.215048	4.651213	13	3575.108221	932	275.008325	910.920477	71.692308	53.897436	3.835953	3.372838	4.360165	3.201558	4.590876
3	0	535.409452	53	10.102065	21.282836	13	5954.734112	555	458.056470	8812.619553	42.692308	80.230769	10.729251	8.342739	13.808775	7.528295	15.314084
3	1	13693.726361	1296	10.566147	18.813318	13	177151.923933	16976	13627.071072	248905.509935	1305.846154	1292.974359	10.435434	10.037537	10.846797	9.881256	11.016084
3	2	576.246947	55	10.477217	20.640339	13	5852.201636	558	450.169357	6432.761604	42.923077	52.910256	10.487817	8.489296	12.942360	7.786877	14.094289
3	3	407.626525	36	11.322959	22.828567	13	5823.793949	591	447.984150	1898.895717	45.461538	22.935897	9.854135	8.719804	11.142707	8.301239	11.711372
4	0	93.085039	6	15.514173	0.139048	13	1682.222298	110	129.401715	1430.237989	8.461538	6.435897	15.292930	10.660605	21.975202	9.175863	25.575451
4	1	3311.346031	215	15.401609	0.543094	13	42522.866324	2777	3270.989717	148391.451229	213.615385	637.923077	15.312519	13.274340	17.664365	12.529723	18.714864
4	2	94.130559	6	15.688427	0.074063	13	1432.453104	93	110.188700	1253.714172	7.153846	5.474359	15.402722	10.363530	22.924458	8.777569	27.106372
4	3	219.553471	14	15.682391	0.147261	13	1418.691954	92	109.130150	2542.751607	7.076923	10.576923	15.420565	8.698993	27.310697	6.754454	35.136402
5	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
