episodeIndex	4
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.837947	362	0.002315	0.000319	3.517215	1803	0.001951	0.000261	0.000894	0.003008	0.000198	0.003704
1	1	0.144814	24	0.006034	0.000874	0.144840	97	0.001493	0.000216	-0.002652	0.005638	-0.005380	0.008367
1	2	0.000000	10	0.000000	0.000000	0.118278	76	0.001556	0.000184	-0.002765	0.005877	-0.005609	0.008722
2	0	262.871720	126	2.086283	74.432736	881.451900	644	1.368714	49.802988	0.596614	2.140815	0.088363	2.649065
2	1	3455.215475	2734	1.263795	42.430925	18757.098158	13514	1.387975	47.424275	1.223501	1.552449	1.115233	1.660718
2	2	264.831650	130	2.037167	83.234892	887.002803	613	1.446987	52.100958	0.637552	2.256421	0.104726	2.789247
3	0	0.001792	29	0.000062	0.000000	61.711434	136	0.453761	10.130329	-0.303999	1.211520	-0.802809	1.710330
3	1	2.581624	40	0.064541	0.037890	16.580234	158	0.104938	0.503953	-0.051865	0.261742	-0.155084	0.364961
3	2	381.810136	743	0.513876	12.414879	1245.685659	3663	0.340073	5.699112	0.230557	0.449588	0.158467	0.521678
4	0	0.304133	36	0.008448	0.001857	1.210935	136	0.008904	0.002100	-0.002006	0.019814	-0.009188	0.026996
4	1	0.032588	23	0.001417	0.000007	1.567546	145	0.010811	0.002264	-0.000161	0.021783	-0.007384	0.029005
4	2	3.830319	588	0.006514	0.001425	34.889806	2759	0.012646	0.002890	0.009804	0.015487	0.007934	0.017358
5	0	0.133136	24	0.005547	0.000203	0.785896	165	0.004763	0.000168	0.001964	0.007562	0.000121	0.009405
5	1	0.105896	28	0.003782	0.000117	0.525478	132	0.003981	0.000130	0.001222	0.006740	-0.000594	0.008556
5	2	4.481829	671	0.006679	0.000277	18.716877	3456	0.005416	0.000205	0.004740	0.006092	0.004295	0.006537
6	0	0.000000	0	-nan	-nan	0.000000	3	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
6	1	0.000000	0	-nan	-nan	0.000000	6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	2	0.096942	7	0.013849	0.000559	0.096942	101	0.000960	0.000046	-0.000915	0.002835	-0.002149	0.004069
