episodeIndex	9
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	153.632168	11	13.966561	373.150716	6718.722846	137	49.041773	10450.723034	29.284107	68.799438	20.657725	77.425820
1	1	224.696825	15	14.979788	552.532397	7071.803982	108	65.479666	16740.480265	37.315635	93.643698	25.018954	105.940379
1	2	4713.531001	277	17.016357	489.099104	149793.772139	2558	58.558941	14049.454957	53.257399	63.860483	50.942696	66.175187
2	0	126.198442	2	63.099221	7962.600107	2893.702360	70	41.338605	15239.319185	7.960898	74.716313	-6.612123	89.289333
2	1	319.137425	6	53.189571	6629.874061	1831.503464	68	26.933874	7979.911960	2.428162	51.439587	-8.271263	62.139011
2	2	16227.856510	129	125.797337	33101.042985	48877.889928	1521	32.135365	10299.034503	26.248875	38.021855	23.678778	40.591951
3	0	745.573443	3	248.524481	48438.987271	1235.952527	65	19.014654	7552.654281	-5.369959	43.399267	-16.016510	54.045818
3	1	442.995578	2	221.497789	3706.294374	487.409688	50	9.748194	1996.152025	-4.545173	24.041561	-10.785792	30.282179
3	2	15340.230796	58	264.486738	10399.133344	37404.608506	1528	24.479456	9224.555418	18.921261	30.037651	16.494501	32.464411
4	0	10.950932	10	1.095093	0.571172	29657.604036	1559	19.023479	4282.522299	15.274185	22.772773	13.637208	24.409750
4	1	0.002192	1	0.002192	-nan	518.656565	55	9.430119	859.712803	0.486401	18.373837	-3.418510	22.278749
4	2	1.634433	1	1.634433	-nan	1248.101835	74	16.866241	3030.935318	2.388686	31.343796	-3.932350	37.664832
5	0	2.317357	12	0.193113	0.127269	3999.405102	185	21.618406	6321.903826	8.394467	34.842344	2.620772	40.616040
5	1	65.989266	352	0.187470	0.107104	72459.849315	3683	19.674138	5563.280616	16.893865	22.454410	15.679972	23.668303
5	2	0.926386	10	0.092639	0.016825	3255.955570	168	19.380688	5455.330342	6.489925	32.271451	0.861696	37.899679
6	0	1.081047	2	0.540524	0.004362	4.072818	7	0.581831	0.385797	0.050759	1.112903	-0.181112	1.344774
6	1	22.742547	35	0.649787	0.042863	88.260318	173	0.510175	0.144542	0.444787	0.575563	0.416238	0.604112
6	2	0.486106	1	0.486106	-nan	2.269983	8	0.283748	0.073071	0.067550	0.499946	-0.026844	0.594340
