episodeIndex	3
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	97.667436	130	0.751288	22.831625	97.667436	130	0.751288	22.831625	-0.582411	2.084987	-1.696519	3.199095
1	1	158.328963	134	1.181559	41.434796	158.328963	134	1.181559	41.434796	-0.588106	2.951225	-2.066400	4.429519
1	2	1860.200858	3107	0.598713	18.181861	1860.200858	3107	0.598713	18.181861	0.355263	0.842163	0.151897	1.045529
2	0	1746.771022	1404	1.244139	37.992554	1831.392481	1531	1.196207	34.991008	0.715089	1.677325	0.313186	2.079228
2	1	69.725160	45	1.549448	50.496581	75.629875	54	1.400553	42.270480	-1.415123	4.216230	-3.767205	6.568311
2	2	67.434562	55	1.226083	33.330067	69.513358	63	1.103387	29.188831	-1.062816	3.269589	-2.872358	5.079132
3	0	0.000000	1	0.000000	-nan	44.258814	61	0.725554	3.045842	0.014423	1.436686	-0.579622	2.030731
3	1	0.000000	13	0.000000	0.000000	989.659915	1535	0.644730	2.094836	0.527164	0.762296	0.428955	0.860505
3	2	0.000000	1	0.000000	-nan	89.007857	67	1.328475	4.605999	0.494054	2.162897	-0.202982	2.859933
4	0	0.000000	2	0.000000	0.000000	15.686755	19	0.825619	3.255405	-0.491688	2.142925	-1.592102	3.243340
4	1	0.000000	0	-nan	-nan	14.189166	18	0.788287	2.057989	-0.287797	1.864371	-1.186707	2.763281
4	2	0.000000	23	0.000000	0.000000	310.165139	347	0.893848	3.588708	0.570205	1.217490	0.299850	1.487845
5	0	0.000000	158	0.000000	0.000000	95570.828520	588	162.535423	28442.397518	140.401648	184.669197	121.912153	203.158693
5	1	0.000000	4	0.000000	0.000000	3691.528341	24	153.813681	24587.924710	51.950705	255.676657	-33.140747	340.768109
5	2	0.000000	4	0.000000	0.000000	2829.859598	20	141.492980	28128.638634	22.143535	260.842424	-77.555276	360.541236
6	0	0.000000	27	0.000000	0.000000	10650.822727	351	30.344224	486.031395	26.599329	34.089119	23.471023	37.217425
6	1	0.000000	1	0.000000	-nan	553.372642	22	25.153302	282.208020	13.755152	36.551452	4.233683	46.072921
6	2	0.000000	0	-nan	-nan	347.996318	11	31.636029	406.195978	12.297096	50.974962	-3.857723	67.129781
