2	0	2.000000	1	2.000000	-nan	1	2.000000	1	2.000000	-nan	1.000000	-nan	2.000000	-nan	-nan	-nan	-nan
2	0	8.000000	2	4.000000	8.000000	2	10.000000	3	5.000000	18.000000	1.500000	0.500000	3.333333	-4.217265	-8.884754	-5.579937	-6.461614
2	0	2.000000	1	2.000000	-nan	3	12.000000	4	4.000000	12.000000	1.333333	0.333333	3.000000	-1.664037	-124.948102	-3.414693	-12.076110
2	0	2.000000	1	2.000000	-nan	4	14.000000	5	3.500000	9.000000	1.250000	0.250000	2.800000	-0.622635	18.208359	-1.941300	-58.324330
2	0	2.000000	1	2.000000	-nan	5	16.000000	6	3.200000	7.200000	1.200000	0.200000	2.666667	-0.075050	10.131259	-1.096234	31.251819
2	0	6.000000	2	3.000000	2.000000	6	22.000000	8	3.666667	7.066667	1.333333	0.266667	2.750000	0.467631	8.158131	-0.324833	16.641532
2	0	2.000000	1	2.000000	-nan	7	24.000000	9	3.428571	6.285714	1.285714	0.238095	2.666667	0.638955	6.887628	-0.042963	11.531893
2	0	2.000000	1	2.000000	-nan	8	26.000000	10	3.250000	5.642857	1.250000	0.214286	2.600000	0.772178	6.067158	0.170590	9.138345
2	0	12.000000	3	4.000000	4.000000	9	38.000000	13	4.222222	13.444444	1.444444	0.527778	2.923077	0.700881	7.946402	0.053697	13.171776
2	0	2.000000	1	2.000000	-nan	10	40.000000	14	4.000000	12.444444	1.400000	0.488889	2.857143	0.777009	7.249844	0.176844	11.190139
2	0	2.000000	1	2.000000	-nan	11	42.000000	15	3.818182	11.563636	1.363636	0.454545	2.800000	0.844268	6.701081	0.283247	9.824486
2	0	2.000000	1	2.000000	-nan	12	44.000000	16	3.666667	10.787879	1.333333	0.424242	2.750000	0.904203	6.257292	0.376515	8.822748
2	0	6.000000	2	3.000000	2.000000	13	50.000000	18	3.846154	10.307692	1.384615	0.423077	2.777778	1.072205	5.835550	0.581840	7.876999
2	0	2.000000	1	2.000000	-nan	14	52.000000	19	3.714286	9.758242	1.357143	0.401099	2.736842	1.109027	5.565383	0.642423	7.351983
2	0	2.000000	1	2.000000	-nan	15	54.000000	20	3.600000	9.257143	1.333333	0.380952	2.700000	1.143245	5.330047	0.697801	6.913888
2	0	2.000000	1	2.000000	-nan	16	56.000000	21	3.500000	8.800000	1.312500	0.362500	2.666667	1.175071	5.123381	0.748650	6.542688
2	0	6.000000	2	3.000000	2.000000	17	62.000000	23	3.647059	8.617647	1.352941	0.367647	2.695652	1.284154	4.952404	0.879405	6.201557
2	0	2.000000	1	2.000000	-nan	18	64.000000	24	3.555556	8.261438	1.333333	0.352941	2.666667	1.305413	4.802869	0.915429	5.950434
2	0	2.000000	1	2.000000	-nan	19	66.000000	25	3.473684	7.929825	1.315789	0.339181	2.640000	1.325667	4.667201	0.949269	5.727284
2	0	2.000000	1	2.000000	-nan	20	68.000000	26	3.400000	7.621053	1.300000	0.326316	2.615385	1.344938	4.543657	0.981100	5.527757
2	0	6.000000	2	3.000000	2.000000	21	74.000000	28	3.523810	7.561905	1.333333	0.333333	2.642857	1.423480	4.460930	1.073636	5.366165
2	0	2.000000	1	2.000000	-nan	22	76.000000	29	3.454545	7.307359	1.318182	0.322511	2.620690	1.436971	4.363402	1.097389	5.214775
2	0	6.000000	2	3.000000	2.000000	23	82.000000	31	3.565217	7.256917	1.347826	0.328063	2.645161	1.504411	4.299563	1.176567	5.091612
2	0	2.000000	1	2.000000	-nan	24	84.000000	32	3.500000	7.043478	1.333333	0.318841	2.625000	1.513794	4.220179	1.194492	4.972317
2	0	2.000000	1	2.000000	-nan	25	86.000000	33	3.440000	6.840000	1.320000	0.310000	2.606061	1.523036	4.145723	1.211809	4.861444
2	0	2.000000	1	2.000000	-nan	26	88.000000	34	3.384615	6.646154	1.307692	0.301538	2.588235	1.532102	4.075803	1.228523	4.758196
2	0	24.000000	4	6.000000	13.333333	27	112.000000	38	4.148148	22.131054	1.407407	0.558405	2.947368	1.343008	5.404871	0.903380	6.612316
2	0	2.000000	1	2.000000	-nan	28	114.000000	39	4.071429	21.476190	1.392857	0.543651	2.923077	1.354841	5.301406	0.924654	6.454168
2	0	12.000000	3	4.000000	4.000000	29	126.000000	42	4.344828	22.876847	1.448276	0.613300	3.000000	1.446302	5.358347	1.021859	6.497417
2	0	6.000000	2	3.000000	2.000000	30	132.000000	44	4.400000	22.179310	1.466667	0.602299	3.000000	1.503847	5.232976	1.093014	6.291211
2	0	2.000000	1	2.000000	-nan	31	134.000000	45	4.322581	21.625806	1.451613	0.589247	2.977778	1.509836	5.152228	1.106487	6.172145
2	0	2.000000	1	2.000000	-nan	32	136.000000	46	4.250000	21.096774	1.437500	0.576613	2.956522	1.515831	5.075079	1.119671	6.059047
2	0	2.000000	1	2.000000	-nan	33	138.000000	47	4.181818	20.590909	1.424242	0.564394	2.936170	1.521809	5.001330	1.132561	5.951533
2	0	0.000000	0	-nan	-nan	33	138.000000	47	4.181818	20.590909	1.424242	0.564394	2.936170	1.521809	5.001330	1.132561	5.951533
2	0	6.000000	2	3.000000	2.000000	34	144.000000	49	4.235294	20.064171	1.441176	0.557041	2.938776	1.570525	4.910555	1.192389	5.804871
2	0	2.000000	1	2.000000	-nan	35	146.000000	50	4.171429	19.616807	1.428571	0.546218	2.920000	1.575075	4.846263	1.203115	5.712874
2	0	2.000000	1	2.000000	-nan	36	148.000000	51	4.111111	19.187302	1.416667	0.535714	2.901961	1.579641	4.784527	1.213641	5.624917
2	0	2.000000	1	2.000000	-nan	37	150.000000	52	4.054054	18.774775	1.405405	0.525526	2.884615	1.584208	4.725219	1.223966	5.540769
2	0	12.000000	3	4.000000	4.000000	38	162.000000	55	4.263158	19.928876	1.447368	0.578236	2.945455	1.647205	4.785682	1.288593	5.600129
2	0	2.000000	1	2.000000	-nan	39	164.000000	56	4.205128	19.535762	1.435897	0.568151	2.928571	1.649977	4.731541	1.296529	5.524217
2	0	2.000000	1	2.000000	-nan	40	166.000000	57	4.150000	19.156410	1.425000	0.558333	2.912281	1.652811	4.679289	1.304372	5.451195
2	0	6.000000	2	3.000000	2.000000	41	172.000000	59	4.195122	18.760976	1.439024	0.552439	2.915254	1.689723	4.618214	1.349546	5.354702
2	0	8.000000	2	4.000000	8.000000	42	180.000000	61	4.285714	18.648084	1.452381	0.546458	2.950820	1.747164	4.608270	1.412005	5.318330
2	0	2.000000	1	2.000000	-nan	43	182.000000	62	4.232558	18.325581	1.441860	0.538206	2.935484	1.748048	4.563835	1.417208	5.257776
2	0	8.000000	2	4.000000	8.000000	44	190.000000	64	4.318182	18.221987	1.454545	0.532770	2.968750	1.801638	4.556096	1.475517	5.226830
2	0	16.000000	3	5.333333	9.333333	45	206.000000	67	4.577778	20.840404	1.488889	0.573737	3.074627	1.867957	4.716705	1.531387	5.409738
2	0	6.000000	2	3.000000	2.000000	46	212.000000	69	4.608696	20.421256	1.500000	0.566667	3.072464	1.895350	4.661875	1.566099	5.327366
2	0	6.000000	2	3.000000	2.000000	47	218.000000	71	4.638298	20.018501	1.510638	0.559667	3.070423	1.921423	4.610412	1.599173	5.250368
2	0	2.000000	1	2.000000	-nan	48	220.000000	72	4.583333	19.737589	1.500000	0.553191	3.055556	1.919213	4.574153	1.600420	5.202827
2	0	2.000000	1	2.000000	-nan	49	222.000000	73	4.530612	19.462585	1.489796	0.546769	3.041096	1.917204	4.538722	1.601799	5.156416
2	0	20.000000	4	5.000000	6.666667	50	242.000000	77	4.840000	23.851429	1.540000	0.661633	3.142857	1.949020	4.758409	1.617193	5.432232
2	0	2.000000	1	2.000000	-nan	51	244.000000	78	4.784314	23.532549	1.529412	0.654118	3.128205	1.946593	4.722713	1.618039	5.385390
2	0	2.000000	1	2.000000	-nan	52	246.000000	79	4.730769	23.220211	1.519231	0.646682	3.113924	1.943858	4.688676	1.618044	5.341735
2	0	2.000000	1	2.000000	-nan	53	248.000000	80	4.679245	22.914369	1.509434	0.639332	3.100000	1.941321	4.655328	1.618215	5.298957
2	0	6.000000	2	3.000000	2.000000	54	254.000000	82	4.703704	22.514326	1.518519	0.631726	3.097561	1.962692	4.611360	1.645133	5.234621
2	0	2.000000	1	2.000000	-nan	55	256.000000	83	4.654545	22.230303	1.509091	0.624916	3.084337	1.960080	4.580338	1.645070	5.195063
2	0	6.000000	2	3.000000	2.000000	56	262.000000	85	4.678571	21.858442	1.517857	0.617857	3.082353	1.980351	4.540160	1.670577	5.136371
2	0	2.000000	1	2.000000	-nan	57	264.000000	86	4.631579	21.593985	1.508772	0.611529	3.069767	1.977677	4.511205	1.670307	5.099656
2	0	2.000000	1	2.000000	-nan	58	266.000000	87	4.586207	21.334543	1.500000	0.605263	3.057471	1.975168	4.482789	1.670175	5.063616
2	0	20.000000	4	5.000000	6.666667	59	286.000000	91	4.847458	24.993571	1.542373	0.700760	3.142857	2.010005	4.650450	1.692605	5.269990
2	0	6.000000	2	3.000000	2.000000	60	292.000000	93	4.866667	24.592090	1.550000	0.692373	3.139785	2.027886	4.611302	1.715403	5.213324
2	0	12.000000	3	4.000000	4.000000	61	304.000000	96	4.983607	25.016393	1.573770	0.715301	3.166667	2.064084	4.622888	1.753870	5.217681
2	0	2.000000	1	2.000000	-nan	62	306.000000	97	4.935484	24.749868	1.564516	0.708884	3.154639	2.060625	4.596812	1.752501	5.184975
2	0	10.000000	2	5.000000	18.000000	63	316.000000	99	5.015873	24.757808	1.571429	0.700461	3.191919	2.106720	4.615200	1.800215	5.193299
2	0	2.000000	1	2.000000	-nan	64	318.000000	100	4.968750	24.506944	1.562500	0.694444	3.180000	2.102946	4.590093	1.798441	5.162024
2	0	20.000000	3	6.666667	17.333333	65	338.000000	103	5.200000	27.600000	1.584615	0.715385	3.281553	2.167384	4.737485	1.852055	5.327121
2	0	2.000000	1	2.000000	-nan	66	340.000000	104	5.151515	27.330536	1.575758	0.709557	3.269231	2.163093	4.712282	1.849750	5.295934
2	0	2.000000	1	2.000000	-nan	67	342.000000	105	5.104478	27.064677	1.567164	0.703754	3.257143	2.158973	4.687437	1.847600	5.265171
2	0	2.000000	1	2.000000	-nan	68	344.000000	106	5.058824	26.802458	1.558824	0.697981	3.245283	2.155013	4.662948	1.845595	5.234831
2	0	4.000000	1	4.000000	-nan	69	348.000000	107	5.043478	26.424552	1.550725	0.692242	3.252336	2.169350	4.658213	1.861717	5.224602
2	0	2.000000	1	2.000000	-nan	70	350.000000	108	5.000000	26.173913	1.542857	0.686542	3.240741	2.165493	4.634281	1.859778	5.194970
2	0	2.000000	1	2.000000	-nan	71	352.000000	109	4.957746	25.926761	1.535211	0.680885	3.229358	2.161778	4.610699	1.857964	5.165760
2	0	2.000000	1	2.000000	-nan	72	354.000000	110	4.916667	25.683099	1.527778	0.675274	3.218182	2.158196	4.587462	1.856269	5.136969
2	0	2.000000	1	2.000000	-nan	73	356.000000	111	4.876712	25.442922	1.520548	0.669711	3.207207	2.154743	4.564568	1.854684	5.108594
2	0	2.000000	1	2.000000	-nan	74	358.000000	112	4.837838	25.206220	1.513514	0.664198	3.196429	2.151410	4.542012	1.853204	5.080632
2	0	12.000000	3	4.000000	4.000000	75	370.000000	115	4.933333	25.549550	1.533333	0.684685	3.217391	2.179990	4.551624	1.883766	5.085214
2	0	0.000000	0	-nan	-nan	75	370.000000	115	4.933333	25.549550	1.533333	0.684685	3.217391	2.179990	4.551624	1.883766	5.085214
2	0	2.000000	1	2.000000	-nan	76	372.000000	116	4.894737	25.322105	1.526316	0.679298	3.206897	2.176514	4.530093	1.882043	5.058638
2	0	6.000000	2	3.000000	2.000000	77	378.000000	118	4.909091	25.004785	1.532468	0.673274	3.203390	2.188300	4.502050	1.897582	5.019261
