2	0	2.000000	1	2.000000	-nan	1	2.000000	1	2.000000	-nan	1.000000	-nan	2.000000	-nan	-nan	-nan	-nan
2	0	6.000000	2	3.000000	2.000000	78	384.000000	120	4.923077	24.695305	1.538462	0.667333	3.200000	2.199748	4.475013	1.912688	4.981354
2	0	20.000000	4	5.000000	6.666667	79	404.000000	124	5.113924	27.256086	1.569620	0.735475	3.258065	2.230970	4.574516	1.937121	5.099575
2	0	12.000000	3	4.000000	4.000000	80	416.000000	127	5.200000	27.503797	1.587500	0.751741	3.275591	2.256923	4.579063	1.965211	5.098265
2	0	6.000000	2	3.000000	2.000000	81	422.000000	129	5.209877	27.167901	1.592593	0.744444	3.271318	2.266833	4.552110	1.978607	5.060867
2	0	2.000000	1	2.000000	-nan	82	424.000000	130	5.170732	26.958145	1.585366	0.739536	3.261538	2.262850	4.533416	1.976093	5.038157
2	0	2.000000	1	2.000000	-nan	83	426.000000	131	5.132530	26.750514	1.578313	0.734646	3.251908	2.258980	4.514935	1.973684	5.015695
2	0	2.000000	1	2.000000	-nan	84	428.000000	132	5.095238	26.545037	1.571429	0.729776	3.242424	2.255220	4.496667	1.971376	4.993479
2	0	20.000000	3	6.666667	17.333333	85	448.000000	135	5.270588	28.842577	1.588235	0.745098	3.318519	2.308505	4.599836	2.017857	5.106783
2	0	6.000000	2	3.000000	2.000000	86	454.000000	137	5.279070	28.509439	1.593023	0.738304	3.313869	2.317212	4.574194	2.029885	5.071592
2	0	2.000000	1	2.000000	-nan	87	456.000000	138	5.241379	28.301524	1.586207	0.733761	3.304348	2.313133	4.556437	2.027199	5.050168
2	0	2.000000	1	2.000000	-nan	88	458.000000	139	5.204545	28.095611	1.579545	0.729232	3.294964	2.309159	4.538872	2.024610	5.028965
2	0	2.000000	1	2.000000	-nan	89	460.000000	140	5.168539	27.891726	1.573034	0.724719	3.285714	2.305286	4.521499	2.022115	5.007982
2	0	38.000000	5	7.600000	14.800000	90	498.000000	145	5.533333	39.555056	1.611111	0.847066	3.434483	2.326595	4.847236	2.008713	5.408445
2	0	2.000000	1	2.000000	-nan	91	500.000000	146	5.494505	39.252747	1.604396	0.841758	3.424658	2.322765	4.828220	2.006407	5.385299
2	0	2.000000	1	2.000000	-nan	92	502.000000	147	5.456522	38.954133	1.597826	0.836479	3.414966	2.319027	4.809412	2.004183	5.362397
2	0	18.000000	2	9.000000	98.000000	93	520.000000	149	5.591398	40.222534	1.602151	0.829126	3.489933	2.383342	4.893678	2.064891	5.449036
2	0	26.000000	4	6.500000	19.666667	94	546.000000	153	5.808511	44.221002	1.627660	0.881377	3.568627	2.431671	5.014171	2.104903	5.587081
2	0	2.000000	1	2.000000	-nan	95	548.000000	154	5.768421	43.903247	1.621053	0.876148	3.558442	2.427301	4.995132	2.102017	5.564081
2	0	2.000000	1	2.000000	-nan	96	550.000000	155	5.729167	43.589035	1.614583	0.870943	3.548387	2.423025	4.976286	2.099216	5.541306
2	0	6.000000	2	3.000000	2.000000	97	556.000000	157	5.731959	43.135739	1.618557	0.863402	3.541401	2.429427	4.948280	2.108949	5.503740
2	0	6.000000	2	3.000000	2.000000	98	562.000000	159	5.734694	42.691774	1.622449	0.855986	3.534591	2.435687	4.921053	2.118472	5.467262
2	0	2.000000	1	2.000000	-nan	99	564.000000	160	5.696970	42.397032	1.616162	0.851165	3.525000	2.431504	4.903341	2.115682	5.445955
2	0	2.000000	1	2.000000	-nan	100	566.000000	161	5.660000	42.105455	1.610000	0.846364	3.515528	2.427408	4.885804	2.112970	5.424848
2	0	2.000000	1	2.000000	-nan	101	568.000000	162	5.623762	41.817030	1.603960	0.841584	3.506173	2.423396	4.868440	2.110333	5.403943
2	0	30.000000	5	6.000000	10.000000	102	598.000000	167	5.862745	47.228499	1.637255	0.946321	3.580838	2.455865	5.007301	2.132047	5.571461
2	0	6.000000	2	3.000000	2.000000	103	604.000000	169	5.864078	46.765658	1.640777	0.938321	3.573964	2.461503	4.980779	2.140797	5.536005
2	0	12.000000	3	4.000000	4.000000	104	616.000000	172	5.923077	46.673637	1.653846	0.946975	3.581395	2.480354	4.971085	2.162592	5.518730
2	0	2.000000	1	2.000000	-nan	105	618.000000	173	5.885714	46.371429	1.647619	0.941941	3.572254	2.476206	4.954450	2.159729	5.498776
2	0	6.000000	2	3.000000	2.000000	106	624.000000	175	5.886792	45.929919	1.650943	0.934142	3.565714	2.481462	4.929565	2.167938	5.465608
2	0	8.000000	2	4.000000	8.000000	107	632.000000	177	5.906542	45.538353	1.654206	0.926468	3.570621	2.496441	4.918451	2.185388	5.447178
2	0	2.000000	1	2.000000	-nan	108	634.000000	178	5.870370	45.254067	1.648148	0.921772	3.561798	2.492325	4.902641	2.182492	5.428300
2	0	6.000000	2	3.000000	2.000000	109	640.000000	180	5.871560	44.835202	1.651376	0.914373	3.555556	2.497284	4.879170	2.190275	5.397110
2	0	28.000000	3	9.333333	57.333333	110	668.000000	183	6.072727	48.875396	1.663636	0.922519	3.650273	2.562207	5.008853	2.246247	5.539780
2	0	28.000000	4	7.000000	22.666667	111	696.000000	187	6.270270	52.762654	1.684685	0.963309	3.721925	2.610042	5.111657	2.287354	5.655186
2	0	2.000000	1	2.000000	-nan	112	698.000000	188	6.232143	52.450129	1.678571	0.958816	3.712766	2.605447	5.095803	2.283952	5.636414
2	0	12.000000	3	4.000000	4.000000	113	710.000000	191	6.283186	52.276233	1.690265	0.965708	3.717277	2.621097	5.084018	2.302517	5.617541
2	0	2.000000	1	2.000000	-nan	114	712.000000	192	6.245614	51.974538	1.684211	0.961341	3.708333	2.616532	5.068682	2.299101	5.599430
2	0	34.000000	5	6.800000	17.200000	115	746.000000	197	6.486957	58.216934	1.713043	1.048513	3.786802	2.655281	5.203631	2.327233	5.758530
2	0	12.000000	3	4.000000	4.000000	116	758.000000	200	6.534483	57.972714	1.724138	1.053673	3.790000	2.669993	5.189776	2.344933	5.737200
2	0	18.000000	3	6.000000	28.000000	117	776.000000	203	6.632479	58.596522	1.735043	1.058503	3.822660	2.705505	5.216277	2.380926	5.760510
2	0	6.000000	2	3.000000	2.000000	118	782.000000	205	6.627119	58.099087	1.737288	1.050051	3.814634	2.708035	5.192159	2.386131	5.729229
2	0	6.000000	2	3.000000	2.000000	119	788.000000	207	6.621849	57.610027	1.739496	1.041732	3.806763	2.710522	5.168559	2.391250	5.698647
2	0	6.000000	2	3.000000	2.000000	120	794.000000	209	6.616667	57.129132	1.741667	1.033543	3.799043	2.712967	5.145462	2.396283	5.668742
2	0	2.000000	1	2.000000	-nan	121	796.000000	210	6.578512	56.829201	1.735537	1.029477	3.790476	2.708243	5.131378	2.392578	5.652289
2	0	0.000000	0	-nan	-nan	121	796.000000	210	6.578512	56.829201	1.735537	1.029477	3.790476	2.708243	5.131378	2.392578	5.652289
2	0	2.000000	1	2.000000	-nan	122	798.000000	211	6.540984	56.531364	1.729508	1.025403	3.781991	2.703592	5.117387	2.388943	5.635934
2	0	2.000000	1	2.000000	-nan	123	800.000000	212	6.504065	56.235639	1.723577	1.021325	3.773585	2.699012	5.103489	2.385376	5.619679
2	0	2.000000	1	2.000000	-nan	124	802.000000	213	6.467742	55.942040	1.717742	1.017244	3.765258	2.694500	5.089685	2.381874	5.603524
2	0	20.000000	4	5.000000	6.666667	125	822.000000	217	6.576000	56.955871	1.736000	1.050710	3.788018	2.718637	5.111195	2.406475	5.624684
2	0	6.000000	2	3.000000	2.000000	126	828.000000	219	6.571429	56.502857	1.738095	1.042857	3.780822	2.720908	5.089782	2.411168	5.597010
2	0	2.000000	1	2.000000	-nan	127	830.000000	220	6.535433	56.218973	1.732283	1.038870	3.772727	2.716416	5.076541	2.407633	5.581568
2	0	8.000000	2	4.000000	8.000000	128	838.000000	222	6.546875	55.793061	1.734375	1.031250	3.774775	2.726747	5.065961	2.420055	5.565384
2	0	12.000000	3	4.000000	4.000000	129	850.000000	225	6.589147	55.587694	1.744186	1.035610	3.777778	2.739208	5.055324	2.435011	5.548884
2	0	2.000000	1	2.000000	-nan	130	852.000000	226	6.553846	55.318784	1.738462	1.031843	3.769912	2.734741	5.042641	2.431452	5.534152
2	0	2.000000	1	2.000000	-nan	131	854.000000	227	6.519084	55.051556	1.732824	1.028068	3.762115	2.730337	5.030036	2.427954	5.519503
2	0	8.000000	2	4.000000	8.000000	132	862.000000	229	6.530303	54.647930	1.734848	1.020761	3.764192	2.740259	5.020256	2.439867	5.504493
2	0	2.000000	1	2.000000	-nan	133	864.000000	230	6.496241	54.388243	1.729323	1.017088	3.756522	2.735901	5.007908	2.436396	5.490161
2	0	2.000000	1	2.000000	-nan	134	866.000000	231	6.462687	54.130176	1.723881	1.013410	3.748918	2.731604	4.995635	2.432983	5.475909
2	0	12.000000	3	4.000000	4.000000	135	878.000000	234	6.503704	53.953344	1.733333	1.017910	3.752137	2.743517	4.986442	2.447204	5.461419
2	0	14.000000	3	4.666667	9.333333	136	892.000000	237	6.558824	53.966885	1.742647	1.022168	3.763713	2.761700	4.988206	2.467086	5.458900
2	0	2.000000	1	2.000000	-nan	137	894.000000	238	6.525547	53.721769	1.737226	1.018678	3.756303	2.757389	4.976452	2.463608	5.445315
2	0	2.000000	1	2.000000	-nan	138	896.000000	239	6.492754	53.478049	1.731884	1.015180	3.748954	2.753135	4.964767	2.460186	5.431801
2	0	2.000000	1	2.000000	-nan	139	898.000000	240	6.460432	53.235742	1.726619	1.011678	3.741667	2.748936	4.953151	2.456817	5.418359
2	0	2.000000	1	2.000000	-nan	140	900.000000	241	6.428571	52.994861	1.721429	1.008171	3.734440	2.744791	4.941604	2.453501	5.404990
2	0	6.000000	2	3.000000	2.000000	141	906.000000	243	6.425532	52.617629	1.723404	1.001520	3.728395	2.746651	4.924007	2.457419	5.382402
2	0	2.000000	1	2.000000	-nan	142	908.000000	244	6.394366	52.382379	1.718310	0.998102	3.721311	2.742582	4.912714	2.454161	5.369338
2	0	2.000000	1	2.000000	-nan	143	910.000000	245	6.363636	52.148528	1.713287	0.994681	3.714286	2.738564	4.901488	2.450953	5.356345
2	0	2.000000	1	2.000000	-nan	144	912.000000	246	6.333333	51.916084	1.708333	0.991259	3.707317	2.734596	4.890328	2.447794	5.343422
2	0	2.000000	1	2.000000	-nan	145	914.000000	247	6.303448	51.685057	1.703448	0.987835	3.700405	2.730678	4.879235	2.444682	5.330571
2	0	8.000000	2	4.000000	8.000000	146	922.000000	249	6.315068	51.348323	1.705479	0.981625	3.702811	2.739800	4.871696	2.455532	5.318708
2	0	6.000000	2	3.000000	2.000000	147	928.000000	251	6.312925	50.997298	1.707483	0.975492	3.697211	2.741636	4.855332	2.459315	5.297725
2	0	2.000000	1	2.000000	-nan	148	930.000000	252	6.283784	50.776062	1.702703	0.972238	3.690476	2.737773	4.844614	2.456228	5.285340
2	0	2.000000	1	2.000000	-nan	149	932.000000	253	6.255034	50.556140	1.697987	0.968982	3.683794	2.733955	4.833958	2.453185	5.273021
2	0	6.000000	2	3.000000	2.000000	150	938.000000	255	6.253333	50.217271	1.700000	0.963087	3.678431	2.735804	4.818205	2.456927	5.252823
2	0	2.000000	1	2.000000	-nan	151	940.000000	256	6.225166	50.002296	1.695364	0.959912	3.671875	2.732050	4.807773	2.453933	5.240773
2	0	2.000000	1	2.000000	-nan	152	942.000000	257	6.197368	49.788602	1.690789	0.956736	3.665370	2.728341	4.797402	2.450982	5.228788
2	0	2.000000	1	2.000000	-nan	153	944.000000	258	6.169935	49.576195	1.686275	0.953560	3.658915	2.724675	4.787091	2.448072	5.216869
2	0	6.000000	2	3.000000	2.000000	154	950.000000	260	6.168831	49.252355	1.688312	0.947967	3.653846	2.726551	4.772070	2.451777	5.197606
2	0	2.000000	1	2.000000	-nan	155	952.000000	261	6.141935	49.044659	1.683871	0.944868	3.647510	2.722944	4.761972	2.448912	5.185942
2	0	6.000000	2	3.000000	2.000000	156	958.000000	263	6.141026	48.728371	1.685897	0.939413	3.642586	2.724811	4.747349	2.452572	5.167196
2	0	2.000000	1	2.000000	-nan	157	960.000000	264	6.114650	48.525233	1.681529	0.936387	3.636364	2.721261	4.737457	2.449749	5.155778
2	0	16.000000	3	5.333333	17.333333	158	976.000000	267	6.177215	48.834637	1.689873	0.941425	3.655431	2.742976	4.752230	2.472088	5.168604
2	0	2.000000	1	2.000000	-nan	159	978.000000	268	6.150943	48.635300	1.685535	0.938460	3.649254	2.739404	4.742485	2.469226	5.157379
2	0	2.000000	1	2.000000	-nan	160	980.000000	269	6.125000	48.437107	1.681250	0.935495	3.643123	2.735871	4.732795	2.466401	5.146214
2	0	2.000000	1	2.000000	-nan	161	982.000000	270	6.099379	48.240062	1.677019	0.932531	3.637037	2.732378	4.723160	2.463614	5.135107
2	0	8.000000	2	4.000000	8.000000	162	990.000000	272	6.111111	47.962733	1.679012	0.927383	3.639706	2.740723	4.717620	2.473443	5.126057
2	0	2.000000	1	2.000000	-nan	163	992.000000	273	6.085890	47.770355	1.674847	0.924487	3.633700	2.737256	4.708147	2.470669	5.115150
2	0	20.000000	4	5.000000	6.666667	164	1012.000000	277	6.170732	48.657788	1.689024	0.951781	3.653430	2.756011	4.729646	2.489221	5.137491
2	0	6.000000	2	3.000000	2.000000	165	1018.000000	279	6.169697	48.361271	1.690909	0.946563	3.648746	2.757559	4.716146	2.492426	5.120267
2	0	2.000000	1	2.000000	-nan	166	1020.000000	280	6.144578	48.172910	1.686747	0.943702	3.642857	2.754105	4.706943	2.489637	5.109696
2	0	8.000000	2	4.000000	8.000000	167	1028.000000	282	6.155689	47.903326	1.688623	0.938605	3.645390	2.762036	4.701712	2.498983	5.101157
2	0	6.000000	2	3.000000	2.000000	168	1034.000000	284	6.154762	47.616624	1.690476	0.933561	3.640845	2.763519	4.688685	2.502074	5.084562
2	0	2.000000	1	2.000000	-nan	169	1036.000000	285	6.130178	47.435334	1.686391	0.930826	3.635088	2.760107	4.679751	2.499305	5.074322
2	0	6.000000	2	3.000000	2.000000	170	1042.000000	287	6.129412	47.154751	1.688235	0.925896	3.630662	2.761588	4.667040	2.502364	5.058133
2	0	2.000000	1	2.000000	-nan	171	1044.000000	288	6.105263	46.977090	1.684211	0.923220	3.625000	2.758226	4.658271	2.499634	5.048089
2	0	12.000000	3	4.000000	4.000000	172	1056.000000	291	6.139535	46.904393	1.691860	0.927887	3.628866	2.767582	4.654702	2.510496	5.041463
2	0	6.000000	2	3.000000	2.000000	173	1062.000000	293	6.138728	46.631805	1.693642	0.923041	3.624573	2.768989	4.642449	2.513430	5.025878
2	0	2.000000	1	2.000000	-nan	174	1064.000000	294	6.114943	46.460700	1.689655	0.920470	3.619048	2.765664	4.633965	2.510712	5.016185
2	0	2.000000	1	2.000000	-nan	175	1066.000000	295	6.091429	46.290443	1.685714	0.917898	3.613559	2.762372	4.625525	2.508026	5.006537
2	0	2.000000	1	2.000000	-nan	176	1068.000000	296	6.068182	46.121039	1.681818	0.915325	3.608108	2.759113	4.617128	2.505371	4.996935
2	0	2.000000	1	2.000000	-nan	177	1070.000000	297	6.045198	45.952491	1.677966	0.912750	3.602694	2.755886	4.608774	2.502747	4.987379
2	0	2.000000	1	2.000000	-nan	178	1072.000000	298	6.022472	45.784803	1.674157	0.910176	3.597315	2.752690	4.600463	2.500153	4.977869
2	0	2.000000	1	2.000000	-nan	179	1074.000000	299	6.000000	45.617978	1.670391	0.907602	3.591973	2.749525	4.592195	2.497588	4.968405
2	0	2.000000	1	2.000000	-nan	180	1076.000000	300	5.977778	45.452017	1.666667	0.905028	3.586667	2.746391	4.583970	2.495053	4.958987
2	0	60.000000	6	10.000000	27.200000	181	1136.000000	306	6.276243	61.323266	1.690608	1.003745	3.712418	2.775338	4.831407	2.496053	5.254102
2	0	2.000000	1	2.000000	-nan	182	1138.000000	307	6.252747	61.084937	1.686813	1.000820	3.706840	2.772213	4.822508	2.493602	5.243838
2	0	2.000000	1	2.000000	-nan	183	1140.000000	308	6.229508	60.848135	1.683060	0.997898	3.701299	2.769118	4.813655	2.491179	5.233624
