episodeIndex	174
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	435.000000	227	1.916300	4.466415	1.634558	2.198041	1.540684	2.291915
1	1	0.000000	0	-nan	-nan	53.000000	13	4.076923	8.410256	2.461384	5.692462	1.923100	6.230746
2	0	6.000000	2	3.000000	2.000000	1278.000000	307	4.162866	16.666198	3.694880	4.630853	3.538951	4.786782
2	1	0.000000	0	-nan	-nan	118.000000	23	5.130435	7.936759	3.950543	6.310327	3.557413	6.703456
3	0	8.000000	2	4.000000	2.000000	1897.000000	315	6.022222	24.467657	5.462432	6.582013	5.275915	6.768530
3	1	0.000000	0	-nan	-nan	227.000000	29	7.827586	29.862069	5.789392	9.865780	5.110284	10.544888
4	0	6.000000	1	6.000000	-nan	2700.000000	326	8.282209	31.575498	7.657107	8.907311	7.448828	9.115589
4	1	0.000000	0	-nan	-nan	206.000000	24	8.583333	36.340580	6.111752	11.054915	5.288243	11.878424
5	0	7.000000	1	7.000000	-nan	4011.000000	369	10.869919	42.309120	10.189794	11.550043	9.963183	11.776655
5	1	0.000000	0	-nan	-nan	331.000000	27	12.259259	47.737892	9.588503	14.930016	8.698630	15.819888
6	0	0.000000	0	-nan	-nan	5618.000000	422	13.312796	49.930430	12.621903	14.003690	12.391703	14.233889
6	1	18.000000	2	9.000000	2.000000	414.000000	26	15.923077	57.433846	12.937819	18.908335	11.943158	19.902996
7	0	20.000000	2	10.000000	2.000000	6162.000000	408	15.102941	53.011490	14.378940	15.826943	14.137709	16.068174
7	1	0.000000	0	-nan	-nan	360.000000	24	15.000000	28.173913	12.823781	17.176219	12.098684	17.901316
8	0	12.000000	1	12.000000	-nan	6226.000000	371	16.781671	52.630582	16.025158	17.538185	15.773094	17.790248
8	1	0.000000	0	-nan	-nan	510.000000	30	17.000000	30.827586	14.963925	19.036075	14.285523	19.714477
9	0	13.000000	1	13.000000	-nan	5298.000000	292	18.143836	49.724945	17.314977	18.972694	17.038809	19.248862
