episodeIndex	7
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	0	-nan	-nan	0.012266	4	0.003067	0.000000	0.002866	0.003267	0.002770	0.003363
1	1	0.000000	0	-nan	-nan	0.147849	68	0.002174	0.000001	0.001923	0.002425	0.001803	0.002546
2	0	1.502139	25	0.060086	0.018259	39.672006	392	0.101204	0.338969	0.031670	0.170738	-0.001702	0.204110
2	1	0.012482	3	0.004161	0.000014	0.668533	29	0.023053	0.004885	-0.007638	0.053743	-0.022367	0.068473
3	0	14.465355	259	0.055851	0.013825	468.178716	2396	0.195400	0.644931	0.156605	0.234195	0.137986	0.252814
3	1	0.700024	13	0.053848	0.012716	19.272571	142	0.135722	0.267784	0.033037	0.238408	-0.016246	0.287690
4	0	1.007107	25	0.040284	0.013308	27.649668	187	0.147859	0.458870	0.030724	0.264994	-0.025492	0.321211
4	1	17.764599	342	0.051943	0.011738	514.948087	3014	0.170852	0.490310	0.140692	0.201012	0.126218	0.215486
5	0	3184.563783	25	127.382551	33874.519849	16449.010606	206	79.849566	19576.311490	56.798346	102.900786	45.735325	113.963807
5	1	29876.929786	279	107.085770	24458.053620	211882.938789	2907	72.887148	18921.134138	66.854428	78.919868	63.959132	81.815164
6	0	4615.771115	146	31.614871	1312.739446	70129.816019	1353	51.832828	8460.739007	45.919699	57.745957	43.081798	60.583857
6	1	687.282916	15	45.818861	1825.304767	7667.665940	112	68.461303	13769.081755	42.242940	94.679666	29.659906	107.262700
