episodeIndex	22
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000009	333	0.000000	0.000000	10.332838	7337	0.001408	0.000150	0.001112	0.001705	0.001006	0.001811
1	1	0.000000	18	0.000000	0.000000	1.279379	507	0.002523	0.000264	0.001026	0.004020	0.000489	0.004558
2	0	212.165090	134	1.583322	47.381380	3947.607850	3097	1.274655	42.086992	1.032895	1.516416	0.946061	1.603250
2	1	3253.993124	2895	1.124005	36.774572	83762.305938	66835	1.253270	42.892438	1.200732	1.305808	1.181862	1.324678
2	2	218.428973	121	1.805198	70.655995	3406.622452	3054	1.115462	37.005481	0.887176	1.343749	0.805181	1.425744
3	0	73.107400	34	2.150218	91.954963	255.943325	916	0.279414	6.753219	0.101344	0.457484	0.037386	0.521442
3	1	20.933461	41	0.510572	3.940289	271.139374	858	0.316013	4.384990	0.167754	0.464273	0.114503	0.517524
3	2	578.019849	857	0.674469	25.146732	8455.415160	18994	0.445162	11.889355	0.393276	0.497049	0.374640	0.515685
4	0	0.605847	32	0.018933	0.005384	13.220223	792	0.016692	0.004434	0.011785	0.021599	0.010023	0.023361
4	1	12.365889	472	0.026199	0.007738	234.568841	11487	0.020420	0.006229	0.018893	0.021948	0.018345	0.022496
5	0	0.079419	38	0.002090	0.000035	11.896146	819	0.014525	0.003089	0.010498	0.018553	0.009051	0.019999
5	1	7.644940	553	0.013824	0.002913	213.348474	12481	0.017094	0.003961	0.015926	0.018262	0.015506	0.018682
6	0	0.000000	0	-nan	-nan	0.000000	1	0.000000	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0.000000	7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
