episodeIndex	15
epsilon	0.500000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	16	0.000000	16	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	16	74.000000	18	4.625000	174.116667	1.125000	0.116667	4.111111	-1.841073	12.360959	-3.701601	16.425575
1	1	0.000000	0	-nan	-nan	5	111.000000	7	22.200000	765.200000	1.400000	0.800000	15.857143	-4.838414	195.379815	-10.722034	-179.234925
2	0	14.000000	2	7.000000	50.000000	16	394.000000	37	24.625000	1907.583333	2.312500	2.095833	10.648649	0.438323	31.081053	-2.234419	45.585520
2	1	0.000000	0	-nan	-nan	5	170.000000	9	34.000000	614.000000	1.800000	0.700000	18.888889	1.138764	85.091336	-4.831629	1099.798466
3	0	32.000000	4	8.000000	22.666667	15	538.000000	44	35.866667	2540.695238	2.933333	5.209524	12.227273	1.894819	38.206355	-0.613471	63.281049
3	1	0.000000	0	-nan	-nan	6	419.000000	13	69.833333	13052.966667	2.166667	3.366667	32.230769	-12.234004	786.900176	-22.794255	-302.096620
4	0	32.000000	4	8.000000	18.666667	15	1020.000000	49	68.000000	18541.142857	3.266667	12.209524	20.816327	-1.423796	107.691725	-6.158793	297.200275
4	1	10.000000	1	10.000000	-nan	7	270.000000	12	38.571429	2491.619048	1.714286	1.238095	22.500000	-2.767879	123.664071	-9.584546	699.709484
5	0	24.000000	2	12.000000	50.000000	15	1122.000000	48	74.800000	17366.885714	3.200000	9.742857	23.375000	0.369425	100.430986	-4.731290	219.874282
5	1	24.000000	2	12.000000	18.000000	12	549.000000	23	45.750000	7136.750000	1.916667	2.992424	23.869565	-2.628044	121.611895	-8.649054	332.193545
6	0	18.000000	1	18.000000	-nan	16	1606.000000	60	100.375000	32792.116667	3.750000	11.133333	26.766667	0.702081	99.831275	-5.320041	180.948803
6	1	16.000000	1	16.000000	-nan	10	410.000000	18	41.000000	650.000000	1.800000	0.622222	22.777778	9.627412	47.938162	5.668694	67.924515
7	0	19.000000	1	19.000000	-nan	15	1610.000000	60	107.333333	20741.666667	4.000000	7.000000	26.833333	5.046118	73.807186	-0.557334	110.875793
7	1	21.000000	1	21.000000	-nan	9	707.000000	19	78.555556	8422.777778	2.111111	2.611111	37.210526	2.388920	171.572144	-6.148411	596.464756
8	0	42.000000	2	21.000000	2.000000	15	1436.000000	45	95.733333	18123.923810	3.000000	4.714286	31.911111	5.040084	94.729418	-1.658201	149.651889
8	1	0.000000	0	-nan	-nan	5	272.000000	9	54.400000	2150.800000	1.800000	1.200000	30.222222	-1.007634	254.610869	-10.131904	-329.041125
9	0	23.000000	1	23.000000	-nan	16	703.000000	23	43.937500	1627.795833	1.437500	0.529167	30.565217	12.294314	62.327728	7.203608	81.697549
