-nan	-nan
-4.217265	-8.884754
-1.664037	-124.948102
-0.622635	18.208359
-0.075050	10.131259
0.467631	8.158131
0.638955	6.887628
0.772178	6.067158
0.700881	7.946402
0.777009	7.249844
0.844268	6.701081
0.904203	6.257292
1.072205	5.835550
1.109027	5.565383
1.143245	5.330047
1.175071	5.123381
1.284154	4.952404
1.305413	4.802869
1.325667	4.667201
1.344938	4.543657
1.423480	4.460930
1.436971	4.363402
1.504411	4.299563
1.513794	4.220179
1.523036	4.145723
1.532102	4.075803
1.343008	5.404871
1.354841	5.301406
1.446302	5.358347
1.503847	5.232976
1.509836	5.152228
1.515831	5.075079
1.521809	5.001330
1.521809	5.001330
1.570525	4.910555
1.575075	4.846263
1.579641	4.784527
1.584208	4.725219
1.647205	4.785682
1.649977	4.731541
1.652811	4.679289
1.689723	4.618214
1.747164	4.608270
1.748048	4.563835
1.801638	4.556096
1.867957	4.716705
1.895350	4.661875
1.921423	4.610412
1.919213	4.574153
1.917204	4.538722
1.949020	4.758409
1.946593	4.722713
1.943858	4.688676
1.941321	4.655328
1.962692	4.611360
1.960080	4.580338
1.980351	4.540160
1.977677	4.511205
1.975168	4.482789
2.010005	4.650450
2.027886	4.611302
2.064084	4.622888
2.060625	4.596812
2.106720	4.615200
2.102946	4.590093
2.167384	4.737485
2.163093	4.712282
2.158973	4.687437
2.155013	4.662948
2.169350	4.658213
2.165493	4.634281
2.161778	4.610699
2.158196	4.587462
2.154743	4.564568
2.151410	4.542012
2.179990	4.551624
2.179990	4.551624
2.176514	4.530093
2.188300	4.502050
2.199748	4.475013
2.230970	4.574516
2.256923	4.579063
2.266833	4.552110
2.262850	4.533416
2.258980	4.514935
2.255220	4.496667
2.308505	4.599836
2.317212	4.574194
2.313133	4.556437
2.309159	4.538872
2.305286	4.521499
2.326595	4.847236
2.322765	4.828220
2.319027	4.809412
2.383342	4.893678
2.431671	5.014171
2.427301	4.995132
2.423025	4.976286
2.429427	4.948280
2.435687	4.921053
2.431504	4.903341
2.427408	4.885804
2.423396	4.868440
2.455865	5.007301
2.461503	4.980779
2.480354	4.971085
2.476206	4.954450
2.481462	4.929565
2.496441	4.918451
2.492325	4.902641
2.497284	4.879170
2.562207	5.008853
2.610042	5.111657
2.605447	5.095803
2.621097	5.084018
2.616532	5.068682
2.655281	5.203631
2.669993	5.189776
2.705505	5.216277
2.708035	5.192159
2.710522	5.168559
2.712967	5.145462
2.708243	5.131378
2.708243	5.131378
2.703592	5.117387
2.699012	5.103489
2.694500	5.089685
2.718637	5.111195
2.720908	5.089782
2.716416	5.076541
2.726747	5.065961
2.739208	5.055324
2.734741	5.042641
2.730337	5.030036
2.740259	5.020256
2.735901	5.007908
2.731604	4.995635
2.743517	4.986442
2.761700	4.988206
2.757389	4.976452
2.753135	4.964767
2.748936	4.953151
2.744791	4.941604
2.746651	4.924007
2.742582	4.912714
2.738564	4.901488
2.734596	4.890328
2.730678	4.879235
2.739800	4.871696
2.741636	4.855332
2.737773	4.844614
2.733955	4.833958
2.735804	4.818205
2.732050	4.807773
2.728341	4.797402
2.724675	4.787091
2.726551	4.772070
2.722944	4.761972
2.724811	4.747349
2.721261	4.737457
2.742976	4.752230
2.739404	4.742485
2.735871	4.732795
2.732378	4.723160
2.740723	4.717620
2.737256	4.708147
2.756011	4.729646
2.757559	4.716146
2.754105	4.706943
2.762036	4.701712
2.763519	4.688685
2.760107	4.679751
2.761588	4.667040
2.758226	4.658271
2.767582	4.654702
2.768989	4.642449
2.765664	4.633965
2.762372	4.625525
2.759113	4.617128
2.755886	4.608774
2.752690	4.600463
2.749525	4.592195
2.746391	4.583970
2.775338	4.831407
2.772213	4.822508
2.769118	4.813655
2.766052	4.804849
2.773209	4.799397
2.774492	4.786916
2.783249	4.781952
2.780205	4.773501
2.777189	4.765092
2.774200	4.756726
2.771237	4.748403
2.771237	4.748403
2.768299	4.740122
2.810581	4.803762
2.811602	4.791779
2.808586	4.783536
2.809609	4.771805
2.810621	4.760228
2.818656	4.755742
2.819607	4.744446
2.816647	4.736622
2.813712	4.728835
2.810801	4.721086
2.831941	4.737538
2.829003	4.729834
2.826088	4.722167
2.823196	4.714536
2.820328	4.706941
2.821235	4.696343
2.818401	4.688866
2.815589	4.681423
2.827753	4.684889
2.824944	4.677551
2.822156	4.670248
2.819389	4.662978
2.816644	4.655742
2.816644	4.655742
2.813920	4.648539
2.821324	4.645435
2.818615	4.638349
2.847321	4.684665
2.848044	4.674794
2.848760	4.665039
2.849469	4.655397
2.846753	4.648518
2.844056	4.641670
2.844780	4.632274
2.842113	4.625523
2.861131	4.640817
