episodeIndex	33
epsilon	0.125000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	34	0.000000	34	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	644.563971	255	2.527702	1.435825	34	23215.471580	8807	682.807988	6410.428222	259.029412	243.544563	2.636025	2.476124	2.802792	2.422714	2.861734
1	1	47.347835	15	3.156522	3.835559	34	819.662625	317	24.107724	124.439248	9.323529	11.740642	2.585687	1.921792	3.444886	1.727283	3.801398
1	2	23.151643	9	2.572405	1.091413	34	877.801372	311	25.817687	95.735320	9.147059	8.129234	2.822512	2.209031	3.585721	2.025190	3.892702
1	3	33.722771	12	2.810231	3.040685	34	861.170698	312	25.328550	113.472946	9.176471	11.664884	2.760162	2.084437	3.637585	1.886831	4.002626
2	0	272.599349	63	4.326974	7.834492	34	11540.455823	2442	339.425171	2350.239170	71.823529	66.210339	4.725821	4.319562	5.165521	4.187067	5.325007
2	1	13571.840051	3146	4.313999	7.379953	34	450625.394613	105289	13253.688077	51394.168771	3096.735294	7658798.353832	4.279891	3.243099	6.256220	2.992139	7.424331
2	2	283.457294	72	3.936907	6.456763	34	9657.850011	2496	284.054412	1233.394615	73.411765	70.370766	3.869331	3.560454	4.203860	3.459763	4.325258
2	3	343.252030	73	4.702083	7.897002	34	12611.927153	2547	370.939034	2529.046375	74.911765	58.931373	4.951679	4.554593	5.378215	4.424463	5.532102
2	4	262.310710	65	4.035549	5.225428	34	10680.509663	2407	314.132637	1975.753113	70.794118	69.198752	4.437270	4.052066	4.855411	3.926672	5.007395
2	5	254.785069	63	4.044207	7.822714	34	9664.789811	2520	284.258524	1254.149995	74.117647	73.440285	3.835234	3.526260	4.170186	3.425597	4.291819
3	0	502.734398	47	10.696477	16.180031	34	15184.359654	1470	446.598813	7284.736974	43.235294	50.670232	10.329496	9.116968	11.689824	8.730358	12.196107
3	1	13038.953629	1267	10.291203	19.717776	34	439800.044600	42816	12935.295429	374795.860346	1259.294118	1816.274510	10.271862	9.984339	10.566257	9.887130	10.668997
3	2	469.583142	48	9.782982	22.269319	34	15129.276533	1451	444.978722	4474.395937	42.676471	38.104278	10.426793	9.405235	11.556944	9.076656	11.973331
3	3	345.850530	39	8.867962	21.859058	34	14802.257254	1465	435.360507	6867.258906	43.088235	44.628342	10.103930	8.948784	11.391202	8.578924	11.867970
4	0	108.433066	7	15.490438	0.251237	34	4441.209426	290	130.623807	1983.864519	8.529412	8.802139	15.314515	12.032178	19.503632	11.062889	21.222692
4	1	3808.322907	248	15.356141	0.615364	34	129033.020474	8438	3795.088837	426746.326091	248.176471	1860.149733	15.291896	13.551736	17.256714	12.999091	17.991386
4	2	157.734363	10	15.773436	0.054259	34	4279.890321	280	125.879127	2355.527185	8.235294	10.064171	15.285323	11.661590	20.034451	10.607369	22.024998
4	3	61.292932	4	15.323233	0.679471	34	4384.407746	287	128.953169	2457.753617	8.441176	10.496435	15.276682	11.665275	20.004919	10.614052	21.985112
5	0	0.000000	0	-nan	-nan	1	15.809310	1	15.809310	-nan	1.000000	-nan	15.809310	-nan	-nan	-nan	-nan
5	1	0.000000	0	-nan	-nan	1	126.948269	8	126.948269	-nan	8.000000	-nan	15.868534	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	1	31.850318	2	31.850318	-nan	2.000000	-nan	15.925159	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
