episodeIndex	208
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	4.000000	2	2.000000	2.000000	538.000000	272	1.977941	4.929401	1.707547	2.248335	1.617454	2.338428
1	1	0.000000	0	-nan	-nan	69.000000	15	4.600000	34.971429	1.533128	7.666872	0.511274	8.688726
2	0	6.000000	2	3.000000	2.000000	1616.000000	383	4.219321	14.904652	3.823092	4.615550	3.691072	4.747570
2	1	6.000000	1	6.000000	-nan	186.000000	25	7.440000	42.506667	4.820954	10.059046	3.948311	10.931689
3	0	45.000000	5	9.000000	10.000000	3051.000000	441	6.918367	29.920594	6.395188	7.441546	6.220870	7.615865
3	1	0.000000	0	-nan	-nan	250.000000	28	8.928571	17.624339	7.335035	10.522108	6.804083	11.053060
4	0	44.000000	4	11.000000	6.666667	4436.000000	477	9.299790	33.298592	8.769103	9.830477	8.592283	10.007297
4	1	0.000000	0	-nan	-nan	414.000000	34	12.176471	47.119430	9.811939	14.541002	9.024098	15.328843
5	0	15.000000	1	15.000000	-nan	5345.000000	471	11.348195	39.521055	10.766376	11.930015	10.572519	12.123872
5	1	0.000000	0	-nan	-nan	487.000000	35	13.914286	46.668908	11.594946	16.233626	10.822162	17.006409
6	0	16.000000	1	16.000000	-nan	5996.000000	438	13.689498	48.049821	13.024235	14.354761	12.802575	14.576421
6	1	0.000000	0	-nan	-nan	554.000000	39	14.205128	48.588394	11.963216	16.447040	11.216231	17.194025
7	0	17.000000	1	17.000000	-nan	7227.000000	451	16.024390	55.632737	15.318948	16.729833	15.083901	16.964880
7	1	0.000000	0	-nan	-nan	575.000000	29	19.827586	61.004926	16.914401	22.740771	15.943754	23.711418
8	0	18.000000	1	18.000000	-nan	8522.000000	461	18.485900	61.624257	17.751539	19.220262	17.506856	19.464945
8	1	0.000000	0	-nan	-nan	712.000000	30	23.733333	61.443678	20.858832	26.607835	19.901073	27.565593
9	0	19.000000	1	19.000000	-nan	6990.000000	354	19.745763	65.685889	18.880558	20.610968	18.592279	20.899246
