episodeIndex	66
epsilon	0.125000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	67	0.125000	68	0.001866	0.000233	1.014925	0.014925	0.001838	-0.001801	0.005699	-0.002967	0.007038
1	0	1011.717856	321	3.151769	5.751848	66	55996.405960	20373	848.430393	7027.971945	308.681818	291.574126	2.748560	2.645237	2.854748	2.611427	2.890786
1	1	27.189886	10	2.718989	4.091124	66	1903.379257	698	28.839080	117.101583	10.575758	11.448019	2.726904	2.292587	3.235830	2.161681	3.425390
1	2	46.437222	16	2.902326	3.937990	66	2173.452147	740	32.931093	220.146932	11.212121	11.523543	2.937097	2.428163	3.528389	2.273977	3.747243
1	3	32.734916	13	2.518070	2.142791	66	1948.723771	696	29.526118	119.786802	10.545455	8.744056	2.799890	2.378405	3.284170	2.249852	3.461960
2	0	313.043193	62	5.049084	16.382875	66	15389.953202	3619	233.181109	1771.196420	54.833333	60.725641	4.252543	3.924879	4.604071	3.820590	4.726953
2	1	8427.405528	2245	3.753855	8.030749	66	596671.147025	152755	9040.471925	101290.836913	2314.469697	1668.929837	3.906066	3.855245	3.957333	3.838409	3.974515
2	2	206.121297	59	3.493581	8.667108	66	13417.611630	3744	203.297146	1001.471210	56.727273	46.170629	3.583764	3.346728	3.835267	3.270750	3.922510
2	3	253.765475	59	4.301110	13.284852	66	15951.369725	3601	241.687420	1415.744039	54.560606	47.511655	4.429706	4.130201	4.748524	4.034398	4.859366
2	4	197.456047	50	3.949121	10.662392	66	14334.474916	3602	217.189014	1428.360251	54.575758	57.140326	3.979588	3.682281	4.297979	3.587546	4.409139
2	5	189.058454	60	3.150974	2.712611	66	12497.928871	3481	189.362559	1100.597389	52.742424	48.471096	3.590327	3.326259	3.872213	3.241943	3.970407
3	0	16737.751212	1310	12.776909	16.496408	66	1112795.722628	88256	16860.541252	479447.789493	1337.212121	2579.646620	12.608726	12.364594	12.857487	12.284257	12.941422
3	1	459.038700	38	12.079966	23.555401	66	37425.326317	2998	567.050399	7111.143083	45.424242	43.417249	12.483431	11.608138	13.423842	11.329807	13.752912
3	2	585.262314	48	12.192965	19.606580	66	37407.353657	3022	566.778086	6426.510835	45.787879	45.185082	12.378343	11.527093	13.293715	11.256555	13.614218
3	3	501.135119	40	12.528378	15.023460	66	38559.733294	3114	584.238383	7693.802360	47.181818	42.766434	12.382702	11.528029	13.298029	11.255701	13.617609
4	0	17488.957770	1108	15.784258	0.502564	66	1091091.877908	68997	16531.695120	581589.965910	1045.409091	2367.722378	15.813613	15.455398	16.180169	15.337848	16.304205
4	1	572.281668	36	15.896713	0.089389	66	37571.469417	2376	569.264688	9844.668702	36.000000	39.753846	15.812908	14.503477	17.240871	14.090998	17.745805
4	2	440.675134	28	15.738398	0.335029	66	37302.672140	2361	565.192002	7967.972014	35.772727	32.547552	15.799522	14.606663	17.090310	14.229062	17.544252
4	3	665.484815	42	15.844877	0.183591	66	38671.644171	2447	585.934003	10642.125222	37.075758	42.378788	15.803696	14.486892	17.240015	14.072147	17.747983
5	0	0.000000	0	-nan	-nan	12	247.240507	16	20.603376	57.707839	1.333333	0.242424	15.452532	9.583925	24.919187	7.771429	30.737118
5	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	2	30.712139	2	15.356069	0.030327	1.000000	0.000000	15.356069	13.791426	16.920712	7.517370	23.194768
5	3	0.000000	0	-nan	-nan	1	15.646417	1	15.646417	-nan	1.000000	-nan	15.646417	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
