2	1	6.000000	1	6.000000	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	0.000000	0	-nan	-nan	1	6.000000	1	6.000000	-nan	1.000000	-nan	6.000000	-nan	-nan	-nan	-nan
2	1	6.000000	1	6.000000	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	2	12.000000	2	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	6.000000	1	6.000000	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	0.000000	0	-nan	-nan	3	18.000000	3	6.000000	0.000000	1.000000	0.000000	6.000000	6.000000	6.000000	6.000000	6.000000
2	1	2.000000	1	2.000000	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
2	1	0.000000	0	-nan	-nan	4	20.000000	4	5.000000	4.000000	1.000000	0.000000	5.000000	1.817554	8.182446	-0.840909	10.840909
