episodeIndex	860
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	2382.000000	1130	2.107965	7.253169	1.947045	2.268884	1.893428	2.322501
1	1	5.000000	1	5.000000	-nan	260.000000	58	4.482759	14.254083	3.487032	5.478486	3.155264	5.810253
2	0	8.000000	2	4.000000	8.000000	7028.000000	1581	4.445288	17.001593	4.237000	4.653575	4.167601	4.722975
2	1	4.000000	1	4.000000	-nan	704.000000	109	6.458716	24.935780	5.498027	7.419405	5.177934	7.739498
3	0	30.000000	4	7.500000	11.666667	12132.000000	1790	6.777654	26.617946	6.532722	7.022586	6.451113	7.104195
3	1	0.000000	0	-nan	-nan	1204.000000	128	9.406250	33.786417	8.374319	10.438181	8.030489	10.782011
4	0	22.000000	2	11.000000	2.000000	17116.000000	1862	9.192266	36.604604	8.910647	9.473886	8.816814	9.567719
4	1	8.000000	1	8.000000	-nan	1388.000000	131	10.595420	34.565825	9.563675	11.627165	9.219906	11.970933
5	0	13.000000	1	13.000000	-nan	20539.000000	1817	11.303797	44.687392	10.988805	11.618790	10.883853	11.723742
5	1	0.000000	0	-nan	-nan	1742.000000	134	13.000000	43.488722	11.855751	14.144249	11.474497	14.525503
6	0	14.000000	1	14.000000	-nan	24386.000000	1794	13.593088	53.404882	13.246540	13.939636	13.131073	14.055103
6	1	0.000000	0	-nan	-nan	1780.000000	119	14.957983	51.854152	13.632107	16.283859	13.190337	16.725629
7	0	15.000000	1	15.000000	-nan	28459.000000	1817	15.662631	58.137771	15.303348	16.021913	15.183638	16.141623
7	1	0.000000	0	-nan	-nan	1986.000000	108	18.388889	76.894081	16.694086	20.083692	16.129393	20.648385
8	0	16.000000	1	16.000000	-nan	31818.000000	1813	17.549917	62.313870	17.177544	17.922290	17.053473	18.046361
8	1	0.000000	0	-nan	-nan	2310.000000	117	19.743590	65.830239	18.236967	21.250212	17.734974	21.752205
9	0	17.000000	1	17.000000	-nan	26213.000000	1405	18.656940	63.007582	18.231593	19.082286	18.089871	19.224008
