episodeIndex	8
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	2075.101509	15	138.340101	30636.412542	6565.090678	126	52.103894	11222.819199	30.340543	73.867245	20.436792	83.770997
1	1	1954.512784	16	122.157049	22175.603277	6847.107157	93	73.624808	18902.961298	40.748465	106.501151	25.787574	121.462043
1	2	25157.085518	270	93.174391	18841.599979	145080.241139	2281	63.603788	15462.004221	57.599932	69.607645	54.867783	72.339793
2	0	257.547923	3	85.849308	20788.919575	2767.503918	68	40.698587	15560.828664	5.814934	75.582240	-10.059415	91.456589
2	1	813.231727	5	162.646345	44867.849045	1512.366039	62	24.393001	8147.021098	-2.041045	50.827046	-14.070268	62.856270
2	2	7719.074530	132	58.477837	15885.152208	32650.033417	1392	23.455484	7319.241050	18.167703	28.743265	15.761416	31.149552
3	0	0.000000	0	-nan	-nan	490.379084	62	7.909340	3620.021010	-9.711222	25.529902	-17.729733	33.548413
3	1	0.000000	0	-nan	-nan	44.414110	48	0.925294	14.742165	-0.352674	2.203262	-0.934234	2.784822
3	2	299.151502	38	7.872408	18.803973	22064.377710	1470	15.009781	6821.185100	10.042356	19.977206	7.781852	22.237710
4	0	9.374519	12	0.781210	0.928965	29646.653104	1549	19.139221	4308.094044	15.293507	22.984934	13.543455	24.734986
4	1	0.000000	0	-nan	-nan	518.654373	54	9.604711	874.225651	0.326271	18.883150	-3.896027	23.105449
4	2	1.855878	2	0.927939	1.714747	1246.467402	73	17.074896	3069.765168	2.121108	32.028683	-4.683845	38.833637
5	0	4.702110	13	0.361701	0.210121	3997.087745	173	23.104553	6728.711001	8.723095	37.486012	2.178588	44.030519
5	1	89.781025	380	0.236266	0.151716	72393.860049	3331	21.733371	6106.958461	18.610995	24.855748	17.190109	26.276633
5	2	4.393244	19	0.231223	0.196518	3255.029184	158	20.601451	5777.606789	6.656868	34.546033	0.311169	40.891732
6	0	0.000000	0	-nan	-nan	2.991771	5	0.598354	0.576411	-0.184609	1.381317	-0.540908	1.737617
6	1	14.169335	19	0.745754	0.155404	65.517771	138	0.474766	0.164589	0.395128	0.554405	0.358888	0.590645
6	2	0.000000	0	-nan	-nan	1.783876	7	0.254839	0.077450	0.012278	0.497401	-0.098104	0.607783
