episodeIndex	19
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	25.000000	3	8.333333	49.333333	86.000000	32	2.687500	9.060484	1.573783	3.801217	1.165170	4.209830
1	1	0.000000	0	-nan	-nan	4.000000	2	2.000000	2.000000	-0.093024	4.093024	-0.860935	4.860935
2	0	58.000000	7	8.285714	23.238095	164.000000	40	4.100000	9.425641	3.083986	5.116014	2.711220	5.488780
2	1	14.000000	1	14.000000	-nan	36.000000	5	7.200000	19.200000	3.098527	11.301473	1.593735	12.806265
3	0	56.000000	6	9.333333	27.866667	200.000000	34	5.882353	10.470588	4.720850	7.043856	4.294705	7.470000
3	1	0.000000	0	-nan	-nan	10.000000	2	5.000000	8.000000	0.813952	9.186048	-0.721870	10.721870
4	0	18.000000	1	18.000000	-nan	298.000000	34	8.764706	23.761141	7.014987	10.514425	6.373031	11.156381
4	1	0.000000	0	-nan	-nan	6.000000	1	6.000000	-nan	-nan	-nan	-nan	-nan
5	0	19.000000	1	19.000000	-nan	457.000000	41	11.146341	21.878049	9.617415	12.675268	9.056466	13.236217
5	1	0.000000	0	-nan	-nan	54.000000	6	9.000000	16.000000	5.582106	12.417894	4.328113	13.671887
6	0	44.000000	2	22.000000	8.000000	734.000000	57	12.877193	26.145363	11.459657	14.294729	10.939576	14.814810
6	1	22.000000	1	22.000000	-nan	76.000000	5	15.200000	17.200000	11.318019	19.081981	9.893756	20.506244
7	0	69.000000	3	23.000000	4.000000	853.000000	57	14.964912	27.641604	13.507379	16.422445	12.972624	16.957201
7	1	0.000000	0	-nan	-nan	13.000000	1	13.000000	-nan	-nan	-nan	-nan	-nan
8	0	26.000000	1	26.000000	-nan	754.000000	45	16.755556	24.234343	15.219583	18.291529	14.656048	18.855063
8	1	0.000000	0	-nan	-nan	28.000000	2	14.000000	8.000000	9.813952	18.186048	8.278130	19.721870
9	0	27.000000	1	27.000000	-nan	628.000000	34	18.470588	22.135472	16.781785	20.159392	16.162178	20.778998
