episodeIndex	1
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.014000	3	0.004667	0.000065	-0.054629	0.063962	-0.292398	0.301731
1	0	0.000000	23	0.000000	0.000000	0.000000	23	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
1	1	0.000000	226	0.000000	0.000000	0.000000	226	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000
2	0	1965.840062	1378	1.426589	46.662449	1965.840062	1378	1.426589	46.662449	-0.911574	3.764753	-10.287366	13.140544
2	1	120.044850	50	2.400897	80.336771	120.044850	50	2.400897	80.336771	-13.705110	18.506904	-78.288520	83.090314
2	2	102.655123	71	1.445847	43.096110	102.655123	71	1.445847	43.096110	-8.453477	11.345171	-48.148738	51.040431
3	0	117.980885	55	2.145107	124.481164	117.980885	55	2.145107	124.481164	-16.970415	21.260629	-93.621669	97.911884
3	1	42.178262	65	0.648896	14.823136	42.178262	65	0.648896	14.823136	-5.418873	6.716666	-29.749996	31.047789
3	2	1918.657853	1409	1.361716	48.475358	1918.657853	1409	1.361716	48.475358	-0.995073	3.718505	-10.445552	13.168984
4	0	2.263854	33	0.068602	0.155070	2.263854	33	0.068602	0.155070	-0.802406	0.939610	-4.295058	4.432261
4	1	23.067935	550	0.041942	0.086357	23.067935	550	0.041942	0.086357	-0.117273	0.201156	-0.755706	0.839590
5	0	102.914983	1464	0.070297	0.067496	102.914983	1464	0.070297	0.067496	-0.015978	0.156572	-0.361932	0.502526
5	1	8.740235	108	0.080928	0.077105	8.740235	108	0.080928	0.077105	-0.258577	0.420433	-1.619955	1.781811
6	0	9.559455	132	0.072420	0.008791	9.559455	132	0.072420	0.008791	-0.031271	0.176111	-0.447062	0.591902
6	1	0.432502	5	0.086500	0.004050	0.432502	5	0.086500	0.004050	-0.275104	0.448105	-1.725101	1.898101
