episodeIndex	16
epsilon	0.125000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	17	0.000000	17	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	677.024935	252	2.686607	1.840844	17	11728.425920	4318	689.907407	6844.171413	254.000000	277.500000	2.716171	2.465569	2.984264	2.375097	3.090481
1	1	32.260792	13	2.481599	2.989730	17	410.655687	149	24.156217	144.064758	8.764706	14.941176	2.756078	1.672696	4.474848	1.360836	5.419213
1	2	24.705666	9	2.745074	2.928499	17	520.424595	172	30.613211	186.312694	10.117647	8.110294	3.025724	2.037253	4.348712	1.725901	4.973003
1	3	24.305276	9	2.700586	4.309416	17	452.044733	162	26.590867	54.600095	9.529412	8.639706	2.790400	2.064338	3.790158	1.839228	4.273459
2	0	350.184907	74	4.732228	5.738039	17	5959.019565	1196	350.530563	1525.273266	70.352941	52.367647	4.982458	4.461108	5.562031	4.277525	5.798196
2	1	13173.830329	3078	4.279997	7.722195	17	226215.451098	53035	13306.791241	23602.128369	3119.705882	1835.345588	4.265399	4.210353	4.321229	4.189757	4.342528
2	2	316.264279	80	3.953303	7.514212	17	4701.292234	1194	276.546602	1473.404479	70.235294	66.191176	3.937431	3.450909	4.485575	3.281045	4.711169
2	3	334.017908	69	4.840839	10.113350	17	5819.422060	1179	342.318945	1551.686541	69.352941	78.742647	4.935897	4.357222	5.596069	4.156774	5.870335
2	4	381.704365	80	4.771305	8.466810	17	5424.699489	1215	319.099970	1536.786205	71.470588	53.014706	4.464773	3.974572	5.009166	3.801845	5.230829
2	5	276.638705	72	3.842204	6.336706	17	4732.547432	1228	278.385143	1890.156373	72.235294	70.066176	3.853866	3.345115	4.427080	3.167495	4.663000
3	0	443.130022	43	10.305349	19.093977	17	7834.305211	742	460.841483	6986.751880	43.647059	70.617647	10.558363	8.711385	12.811182	8.097362	13.796683
3	1	13694.537416	1313	10.429960	19.271495	17	230860.546647	22144	13580.032156	201735.659282	1302.588235	1080.757353	10.425422	10.116857	10.742101	10.002332	10.863917
3	2	380.742356	36	10.576177	23.172421	17	7755.409889	738	456.200582	5707.091951	43.411765	50.757353	10.508685	8.865864	12.454295	8.309862	13.286019
3	3	368.535571	36	10.237099	17.860893	17	7633.019491	763	449.001147	2316.018578	44.882353	24.985294	10.003957	8.940705	11.196371	8.568393	11.685437
4	0	110.789401	7	15.827057	0.016816	17	2253.736453	147	132.572733	1573.638801	8.647059	6.992647	15.331540	11.210206	20.990693	9.930449	23.719899
4	1	3208.485100	212	15.134364	1.060984	17	55974.957556	3655	3292.644562	116302.091959	215.000000	497.625000	15.314626	13.764782	17.039146	13.219356	17.742335
4	2	156.011138	10	15.601114	0.135422	17	1881.879203	122	110.698777	1142.007205	7.176471	4.904412	15.425239	11.223392	21.211887	9.920743	24.009612
4	3	93.862698	6	15.643783	0.303439	17	1852.335201	120	108.960894	2002.158101	7.058824	8.308824	15.436127	10.063951	23.663647	8.489773	28.037028
5	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
