episodeIndex	263
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	729.000000	357	2.042017	4.686432	1.811888	2.272146	1.735211	2.348823
1	1	0.000000	0	-nan	-nan	85.000000	21	4.047619	6.647619	2.917542	5.177696	2.541011	5.554228
2	0	2.000000	1	2.000000	-nan	2032.000000	479	4.242171	16.794787	3.866071	4.618272	3.740757	4.743585
2	1	0.000000	0	-nan	-nan	156.000000	30	5.200000	7.337931	4.206631	6.193369	3.875649	6.524351
3	0	3.000000	1	3.000000	-nan	3262.000000	492	6.630081	33.093024	6.109162	7.151000	5.935597	7.324566
3	1	5.000000	1	5.000000	-nan	308.000000	40	7.700000	27.600000	6.031566	9.368434	5.475658	9.924342
4	0	10.000000	2	5.000000	2.000000	4366.000000	500	8.732000	38.701579	8.173190	9.290810	7.987000	9.477000
4	1	0.000000	0	-nan	-nan	346.000000	33	10.484848	54.257576	7.909371	13.060326	7.051244	13.918453
5	0	16.000000	2	8.000000	2.000000	6102.000000	542	11.258303	48.983064	10.654482	11.862123	10.453294	12.063311
5	1	0.000000	0	-nan	-nan	477.000000	37	12.891892	46.876877	10.631087	15.152697	9.877807	15.905977
6	0	18.000000	2	9.000000	2.000000	8282.000000	612	13.532680	56.416279	12.922846	14.142513	12.719655	14.345704
6	1	0.000000	0	-nan	-nan	594.000000	36	16.500000	56.542857	13.982774	19.017226	13.144057	19.855943
7	0	11.000000	1	11.000000	-nan	8961.000000	595	15.060504	55.538421	14.446851	15.674157	14.242387	15.878621
7	1	0.000000	0	-nan	-nan	522.000000	34	15.352941	29.932264	13.468360	17.237523	12.840434	17.865448
8	0	26.000000	2	13.000000	2.000000	9320.000000	559	16.672630	55.632780	16.038988	17.306272	15.827864	17.517396
8	1	0.000000	0	-nan	-nan	654.000000	39	16.769231	25.392713	15.148515	18.389946	14.608507	18.929955
9	0	28.000000	2	14.000000	2.000000	7856.000000	434	18.101382	55.587850	17.382547	18.820218	17.143037	19.059728
