episodeIndex	23
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	846.473808	11	76.952164	4822.914555	21361.181253	381	56.066093	13683.188302	43.668999	68.463186	39.242236	72.889949
1	1	454.821269	9	50.535697	4948.976451	21195.172606	335	63.269172	17631.546748	48.261563	78.276781	42.902635	83.635709
1	2	10566.172723	214	49.374639	3607.409400	479931.401441	7731	62.078826	16397.568297	59.066093	65.091558	57.990304	66.167347
2	0	1950.965272	7	278.709325	69031.922575	6546.465414	281	23.297030	8975.651768	11.605576	34.988484	7.430782	39.163278
2	1	536.360712	6	89.393452	16416.910636	4069.692363	271	15.017315	4275.932646	6.800198	23.234432	3.866023	26.168607
2	2	22987.677844	163	141.028698	35786.938634	116112.097740	6034	19.242973	6290.996895	17.130721	21.355225	16.376476	22.109470
3	0	20.308366	1	20.308366	-nan	1831.806350	262	6.991627	2182.356488	1.021262	12.961993	-1.110641	15.093895
3	1	0.000000	0	-nan	-nan	2054.507477	255	8.056892	2970.871279	0.995985	15.117800	-1.525330	17.639114
3	2	630.781765	44	14.335949	80.287810	60786.901913	5521	11.010125	3616.476048	9.335866	12.684384	8.738021	13.282230
4	0	215.548905	25	8.621956	70.899007	64161.957796	5280	12.151886	2110.722943	10.843947	13.459825	10.376908	13.926864
4	1	21.653059	3	7.217686	106.991576	2821.332353	230	12.266662	2497.702412	5.449634	19.083691	3.015404	21.517921
4	2	16.811323	1	16.811323	-nan	3680.655021	243	15.146728	3054.676483	7.812268	22.481189	5.193273	25.100184
5	0	5.704050	22	0.259275	0.117512	5816.827434	428	13.590718	3193.298226	7.940223	19.241214	5.922539	21.258897
5	1	94.936259	314	0.302345	0.283893	109629.929623	9063	12.096428	2657.836898	10.976173	13.216683	10.576152	13.616705
5	2	3.981698	17	0.234218	0.095010	4900.021289	391	12.532024	2660.584972	7.135813	17.928234	5.208930	19.855117
6	0	3.685300	4	0.921325	0.092239	11.250634	33	0.340928	0.195565	0.181679	0.500178	0.124814	0.557043
6	1	41.941493	46	0.911772	0.341212	227.648748	733	0.310571	0.185281	0.277682	0.343460	0.265938	0.355204
6	2	2.144732	3	0.714911	0.357281	7.743042	42	0.184358	0.127603	0.070334	0.298382	0.029619	0.339097
