episodeIndex	507
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1438.000000	676	2.127219	6.638606	1.928175	2.326263	1.861855	2.392583
1	1	0.000000	0	-nan	-nan	153.000000	35	4.371429	16.652101	2.985997	5.756860	2.524383	6.218474
2	0	2.000000	1	2.000000	-nan	4360.000000	952	4.579832	18.834840	4.297313	4.862351	4.203181	4.956483
2	1	0.000000	0	-nan	-nan	436.000000	64	6.812500	30.567460	5.424389	8.200611	4.961882	8.663118
3	0	3.000000	1	3.000000	-nan	7647.000000	1077	7.100279	31.863541	6.754798	7.445759	6.639687	7.560870
3	1	0.000000	0	-nan	-nan	749.000000	79	9.481013	33.355404	8.175882	10.786144	7.741023	11.221002
4	0	4.000000	1	4.000000	-nan	10896.000000	1136	9.591549	43.272669	9.199535	9.983564	9.068919	10.114180
4	1	0.000000	0	-nan	-nan	898.000000	81	11.086420	39.704938	9.680164	12.492676	9.211612	12.961228
5	0	25.000000	3	8.333333	9.333333	13056.000000	1112	11.741007	52.260495	11.305577	12.176438	11.160495	12.321519
5	1	0.000000	0	-nan	-nan	1162.000000	84	13.833333	54.574297	12.214362	15.452304	11.674936	15.991731
6	0	36.000000	4	9.000000	6.666667	14976.000000	1078	13.892393	57.815708	13.427238	14.357549	13.272252	14.512534
6	1	0.000000	0	-nan	-nan	1176.000000	76	15.473684	57.745965	13.722876	17.224493	13.139522	17.807846
7	0	39.000000	3	13.000000	36.000000	17333.000000	1087	15.945722	59.119519	15.477302	16.414142	15.321229	16.570215
7	1	0.000000	0	-nan	-nan	1321.000000	67	19.716418	87.842605	17.416566	22.016269	16.650276	22.782559
8	0	68.000000	4	17.000000	6.666667	19344.000000	1085	17.828571	61.671692	17.349707	18.307436	17.190154	18.466989
8	1	0.000000	0	-nan	-nan	1562.000000	73	21.397260	76.187215	19.345322	23.449198	18.661635	24.132886
9	0	53.000000	3	17.666667	9.333333	15842.000000	836	18.949761	64.328012	18.392599	19.506923	18.206957	19.692564
