episodeIndex	754
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	755	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	2110.000000	994	2.122736	7.366592	1.949825	2.295648	1.892212	2.353261
1	1	0.000000	0	-nan	-nan	206.000000	48	4.291667	14.040780	3.205342	5.377991	2.843388	5.739945
2	0	2.000000	1	2.000000	-nan	6212.000000	1390	4.469065	17.329136	4.244798	4.693332	4.170074	4.768056
2	1	0.000000	0	-nan	-nan	644.000000	96	6.708333	27.282456	5.637577	7.779090	5.280810	8.135856
3	0	3.000000	1	3.000000	-nan	10831.000000	1575	6.876825	28.002607	6.609005	7.144646	6.519770	7.233881
3	1	0.000000	0	-nan	-nan	971.000000	107	9.074766	30.786810	7.997371	10.152162	7.638393	10.511140
4	0	0.000000	0	-nan	-nan	15176.000000	1636	9.276284	38.345639	8.968780	9.583788	8.866322	9.686245
4	1	4.000000	1	4.000000	-nan	1222.000000	112	10.910714	37.469434	9.748960	12.072468	9.361874	12.459554
5	0	5.000000	1	5.000000	-nan	18266.000000	1602	11.401998	47.103756	11.057583	11.746412	10.942827	11.861168
5	1	0.000000	0	-nan	-nan	1582.000000	120	13.183333	45.579552	11.945452	14.421215	11.533001	14.833666
6	0	6.000000	1	6.000000	-nan	21700.000000	1586	13.682219	55.525450	13.306400	14.058039	13.181181	14.183258
6	1	0.000000	0	-nan	-nan	1574.000000	105	14.990476	53.932601	13.550963	16.429989	13.071330	16.909622
7	0	16.000000	2	8.000000	2.000000	25113.000000	1595	15.744828	60.549024	15.353484	16.136171	15.223092	16.266563
7	1	0.000000	0	-nan	-nan	1864.000000	98	19.020408	79.793394	17.208004	20.832812	16.604127	21.436689
8	0	32.000000	3	10.666667	9.333333	28036.000000	1586	17.677175	65.475529	17.269070	18.085281	17.133093	18.221258
8	1	28.000000	2	14.000000	8.000000	2142.000000	106	20.207547	69.023181	18.586748	21.828346	18.046712	22.368382
9	0	56.000000	4	14.000000	6.666667	23135.000000	1233	18.763179	66.060754	18.298263	19.228096	18.143357	19.383002
