episodeIndex	12
epsilon	0.125000
01_state	02_control	03_total_cost_at_episode	04_total_count_at_episode	05_mean_cost_at_episode	06_unbiased_variance_cost_at_episode	07_total_select_episode_count	08_total_cost	09_total_count	10_total_mean_cost_sum	11_total_unbiased_variance_cost_sum	12_total_mean_count	13_total_unbiased_variance_count	14_mean_cost	15_95%_confidence_interval_min	16_95%_confidence_interval_max	17_99%_confidence_interval_min	18_99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	13	0.000000	13	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	834.907037	315	2.650499	2.270380	13	10704.113306	3936	823.393331	5691.035309	302.769231	166.358974	2.719541	2.504500	2.945946	2.421079	3.040352
1	1	46.170226	15	3.078015	5.153998	13	412.876013	142	31.759693	179.895925	10.923077	21.076923	2.907578	1.726944	4.892115	1.377013	6.130821
1	2	27.261483	10	2.726148	3.944975	13	394.212559	146	30.324043	187.140358	11.230769	9.692308	2.700086	1.682215	4.127593	1.350909	4.877448
1	3	25.377967	11	2.307088	0.435672	13	350.080646	130	26.929280	111.506824	10.000000	4.500000	2.692928	1.821336	3.820837	1.524384	4.373495
2	0	234.295804	54	4.338811	8.192131	13	3042.230469	689	234.017728	1186.919225	53.000000	26.000000	4.415429	3.801601	5.105035	3.573480	5.406803
2	1	9103.861026	2357	3.862478	8.490326	13	117695.946866	30069	9053.534374	77737.070915	2313.000000	1366.666667	3.914196	3.804606	4.025922	3.761148	4.071445
2	2	279.746884	75	3.729958	9.157768	13	2556.259912	744	196.635378	851.353489	57.230769	61.358974	3.435833	2.888812	4.081501	2.691794	4.375052
2	3	252.806459	56	4.514401	11.843328	13	3259.656658	745	250.742820	648.599117	57.307692	43.730769	4.375378	3.839121	4.992029	3.642779	5.266733
2	4	182.150906	40	4.553773	12.392945	13	3064.402866	716	235.723297	1056.686449	55.076923	46.076923	4.279892	3.651298	5.009652	3.422533	5.337159
2	5	180.637220	50	3.612744	4.628049	13	2540.767415	693	195.443647	670.065783	53.307692	17.564103	3.666331	3.219919	4.157276	3.051697	4.368680
3	0	17238.822717	1361	12.666291	16.758891	13	225050.497093	17776	17311.576699	573808.668510	1367.384615	2270.089744	12.660356	12.071413	13.274635	11.841487	13.529041
3	1	532.352324	41	12.984203	15.502112	13	7299.299866	586	561.484605	5797.174678	45.076923	34.410256	12.456143	10.601724	14.627114	9.930393	15.607807
3	2	560.288776	46	12.180191	20.031909	13	7597.683273	615	584.437175	4135.565197	47.307692	36.897436	12.353957	10.702108	14.283707	10.103318	15.153997
3	3	541.290479	44	12.302056	23.980095	13	7727.063897	628	594.389531	10878.309504	48.307692	66.064103	12.304242	9.984373	15.149250	9.168279	16.482830
4	0	15425.589053	978	15.772586	0.676938	13	207958.507191	13147	15996.808245	384728.265348	1011.307692	1593.564103	15.817944	15.087427	16.584163	14.803312	16.902784
4	1	478.741071	30	15.958036	0.020433	13	7458.506358	471	573.731258	8440.063547	36.230769	33.358974	15.835470	13.046369	19.219223	12.058733	20.791604
4	2	477.548025	30	15.918267	0.027817	13	7672.577065	485	590.198236	8916.338009	37.307692	37.230769	15.819747	13.004953	19.251947	12.011287	20.853328
4	3	752.938448	48	15.686218	0.535031	13	7666.140424	486	589.703110	9269.659098	37.384615	37.923077	15.773951	12.930539	19.246021	11.927646	20.867876
5	0	0.000000	0	-nan	-nan	3	61.424027	4	20.474676	75.595612	1.333333	0.333333	15.356007	-0.406079	-417.043898	-6.322411	-35.593625
5	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
