episodeIndex	0
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	1	0.000000	-nan
1	0	5.148604	213	0.024172	0.001449	5.148604	213	0.024172	0.001449
1	1	0.170662	5	0.034132	0.003821	0.170662	5	0.034132	0.003821
2	0	0.092994	23	0.004043	0.000026	0.092994	23	0.004043	0.000026
2	1	8.604110	225	0.038240	0.041496	8.604110	225	0.038240	0.041496
3	0	187.330797	86	2.178265	3.790660	187.330797	86	2.178265	3.790660
3	1	14.795384	6	2.465897	4.434869	14.795384	6	2.465897	4.434869
4	0	16.507504	7	2.358215	6.607241	16.507504	7	2.358215	6.607241
4	1	196.237655	101	1.942947	2.920312	196.237655	101	1.942947	2.920312
5	0	1375.606810	8	171.950851	55693.894143	1375.606810	8	171.950851	55693.894143
5	1	15310.676620	121	126.534518	24301.210230	15310.676620	121	126.534518	24301.210230
6	0	20085.438734	178	112.839543	19889.910339	20085.438734	178	112.839543	19889.910339
6	1	1199.382861	10	119.938286	22054.629068	1199.382861	10	119.938286	22054.629068
7	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
7	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
8	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
8	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
9	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
9	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan
