episodeIndex	424
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1190.000000	564	2.109929	6.673507	1.891444	2.328414	1.818647	2.401212
1	1	0.000000	0	-nan	-nan	117.000000	25	4.680000	21.560000	2.814742	6.545258	2.193254	7.166746
2	0	18.000000	2	9.000000	98.000000	3480.000000	779	4.467266	18.475470	4.157942	4.776590	4.054878	4.879654
2	1	0.000000	0	-nan	-nan	342.000000	49	6.979592	31.353741	5.372905	8.586279	4.837571	9.121612
3	0	55.000000	5	11.000000	34.000000	6130.000000	884	6.934389	31.329779	6.556263	7.312516	6.430274	7.438504
3	1	9.000000	1	9.000000	-nan	619.000000	63	9.825397	30.791603	8.421192	11.229602	7.953323	11.697470
4	0	66.000000	6	11.000000	23.600000	8918.000000	944	9.447034	43.133989	9.017687	9.876381	8.874632	10.019435
4	1	6.000000	1	6.000000	-nan	730.000000	65	11.230769	44.461538	9.569576	12.891962	9.016081	13.445457
5	0	35.000000	3	11.666667	49.333333	10709.000000	921	11.627579	53.557891	11.143221	12.111937	10.981837	12.273321
5	1	0.000000	0	-nan	-nan	923.000000	65	14.200000	58.350000	12.296958	16.103042	11.662881	16.737119
6	0	20.000000	1	20.000000	-nan	12260.000000	888	13.806306	59.037976	13.288409	14.324204	13.115850	14.496763
6	1	0.000000	0	-nan	-nan	982.000000	65	15.107692	51.628846	13.317605	16.897779	12.721164	17.494220
7	0	69.000000	3	23.000000	4.000000	14298.000000	904	15.816372	58.641769	15.304803	16.327940	15.134353	16.498390
7	1	0.000000	0	-nan	-nan	1178.000000	60	19.633333	89.287006	17.183125	22.083542	16.366737	22.899930
8	0	72.000000	3	24.000000	4.000000	16256.000000	914	17.785558	62.192738	17.261618	18.309498	17.087046	18.484070
8	1	0.000000	0	-nan	-nan	1328.000000	63	21.079365	73.654890	18.907589	23.251141	18.183972	23.974758
9	0	27.000000	1	27.000000	-nan	13324.000000	706	18.872521	64.851811	18.263765	19.481277	18.060933	19.684109
