episodeIndex	6
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	0	-nan	-nan	1325.242552	51	25.985148	4998.169232	1.761545	50.208751	-10.717138	62.687434
1	1	0.000000	0	-nan	-nan	33963.641847	1204	28.209005	4908.445772	23.268434	33.149575	20.723321	35.694689
1	2	0.000000	0	-nan	-nan	1339.090797	49	27.328384	4269.592723	4.487467	50.169301	-7.278932	61.935699
2	0	8.000297	246	0.032522	0.005386	10796.972044	1690	6.388741	1724.580650	3.916921	8.860560	2.643574	10.133907
2	1	0.100312	8	0.012539	0.001022	475.947836	67	7.103699	830.827759	-1.512911	15.720309	-5.951720	20.159118
2	2	0.180997	9	0.020111	0.003360	20.454711	63	0.324678	2.836813	-0.194556	0.843912	-0.462038	1.111394
3	0	0.717172	14	0.051227	0.005951	194.988531	80	2.437357	141.052897	-0.811753	5.686466	-2.485518	7.360231
3	1	0.099873	9	0.011097	0.000515	1.741268	82	0.021235	0.006825	-0.001089	0.043558	-0.012588	0.055058
3	2	7.510792	272	0.027613	0.004243	5251.531825	1754	2.994032	721.668394	1.424492	4.563572	0.615950	5.372114
4	0	528.984625	2	264.492312	139903.095123	621.474939	116	5.357543	2423.463340	-5.826726	16.541811	-11.588253	22.303338
4	1	18837.728911	142	132.660063	41541.254587	34854.711732	3017	11.552772	3635.260408	8.866818	14.238725	7.483161	15.622382
4	2	325.065349	5	65.013070	21065.851989	1165.536989	163	7.150534	1362.276160	0.076663	14.224405	-3.567411	17.868478
5	0	535.652413	9	59.516935	6308.338796	5346.541920	167	32.015221	11195.812539	11.980287	52.050155	1.659378	62.371064
5	1	975.085218	10	97.508522	11670.452488	5494.068721	158	34.772587	11653.334586	13.758287	55.786886	2.932863	66.612311
5	2	13428.402164	199	67.479408	7849.592899	132326.382387	3672	36.036597	11970.664779	31.618592	40.454601	29.342676	42.730517
6	0	220.082539	14	15.720181	345.088184	1434.467018	64	22.413547	1603.154286	10.166933	34.660161	3.858144	40.968950
6	1	3441.385284	225	15.295046	277.908564	31962.020736	1270	25.166945	2881.507535	21.481191	28.852700	19.582491	30.751400
6	2	91.003666	5	18.200733	462.952980	2225.182716	60	37.086379	3999.404042	17.108914	57.063843	6.817611	67.355146
