episodeIndex	480
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	1353.000000	647	2.091190	6.157306	1.895248	2.287132	1.829962	2.352418
1	1	0.000000	0	-nan	-nan	150.000000	36	4.166667	8.314286	3.201403	5.131930	2.879786	5.453547
2	0	2.000000	1	2.000000	-nan	3882.000000	893	4.347144	16.188773	4.076708	4.617581	3.986600	4.707688
2	1	6.000000	1	6.000000	-nan	308.000000	57	5.403509	7.280702	4.685659	6.121359	4.446477	6.360540
3	0	15.000000	3	5.000000	4.000000	6332.000000	954	6.637317	27.717221	6.294955	6.979678	6.180883	7.093750
3	1	0.000000	0	-nan	-nan	564.000000	72	7.833333	23.633803	6.682572	8.984094	6.299149	9.367518
4	0	12.000000	2	6.000000	8.000000	8712.000000	973	8.953751	35.896007	8.567961	9.339542	8.439419	9.468083
4	1	0.000000	0	-nan	-nan	604.000000	62	9.741935	38.096245	8.167482	11.316389	7.642888	11.840983
5	0	9.000000	1	9.000000	-nan	11566.000000	1006	11.497018	49.328847	11.052247	11.941789	10.904054	12.089982
5	1	0.000000	0	-nan	-nan	983.000000	71	13.845070	57.904225	12.031182	15.658959	11.426811	16.263330
6	0	10.000000	1	10.000000	-nan	14346.000000	1054	13.611006	55.092604	13.151796	14.070215	12.998792	14.223220
6	1	0.000000	0	-nan	-nan	1250.000000	69	18.115942	77.515772	15.987043	20.244841	15.277713	20.954171
7	0	26.000000	2	13.000000	8.000000	15457.000000	1015	15.228571	54.077881	14.764952	15.692191	14.610478	15.846664
7	1	0.000000	0	-nan	-nan	902.000000	56	16.107143	35.479221	14.508404	17.705882	13.975718	18.238568
8	0	42.000000	3	14.000000	4.000000	16592.000000	982	16.896130	55.000413	16.420782	17.371479	16.262400	17.529860
8	1	0.000000	0	-nan	-nan	1070.000000	64	16.718750	29.633929	15.352000	18.085500	14.896610	18.540890
9	0	30.000000	2	15.000000	8.000000	14092.000000	778	18.113111	55.948580	17.574482	18.651739	17.395016	18.831205
