episodeIndex	1
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	4.867444	220	0.022125	0.001169	10.016048	433	0.023132	0.001304	0.001079	0.045185	-0.087351	0.133614
1	1	0.098423	15	0.006562	0.000064	0.269086	20	0.013454	0.001002	-0.076462	0.103371	-0.437019	0.463928
2	0	0.122652	10	0.012265	0.000687	0.215646	33	0.006535	0.000226	-0.026721	0.039791	-0.160075	0.173144
2	1	8.463445	212	0.039922	0.043772	17.067554	437	0.039056	0.042503	-0.086254	0.164366	-0.588734	0.666846
3	0	157.614171	82	1.922124	3.051268	344.944969	168	2.053244	3.425825	0.238800	3.867688	-7.036933	11.143421
3	1	8.851113	8	1.106389	3.349919	23.646497	14	1.689035	3.996975	-5.100146	8.478217	-32.324055	35.702126
4	0	27.256467	9	3.028496	4.001356	43.763971	16	2.735248	4.894889	-4.292676	9.763173	-32.473923	37.944420
4	1	205.041147	122	1.680665	3.165707	401.278802	223	1.799457	3.058031	0.311521	3.287392	-5.654947	9.253860
5	0	1985.508895	10	198.550889	45585.864046	3361.115705	18	186.728650	47251.456211	-464.280410	837.737711	-3074.759010	3448.216311
5	1	16479.037015	104	158.452279	27029.222423	31789.713635	225	141.287616	25701.483611	5.486442	277.088790	-539.062137	821.637369
6	0	17960.115855	176	102.046113	18062.498761	38045.554590	354	107.473318	18956.830510	14.491739	200.454898	-358.354721	573.301357
6	1	1563.016222	16	97.688514	17549.261017	2762.399084	26	106.246119	18591.082119	-233.521000	446.013238	-1595.951797	1808.444034
7	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
7	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
8	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
8	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
9	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
9	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
