episodeIndex	371
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	16.000000	4	4.000000	6.666667	1026.000000	502	2.043825	5.167736	1.840035	2.247615	1.772134	2.315516
1	1	0.000000	0	-nan	-nan	106.000000	26	4.076923	5.513846	3.151958	5.001888	2.843768	5.310078
2	0	42.000000	6	7.000000	14.000000	2882.000000	682	4.225806	15.003268	3.927896	4.523717	3.828635	4.622978
2	1	0.000000	0	-nan	-nan	232.000000	42	5.523810	7.962834	4.649241	6.398378	4.357843	6.689776
3	0	33.000000	3	11.000000	4.000000	4679.000000	717	6.525802	27.059738	6.135602	6.916002	6.005591	7.046013
3	1	0.000000	0	-nan	-nan	464.000000	60	7.733333	24.266667	6.455971	9.010695	6.030366	9.436301
4	0	50.000000	3	16.666667	9.333333	6522.000000	735	8.873469	35.742824	8.430539	9.316400	8.282959	9.463980
4	1	0.000000	0	-nan	-nan	484.000000	50	9.680000	40.548571	7.871213	11.488787	7.268542	12.091458
5	0	107.000000	5	21.400000	14.800000	8885.000000	771	11.523995	50.405592	11.010428	12.037561	10.839312	12.208677
5	1	15.000000	1	15.000000	-nan	675.000000	51	13.235294	48.423529	11.278128	15.192460	10.626017	15.844571
6	0	118.000000	5	23.600000	14.800000	11324.000000	834	13.577938	55.725611	13.058744	14.097131	12.885754	14.270121
6	1	0.000000	0	-nan	-nan	798.000000	47	16.978723	67.803885	14.566248	19.391199	13.762432	20.195015
7	0	54.000000	2	27.000000	8.000000	12299.000000	813	15.127921	54.013173	14.610208	15.645634	14.437711	15.818132
7	1	31.000000	1	31.000000	-nan	742.000000	46	16.130435	41.715942	14.217691	18.043178	13.580382	18.680487
8	0	62.000000	2	31.000000	2.000000	13216.000000	782	16.900256	55.700666	16.364198	17.436313	16.185589	17.614923
8	1	0.000000	0	-nan	-nan	892.000000	52	17.153846	28.446456	15.668263	18.639429	15.173280	19.134413
9	0	33.000000	1	33.000000	-nan	11070.000000	610	18.147541	56.047161	17.538710	18.756372	17.335853	18.959229
