episodeIndex	870
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	1.000000	1	1.000000	-nan	2604.000000	1192	2.184564	6.535177	2.035842	2.333286	1.986289	2.382839
1	1	0.000000	0	-nan	-nan	218.000000	62	3.516129	6.811211	2.850395	4.181863	2.628578	4.403680
2	0	2.000000	1	2.000000	-nan	7008.000000	1631	4.296750	14.439493	4.107763	4.485738	4.044794	4.548707
2	1	0.000000	0	-nan	-nan	700.000000	113	6.194690	22.211757	5.304184	7.085196	5.007476	7.381905
3	0	3.000000	1	3.000000	-nan	11497.000000	1739	6.611271	25.823486	6.366510	6.856032	6.284958	6.937584
3	1	0.000000	0	-nan	-nan	1056.000000	126	8.380952	27.933714	7.435230	9.326675	7.120124	9.641781
4	0	10.000000	2	5.000000	2.000000	15772.000000	1749	9.017724	34.927031	8.733886	9.301562	8.639314	9.396135
4	1	0.000000	0	-nan	-nan	1102.000000	113	9.752212	37.080910	8.601622	10.902802	8.218256	11.286169
5	0	12.000000	2	6.000000	2.000000	20324.000000	1790	11.354190	45.001366	11.035718	11.672662	10.929606	11.778774
5	1	0.000000	0	-nan	-nan	1642.000000	126	13.031746	42.302984	11.867929	14.195563	11.480155	14.583337
6	0	8.000000	1	8.000000	-nan	25126.000000	1881	13.357788	49.276707	13.032693	13.682884	12.924374	13.791203
6	1	0.000000	0	-nan	-nan	2078.000000	119	17.462185	76.793049	15.848673	19.075696	15.311066	19.613304
7	0	20.000000	2	10.000000	2.000000	28317.000000	1851	15.298217	52.291559	14.960621	15.635813	14.848137	15.748297
7	1	0.000000	0	-nan	-nan	2187.000000	125	17.496000	56.235871	16.148787	18.843213	15.699907	19.292093
8	0	26.000000	2	13.000000	2.000000	31070.000000	1821	17.062054	53.115378	16.719018	17.405090	16.604721	17.519386
8	1	10.000000	1	10.000000	-nan	2052.000000	118	17.389831	38.598870	16.241066	18.538595	15.858308	18.921353
9	0	28.000000	2	14.000000	2.000000	25479.000000	1405	18.134520	53.005396	17.744392	18.524647	17.614405	18.654634
