episodeIndex	253
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	17.000000	3	5.666667	17.333333	706.000000	344	2.052326	4.778595	1.815594	2.289057	1.736718	2.367934
1	1	3.000000	1	3.000000	-nan	85.000000	21	4.047619	6.647619	2.917542	5.177696	2.541011	5.554228
2	0	26.000000	4	6.500000	11.666667	1988.000000	464	4.284483	17.214791	3.897603	4.671363	3.768698	4.800268
2	1	4.000000	1	4.000000	-nan	156.000000	30	5.200000	7.337931	4.206631	6.193369	3.875649	6.524351
3	0	11.000000	1	11.000000	-nan	3195.000000	477	6.698113	33.858253	6.162985	7.233241	5.984685	7.411541
3	1	5.000000	1	5.000000	-nan	294.000000	38	7.736842	28.847795	5.986798	9.486887	5.403698	10.069986
4	0	12.000000	1	12.000000	-nan	4264.000000	483	8.828157	39.644683	8.252713	9.403602	8.060980	9.595335
4	1	0.000000	0	-nan	-nan	346.000000	33	10.484848	54.257576	7.909371	13.060326	7.051244	13.918453
5	0	13.000000	1	13.000000	-nan	5984.000000	526	11.376426	49.877081	10.757922	11.994929	10.551842	12.201009
5	1	0.000000	0	-nan	-nan	470.000000	36	13.055556	47.196825	10.755757	15.355354	9.989485	16.121626
6	0	14.000000	1	14.000000	-nan	8144.000000	596	13.664430	57.177960	13.042307	14.286552	12.835022	14.493837
6	1	0.000000	0	-nan	-nan	580.000000	35	16.571429	58.016807	13.985435	19.157422	13.123805	20.019053
7	0	32.000000	2	16.000000	2.000000	8803.000000	581	15.151463	56.363226	14.525866	15.777060	14.317423	15.985503
7	1	0.000000	0	-nan	-nan	522.000000	34	15.352941	29.932264	13.468360	17.237523	12.840434	17.865448
8	0	34.000000	2	17.000000	2.000000	9140.000000	545	16.770642	56.522666	16.123801	17.417483	15.908279	17.633005
8	1	0.000000	0	-nan	-nan	636.000000	38	16.736842	26.036984	15.074241	18.399443	14.520277	18.953407
9	0	19.000000	1	19.000000	-nan	7673.000000	421	18.225653	56.551340	17.489505	18.961801	17.244228	19.207079
