-nan	-nan
-10.3163	-117.1
12.3649	107.882
21.512	61.7406
23.1917	57.2137
25.6814	51.7691
27.1436	49.117
28.4521	46.7797
29.383	45.3021
30.1579	44.2332
30.1373	44.2168
30.585	43.6615
31.0792	42.972
31.4661	42.4005
31.329	42.5434
30.7225	43.3612
31.0535	42.8597
31.1245	42.7516
30.1671	44.0902
30.4505	43.7189
30.7185	43.3221
30.9868	42.9504
31.1405	42.7024
31.3402	42.4248
31.5354	42.1489
31.6243	42.0244
31.7529	41.8282
31.9209	41.6197
31.9453	41.5853
32.0968	41.3934
32.1088	41.402
32.2409	41.2394
32.1902	41.3209
32.3207	41.1725
32.3979	41.0722
32.5071	40.9247
32.5569	40.8713
32.6222	40.7869
32.7221	40.685
32.8076	40.5602
32.8936	40.4464
32.9681	40.3584
33.0364	40.2814
33.078	40.2307
33.1497	40.1491
33.2008	40.0806
33.2718	40.0014
33.32	39.935
33.3888	39.8629
33.4502	39.7919
33.4937	39.7418
33.5398	39.6789
33.5942	39.6114
33.6228	39.587
33.6738	39.536
33.7156	39.4938
33.7622	39.4341
33.8069	39.3766
33.832	39.3427
33.8346	39.3404
33.808	39.3748
33.8096	39.3617
33.8269	39.3393
33.862	39.3048
33.8917	39.2676
33.928	39.2213
33.9372	39.2112
33.9605	39.1829
33.9502	39.193
33.975	39.1685
33.9966	39.139
34.0135	39.1183
34.04	39.0981
34.0709	39.0611
34.1024	39.0238
34.1169	39.0197
34.1447	38.9815
34.1191	39.0189
34.1373	39.0053
34.13	39.0161
34.1112	39.049
34.0417	39.1291
34.0548	39.1219
34.0456	39.1336
34.0677	39.1062
34.0594	39.1137
34.0825	39.0834
34.113	39.056
34.1376	39.0259
34.1584	38.9987
34.1799	38.9718
34.1307	39.0333
34.1027	39.0624
34.1268	39.0381
34.1416	39.0174
34.1638	38.9974
34.1854	38.9701
34.2011	38.9558
34.2257	38.9332
34.2496	38.909
