episodeIndex	43
state	control	total_cost_at_episode	total_count_at_episode	mean_cost_at_episode	unbiased_variance_cost_at_episode	total_cost	total_count	mean_cost	unbiased_variance_cost	95%_confidence_interval_min	95%_confidence_interval_max	99%_confidence_interval_min	99%_confidence_interval_max
0	0	0.000000	1	0.000000	-nan	0.000000	44	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	16542.024000	246	67.244000	-0.000000	724961.549000	10744	67.475945	0.037693	67.472167	67.479722	67.470897	67.480993
1	1	268.976000	4	67.244000	0.000000	23687.277000	351	67.485120	0.038507	67.463997	67.506243	67.456891	67.513348
1	2	403.464000	6	67.244000	-0.000000	24150.954000	358	67.460765	0.040097	67.439422	67.482108	67.432243	67.489288
1	3	336.220000	5	67.244000	0.000000	24892.935000	369	67.460528	0.036880	67.440367	67.480690	67.433585	67.487472
2	0	5379.520000	80	67.244000	0.000000	220033.394000	3261	67.474209	0.037729	67.467349	67.481068	67.465041	67.483376
2	1	208994.352000	3108	67.244000	-0.000000	9503444.065006	140846	67.474008	0.037291	67.472970	67.475045	67.472621	67.475394
2	2	5177.788000	77	67.244000	0.000000	220631.047000	3270	67.471268	0.036773	67.464505	67.478031	67.462230	67.480306
2	3	6522.668000	97	67.244000	0.000000	215897.414000	3200	67.467942	0.035964	67.461181	67.474703	67.458907	67.476977
2	4	5514.008000	82	67.244000	0.000000	225230.402000	3338	67.474656	0.038640	67.467795	67.481518	67.465486	67.483826
2	5	4908.812000	73	67.244000	0.000000	215836.386000	3199	67.469955	0.038422	67.462966	67.476944	67.460615	67.479295
3	0	3967.396000	59	67.244000	-0.000000	151472.622000	2245	67.471101	0.040101	67.462578	67.479624	67.459711	67.482492
3	1	105102.372000	1563	67.244000	-0.000000	4486076.719000	66485	67.475020	0.037233	67.473511	67.476529	67.473003	67.477037
3	2	4169.128000	62	67.244000	-0.000000	154455.181000	2289	67.477143	0.038438	67.468879	67.485407	67.466099	67.488187
3	3	2353.540000	35	67.244000	0.000000	151114.149000	2240	67.461674	0.036875	67.453491	67.469856	67.450739	67.472609
4	0	0.000000	0	-nan	-nan	201.986000	3	67.328667	0.021610	67.157504	67.499830	67.099925	67.557408
4	1	0.000000	0	-nan	-nan	9851.891000	146	67.478705	0.043626	67.443845	67.513566	67.432118	67.525293
4	2	0.000000	0	-nan	-nan	202.218000	3	67.406000	0.014283	67.266848	67.545152	67.220038	67.591962
4	3	0.000000	0	-nan	-nan	877.182000	13	67.475538	0.032410	67.374843	67.576234	67.340969	67.610108
5	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
5	3	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	0	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	1	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	2	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
6	3	0.000000	0	-nan	-nan	0.000000	0	-nan	-nan	-nan	-nan	-nan	-nan
